#TSV
#============Begin of sheet============
@Sheet=PlaySkillInfo-摩托艇
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数	costshiji	param1
100020401	1	摩托艇加速				0													10					开启耐力衰减	5						结束耐力衰减						
100020402	1	奥义				1														10000																	
#============End of sheet============

#============Begin of sheet============
@Sheet=PlayerSkillInfo-双剑
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	SkillSpecialAttack_Poison	SkillSpecialAttack_Sleep	SkillSpecialAttack_Paraylze	SkillSpecialAttack_Dynamite	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	增加鬼人槽	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数
101205006	1	（拔刀）【剑】武士道Attack				0	存在Buff	16120015		1201																		上Buff	51201		End	下Buff	51201		下Buff	51201			
101205006	1	（拔刀）【剑】武士道Attack				0				1201																		上Buff	51202		End	下Buff	51202		下Buff	51202			
101205006	1	（拔刀）【剑】武士道Attack				0				1201																		上Buff	10009		End	下Buff	10009		下Buff	10009			
101205006	1	（拔刀）【剑】武士道Attack				0				1201																					Switch	斩斧切换形态							
101205006	1	（拔刀）【剑】武士道Attack				0				1201																					Red	播放特效	120104						
101205006	2	（拔刀）【剑】武士道Attack				0	斩击槽符合条件	1	44	1201				WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205006	2	（拔刀）【剑】武士道Attack				0	存在Buff	16120016		1201																		上Buff	51201		End	下Buff	51201		下Buff	51201			
101205006	2	（拔刀）【剑】武士道Attack				0				1201																		上Buff	51202		End	下Buff	51202		下Buff	51202			
101205006	2	（拔刀）【剑】武士道Attack				0				1201																		上Buff	10009		End	下Buff	10009		下Buff	10009			
101205006	2	（拔刀）【剑】武士道Attack				0				1201																					Switch	斩斧切换形态							
101205006	2	（拔刀）【剑】武士道Attack				0				1201																					Green	播放特效	120106						
101205006	3	（拔刀）【剑】武士道Attack				0	斩击槽符合条件	1	44	1201				WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205006	3	（拔刀）【剑】武士道Attack				0	存在Buff	16120011		1201																		上Buff	51201		End	下Buff	51201		下Buff	51201			
101205006	3	（拔刀）【剑】武士道Attack				0				1201																		上Buff	51202		End	下Buff	51202		下Buff	51202			
101205006	3	（拔刀）【剑】武士道Attack				0				1201																		上Buff	10009		End	下Buff	10009		下Buff	10009			
101205006	3	（拔刀）【剑】武士道Attack				0				1201																					Switch	斩斧切换形态							
101205006	3	（拔刀）【剑】武士道Attack				0				1201																					Yellow	播放特效	120108						
101205006	4	（拔刀）【剑】武士道Attack				0	斩击槽符合条件	1	44	1201				WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205006	4	（拔刀）【剑】武士道Attack				0	存在Buff	16120012		1201																		上Buff	51201		End	下Buff	51201		下Buff	51201			
101205006	4	（拔刀）【剑】武士道Attack				0				1201																		上Buff	51202		End	下Buff	51202		下Buff	51202			
101205006	4	（拔刀）【剑】武士道Attack				0				1201																		上Buff	10009		End	下Buff	10009		下Buff	10009			
101205006	4	（拔刀）【剑】武士道Attack				0				1201																					Switch	斩斧切换形态							
101205006	4	（拔刀）【剑】武士道Attack				0				1201																					Yellow	播放特效	120108						
101205006	5	（拔刀）【剑】武士道Attack				0	斩击槽符合条件	1	44	1201				WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205006	5	（拔刀）【剑】武士道Attack				0	存在Buff	16120013		1201																		上Buff	51201		End	下Buff	51201		下Buff	51201			
101205006	5	（拔刀）【剑】武士道Attack				0				1201																		上Buff	51202		End	下Buff	51202		下Buff	51202			
101205006	5	（拔刀）【剑】武士道Attack				0				1201																		上Buff	10009		End	下Buff	10009		下Buff	10009			
101205006	5	（拔刀）【剑】武士道Attack				0				1201																					Switch	斩斧切换形态							
101205006	5	（拔刀）【剑】武士道Attack				0				1201																					Yellow	播放特效	120108						
101205006	6	（拔刀）【剑】武士道Attack				0	斩击槽符合条件	1	44	1201				WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205006	6	（拔刀）【剑】武士道Attack				0	存在Buff	16120014		1201																		上Buff	51201		End	下Buff	51201		下Buff	51201			
101205006	6	（拔刀）【剑】武士道Attack				0				1201																		上Buff	51202		End	下Buff	51202		下Buff	51202			
101205006	6	（拔刀）【剑】武士道Attack				0				1201																		上Buff	10009		End	下Buff	10009		下Buff	10009			
101205006	6	（拔刀）【剑】武士道Attack				0				1201																					Switch	斩斧切换形态							
101205006	6	（拔刀）【剑】武士道Attack				0				1201																					Black	播放特效	120110						
101205007	1	【剑】武士道Attack				0	斩击槽符合条件	1	0					WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205007	1	【剑】武士道Attack				0	存在Buff	16120015																				上Buff	51201		End	下Buff	51201		下Buff	51201			
101205007	1	【剑】武士道Attack				0																						上Buff	51202		End	下Buff	51202		下Buff	51202			
101205007	1	【剑】武士道Attack				0																						上Buff	10009		End	下Buff	10009		下Buff	10009			
101205007	1	【剑】武士道Attack				0																									Red	播放特效	120104						
101205007	2	【剑】武士道Attack				0	斩击槽符合条件	1	0					WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205007	2	【剑】武士道Attack				0	存在Buff	16120016																				上Buff	51201		End	下Buff	51201		下Buff	51201			
101205007	2	【剑】武士道Attack				0																						上Buff	51202		End	下Buff	51202		下Buff	51202			
101205007	2	【剑】武士道Attack				0																						上Buff	10009		End	下Buff	10009		下Buff	10009			
101205007	2	【剑】武士道Attack				0																									Green	播放特效	120106						
101205007	3	【剑】武士道Attack				0	斩击槽符合条件	1	0					WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205007	3	【剑】武士道Attack				0	存在Buff	16120011																				上Buff	51201		End	下Buff	51201		下Buff	51201			
101205007	3	【剑】武士道Attack				0																						上Buff	51202		End	下Buff	51202		下Buff	51202			
101205007	3	【剑】武士道Attack				0																						上Buff	10009		End	下Buff	10009		下Buff	10009			
101205007	3	【剑】武士道Attack				0																									Yellow	播放特效	120108						
101205007	4	【剑】武士道Attack				0	斩击槽符合条件	1	0					WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205007	4	【剑】武士道Attack				0	存在Buff	16120012																				上Buff	51201		End	下Buff	51201		下Buff	51201			
101205007	4	【剑】武士道Attack				0																						上Buff	51202		End	下Buff	51202		下Buff	51202			
101205007	4	【剑】武士道Attack				0																						上Buff	10009		End	下Buff	10009		下Buff	10009			
101205007	4	【剑】武士道Attack				0																									Yellow	播放特效	120108						
101205007	5	【剑】武士道Attack				0	斩击槽符合条件	1	0					WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205007	5	【剑】武士道Attack				0	存在Buff	16120013																				上Buff	51201		End	下Buff	51201		下Buff	51201			
101205007	5	【剑】武士道Attack				0																						上Buff	51202		End	下Buff	51202		下Buff	51202			
101205007	5	【剑】武士道Attack				0																						上Buff	10009		End	下Buff	10009		下Buff	10009			
101205007	5	【剑】武士道Attack				0																									Yellow	播放特效	120108						
101205007	6	【剑】武士道Attack				0	斩击槽符合条件	1	0					WE12_Bushido_Attack(Sword)	1	1	1	1	1	1	1	WE12_Bushido_Attack(Sword)					8000	上Buff	11282		End	下Buff	11282		下Buff	11282			
101205007	6	【剑】武士道Attack				0	存在Buff	16120014																				上Buff	51201		End	下Buff	51201		下Buff	51201			
101205007	6	【剑】武士道Attack				0																						上Buff	51202		End	下Buff	51202		下Buff	51202			
101205007	6	【剑】武士道Attack				0																						上Buff	10009		End	下Buff	10009		下Buff	10009			
101205007	6	【剑】武士道Attack				0																									Black	播放特效	120110						
#============End of sheet============

#============Begin of sheet============
@Sheet=PlayerSkillInfo-片手
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	SkillSpecialAttack_Poison	SkillSpecialAttack_Sleep	SkillSpecialAttack_Paraylze	SkillSpecialAttack_Dynamite	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数
100400101	1	拔刀COMBO1		COMBAT_PL04_COMBO1		0				401				Combo1	1	1	1	1	1	1	1	Combo1					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100400102	1	COMBO1		COMBAT_PL04_COMBO1		0								Combo1	1	1	1	1	1	1	1	Combo1					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100400201	1	COMBO2	COMBAT_PL04_COMBO1	COMBAT_PL04_COMBO2		0								Combo2	1	1	1	1	1	1	1	Combo2					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100400301	1	COMBO3	COMBAT_PL04_COMBO2	COMBAT_PL04_COMBO3		0								Combo3	1	1	1	1	1	1	1	Combo3					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100400400	1	COMBO4		COMBAT_PL04_COMBO4		0								Combo4	1	1	1	1	1	1	1	Combo4					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100400401	1	强化COMBO4		COMBAT_PL04_COMBO4		0								Combo4	1	1	1	1	1	1	1	Combo4					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100400401	1	强化COMBO4		COMBAT_PL04_COMBO4		0																Combo4						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400600	1	（跑动加速中）拔刀跳斩		COMBAT_PL04_RUNJUMPATTACK		0	不存在Buff	19040003		401				RJumpAttack	1	1	1	1	1	1	1	RJumpAttack					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400600	1	（跑动加速中）拔刀跳斩		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400600	2	（跑动加速中）拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0	存在Buff	19040003		401				RJumpAttack	1	1	1	1	1	1	1	RJumpAttack					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400600	2	（跑动加速中）拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400600	2	（跑动加速中）拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack									DefenceBegin	上Buff	19004						
100400600	2	（跑动加速中）拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack									DefenceEnd	下Buff	19004		删除指定buff	19004			
100400600	2	（跑动加速中）拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack									DefenceBegin	上Buff	59985		下Buff	59985			
100400600	2	（跑动加速中）拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						上Buff	19196						下Buff	19196			
100400600	2	（跑动加速中）拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						删除指定buff	19198										
100400601	1	拔刀跳斩		COMBAT_PL04_RUNJUMPATTACK		0	不存在Buff	19040003		401				RJumpAttack	1	1	1	1	1	1	1	RJumpAttack					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400601	1	拔刀跳斩		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400601	2	拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0	存在Buff	19040003		401				RJumpAttack	1	1	1	1	1	1	1	RJumpAttack					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400601	2	拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400601	2	拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack									DefenceBegin	上Buff	19004						
100400601	2	拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack									DefenceEnd	下Buff	19004		删除指定buff	19004			
100400601	2	拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack									DefenceBegin	上Buff	59985		下Buff	59985			
100400601	2	拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						上Buff	19196						下Buff	19196			
100400601	2	拔刀跳斩（天赋 获得防御时间）		COMBAT_PL04_RUNJUMPATTACK		0				401												RJumpAttack						删除指定buff	19198										
100400602	1	跳斩		COMBAT_PL04_JUMPATTACK		0								JumpAttack	1	1	1	1	1	1	1	JumpAttack					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400602	1	跳斩		COMBAT_PL04_JUMPATTACK		0																JumpAttack						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400700	1	跳斩续击		COMBAT_PL04_JUMPATTACKCONTINUATION		0	存在Buff	19000000			402			JumpAttackCon	1	1	1	1	1	1	1	JumpAttackCon					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400700	1	跳斩续击		COMBAT_PL04_JUMPATTACKCONTINUATION		0					402											JumpAttackCon						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400701	1	（天赋 盾击后的）跳斩续击		COMBAT_PL04_JUMPATTACKCONTINUATION		0	存在Buff	19040005			402			JumpAttackCon	1	1	1	1	1	1	1	JumpAttackCon					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400701	1	（天赋 盾击后的）跳斩续击		COMBAT_PL04_JUMPATTACKCONTINUATION		0					402											JumpAttackCon						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400800	1	左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0	存在Buff	19000000						RollAttackDouble_LV1	1	1	1	1	1	1	1	RollAttackDouble_LV1					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400800	1	左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0																RollAttackDouble_LV1						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400800	1	左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0																RollAttackDouble_LV1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100400801	1	翻滚回击后 左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0	存在Buff	19040007						RollAttackDouble_LV1	1	1	1	1	1	1	1	RollAttackDouble_LV1					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400801	1	翻滚回击后 左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0	不存在Buff	19040008														RollAttackDouble_LV1						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400801	1	翻滚回击后 左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0																RollAttackDouble_LV1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100400801	2	（天赋 )翻滚回击后 左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0	存在Buff	19040007						RollAttackDouble_LV2	1	0.6	1	1	1	1	1	RollAttackDouble_LV2					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400801	2	（天赋 )翻滚回击后 左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0	存在Buff	19040008														RollAttackDouble_LV2						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400801	2	（天赋 )翻滚回击后 左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0																RollAttackDouble_LV2						上Buff	10009		End	下Buff	10009		下Buff	10009			
100400802	1	（天赋 出刀状态翻滚回避后）左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0	存在Buff	19040006						RollAttackDouble_LV1	1	1	1	1	1	1	1	RollAttackDouble_LV1					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400802	1	（天赋 出刀状态翻滚回避后）左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0																RollAttackDouble_LV1						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400802	1	（天赋 出刀状态翻滚回避后）左旋身斩		COMBAT_PL04_ROLLLEFTATTACK		0																RollAttackDouble_LV1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100400900	1	右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0	存在Buff	19000000						RollAttackDouble_LV1	1	1	1	1	1	1	1	RollAttackDouble_LV1					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400900	1	右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0																RollAttackDouble_LV1						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400900	1	右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0																RollAttackDouble_LV1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100400901	1	翻滚回击后 右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0	存在Buff	19040007						RollAttackDouble_LV1	1	1	1	1	1	1	1	RollAttackDouble_LV1					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400901	1	翻滚回击后 右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0	不存在Buff	19040008														RollAttackDouble_LV1						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400901	1	翻滚回击后 右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0																RollAttackDouble_LV1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100400901	2	（天赋 )翻滚回击后 右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0	存在Buff	19040007						RollAttackDouble_LV2	1	0.6	1	1	1	1	1	RollAttackDouble_LV2					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400901	2	（天赋 )翻滚回击后 右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0	存在Buff	19040008														RollAttackDouble_LV2						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400901	2	（天赋 )翻滚回击后 右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0																RollAttackDouble_LV2						上Buff	10009		End	下Buff	10009		下Buff	10009			
100400902	1	（天赋 出刀状态翻滚回避后）右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0	存在Buff	19040006						RollAttackDouble_LV1	1	1	1	1	1	1	1	RollAttackDouble_LV1					7500	上Buff	10954		End	下Buff	10954		下Buff	10954			
100400902	1	（天赋 出刀状态翻滚回避后）右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0																RollAttackDouble_LV1						上Buff	50401		End	下Buff	50401		下Buff	50401			
100400902	1	（天赋 出刀状态翻滚回避后）右旋身斩		COMBAT_PL04_ROLLRIGHTATTACK		0																RollAttackDouble_LV1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401001	1	回身重击		COMBAT_PL04_BACKATTACK		0	存在Buff	19000000						BackAttack	1	1	1	1	1	1	1	BackAttack					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100401101	1	重盾击		COMBAT_PL04_DODGEATTACK		0	不存在Buff	13022038	1					DodgeAttack	1	1	0	0	0	0	0	DodgeAttack						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401101	1	重盾击		COMBAT_PL04_DODGEATTACK		0	不存在Buff	19040004	1													DodgeAttack						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401101	2	重盾击(锁气绝)		COMBAT_PL04_DODGEATTACK		0	存在Buff	13022038	1					DodgeAttack	1	1	0	0	0	0	0	DodgeAttack_LockPiyo						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401101	2	重盾击(锁气绝)		COMBAT_PL04_DODGEATTACK		0	不存在Buff	19040004	1													DodgeAttack_LockPiyo						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401101	3	（天赋 获得防御时间）重盾击		COMBAT_PL04_DODGEATTACK		0	存在Buff	19040004	1	400	403			DodgeAttack	1	1	1	1	1	1	1	DodgeAttack						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401101	3	（天赋 获得防御时间）重盾击		COMBAT_PL04_DODGEATTACK		0	不存在Buff	13022038	1	400	403											DodgeAttack						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401101	3	（天赋 获得防御时间）重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack						上Buff	19052						下Buff	19052			
100401101	3	（天赋 获得防御时间）重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack						上Buff	19003		DefenceEndLater	下Buff	19003		删除指定buff	19003			
100401101	3	（天赋 获得防御时间）重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack						上Buff	59985						下Buff	59985			
100401101	3	（天赋 获得防御时间）重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack						上Buff	19196						下Buff	19196			
100401101	3	（天赋 获得防御时间）重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack						删除指定buff	19198										
100401101	4	（天赋 获得防御时间）(锁气绝)重盾击		COMBAT_PL04_DODGEATTACK		0	存在Buff	19040004	1	400	403			DodgeAttack	1	1	1	1	1	1	1	DodgeAttack_LockPiyo						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401101	4	（天赋 获得防御时间）(锁气绝)重盾击		COMBAT_PL04_DODGEATTACK		0	存在Buff	13022038	1	400	403											DodgeAttack_LockPiyo						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401101	4	（天赋 获得防御时间）(锁气绝)重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack_LockPiyo						上Buff	19052						下Buff	19052			
100401101	4	（天赋 获得防御时间）(锁气绝)重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack_LockPiyo						上Buff	19003		DefenceEndLater	下Buff	19003		删除指定buff	19003			
100401101	4	（天赋 获得防御时间）(锁气绝)重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack_LockPiyo						上Buff	59985						下Buff	59985			
100401101	4	（天赋 获得防御时间）(锁气绝)重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack_LockPiyo						上Buff	19196						下Buff	19196			
100401101	4	（天赋 获得防御时间）(锁气绝)重盾击		COMBAT_PL04_DODGEATTACK		0				400	403											DodgeAttack_LockPiyo						删除指定buff	19198										
100401201	1	防御横斩	COMBAT_DEFENSE	COMBAT_PL04_ATTACKINDEFENCE		0								DefenceAttack	1	1	1	1	1	1	1	DefenceAttack					7500	上Buff	10956		End	下Buff	10956		下Buff	10956			
100401300	1	（拔刀）轻盾击				0	不存在Buff	13022038	1			401		Smite1	1	1	0	0	0	0	0	Smite1						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401300	1	（拔刀）轻盾击				0	不存在Buff	19040004	1			401										Smite1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401300	2	（拔刀）轻盾击(锁气绝)				0	存在Buff	13022038	1			401		Smite1	1	1	0	0	0	0	0	Smite1_LockPiyo						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401300	2	（拔刀）轻盾击(锁气绝)				0	不存在Buff	19040004	1			401										Smite1_LockPiyo						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401300	3	（拔刀）（天赋 获得防御时间）轻盾击				0	存在Buff	19040004	1	400	403	401		Smite1	1	1	0	0	0	0	0	Smite1						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401300	3	（拔刀）（天赋 获得防御时间）轻盾击				0	不存在Buff	13022038	1	400	403	401										Smite1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401300	3	（拔刀）（天赋 获得防御时间）轻盾击				0				400	403	401										Smite1						上Buff	19052		DefenceBegin	上Buff	19003		下Buff	19052			
100401300	3	（拔刀）（天赋 获得防御时间）轻盾击				0				400	403	401										Smite1									DefenceEndLater	下Buff	19003		删除指定buff	19003			
100401300	3	（拔刀）（天赋 获得防御时间）轻盾击				0				400	403	401										Smite1									DefenceBegin	上Buff	59985		下Buff	59985			
100401300	3	（拔刀）（天赋 获得防御时间）轻盾击				0				400	403	401										Smite1						上Buff	19196						下Buff	19196			
100401300	3	（拔刀）（天赋 获得防御时间）轻盾击				0				400	403	401										Smite1						删除指定buff	19198										
100401300	4	（拔刀）（天赋 获得防御时间）(锁气绝)轻盾击				0	存在Buff	19040004	1	400	403	401		Smite1	1	1	0	0	0	0	0	Smite1_LockPiyo						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401300	4	（拔刀）（天赋 获得防御时间）(锁气绝)轻盾击				0	存在Buff	13022038	1	400	403	401										Smite1_LockPiyo						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401300	4	（拔刀）（天赋 获得防御时间）(锁气绝)轻盾击				0				400	403	401										Smite1_LockPiyo						上Buff	19052		DefenceBegin	上Buff	19003		下Buff	19052			
100401300	4	（拔刀）（天赋 获得防御时间）(锁气绝)轻盾击				0				400	403	401										Smite1_LockPiyo									DefenceEndLater	下Buff	19003		删除指定buff	19003			
100401300	4	（拔刀）（天赋 获得防御时间）(锁气绝)轻盾击				0				400	403	401										Smite1_LockPiyo									DefenceBegin	上Buff	59985		下Buff	59985			
100401300	4	（拔刀）（天赋 获得防御时间）(锁气绝)轻盾击				0				400	403	401										Smite1_LockPiyo						上Buff	19196						下Buff	19196			
100401300	4	（拔刀）（天赋 获得防御时间）(锁气绝)轻盾击				0				400	403	401										Smite1_LockPiyo						删除指定buff	19198										
100401301	1	轻盾击				0	不存在Buff	13022038	1					Smite1	1	1	0	0	0	0	0	Smite1						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401301	1	轻盾击				0	不存在Buff	19040004	1													Smite1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100401301	2	轻盾击(锁气绝)				0	存在Buff	13022038	1					Smite1	1	1	0	0	0	0	0	Smite1_LockPiyo						上Buff	10954		End	下Buff	10954		下Buff	10954			
100401301	2	轻盾击(锁气绝)				0	不存在Buff	19040004	1													Smite1_LockPiyo						上Buff	10009		End	下Buff	10009		下Buff	10009			
