#TSV
#============Begin of sheet============
@Sheet=EquipRelation
装备ID	关联属性1	关联属性2	关联属性3	关联属性4	关联属性5	关联属性6	随机关联属性组1	概率1	随机关联属性组2	概率2	随机关联属性组3	概率3	随机关联属性组4	概率4	随机关联属性组5	概率5	随机关联属性组6	概率6
75000	0	0	0	0	0	0	1	100	2	5		0	0	0	0	0	0	0
75001	0	0	0	0	0	0	1	100	2	5		0						
75002	0	0	0	0	0	0	1	100	2	5		0						
75003	0	0	0	0	0	0	1	100	2	5		0						
75004	0	0	0	0	0	0	1	100	2	5		0						
75005	0	0	0	0	0	0	1	100	2	5		0						
75006	0	0	0	0	0	0	1	100	2	5		0						
75007	0	0	0	0	0	0	1	100	2	5		0						
75008	0	0	0	0	0	0	1	100	2	5		0						
75009	0	0	0	0	0	0	1	100	2	10		0						
75010	0	0	0	0	0	0	1	100	2	10		0						
75011	0	0	0	0	0	0	1	100	2	10		0						
75012	0	0	0	0	0	0	1	100	2	10		0						
75013	0	0	0	0	0	0	1	100	2	10		0						
75014	0	0	0	0	0	0	1	100	2	10		0						
75015	0	0	0	0	0	0	1	100	2	10		0						
75016	0	0	0	0	0	0	1	100	2	10		0						
75017	0	0	0	0	0	0	1	100	2	10		0						
75018	0	0	0	0	0	0	1	100	2	10		0						
75019	0	0	0	0	0	0	1	100	2	10		0						
75020	0	0	0	0	0	0	1	100	2	10		0						
75021	0	0	0	0	0	0	1	100	2	20		0						
75022	0	0	0	0	0	0	1	100	2	5		0						
75023	0	0	0	0	0	0	1	100	2	5		0						
75024	0	0	0	0	0	0	1	100	2	5		0						
75025	0	0	0	0	0	0	1	100	2	5		0						
75026	0	0	0	0	0	0	1	100	2	5		0						
75027	0	0	0	0	0	0	1	100	2	5		0						
75028	0	0	0	0	0	0	1	100	2	5		0						
75029	0	0	0	0	0	0	1	100	2	5		0						
75030	0	0	0	0	0	0	1	100	2	5		0						
75031	0	0	0	0	0	0	1	100	2	10		0						
75032	0	0	0	0	0	0	1	100	2	10		0						
75033	0	0	0	0	0	0	1	100	2	10		0						
75034	0	0	0	0	0	0	1	100	2	10		0						
75035	0	0	0	0	0	0	1	100	2	10		0						
75036	0	0	0	0	0	0	1	100	2	10		0						
75037	0	0	0	0	0	0	1	100	2	10		0						
75038	0	0	0	0	0	0	1	100	2	10		0						
75039	0	0	0	0	0	0	1	100	2	10		0						
75040	0	0	0	0	0	0	1	100	2	10		0						
75041	0	0	0	0	0	0	1	100	2	10		0						
75042	0	0	0	0	0	0	1	100	2	10		0						
75043	0	0	0	0	0	0	1	100	2	20		0						
75044	0	0	0	0	0	0	1	100	2	15		0						
#============End of sheet============

#============Begin of sheet============
@Sheet=EquipRelationAttr
关联属性编号	关联属性组	关联属性概率	生效条件类型	生效条件参数1	生效条件参数2	效果BUFF1	效果BUFF2	效果BUFF3	效果BUFF4	效果BUFF5	属性名称	属性说明	index	装备（R2）	远程（R2）
1177	1	100	2	23	19						毒无效	【气候】超过19，获得效果：毒无效	125		
1178	1	100	2	25	14						毒无效	【一起吃】超过14，获得效果：毒无效	125		
1179	1	100	2	28	19						毒无效	【饥饿感】超过19，获得效果：毒无效	125		
1180	1	100	2	29	14						毒无效	【体术】超过14，获得效果：毒无效	125		
1181	1	100	2	35	14						毒无效	【团队之星】超过14，获得效果：毒无效	125		
1182	1	100	2	36	14						毒无效	【高速设置】超过14，获得效果：毒无效	125		
1183	1	100	2	37	14						毒无效	【通常弹强化】超过14，获得效果：毒无效	125		
1184	1	100	2	38	14						毒无效	【震地减轻】超过14，获得效果：毒无效	125		
1185	1	100	2	39	19						毒无效	【强韧】超过19，获得效果：毒无效	125		
1186	1	100	2	40	14						毒无效	【荷尔蒙】超过14，获得效果：毒无效	125		
1187	1	100	2	42	14						毒无效	【眠弹追加】超过14，获得效果：毒无效	125		
1188	1	100	2	43	14						毒无效	【气息】超过14，获得效果：毒无效	125		
1189	1	100	2	47	14						毒无效	【耐力回复】超过14，获得效果：毒无效	125		
1190	1	100	2	49	14						毒无效	【麻弹追加】超过14，获得效果：毒无效	125		
1191	1	100	2	50	14						毒无效	【根性】超过14，获得效果：毒无效	125		
1192	1	100	2	51	14						毒无效	【挑战者】超过14，获得效果：毒无效	125		
1193	1	100	2	52	14						毒无效	【抗菌】超过14，获得效果：毒无效	125		
1194	1	100	2	55	12						毒无效	【耐泥雪】超过12，获得效果：毒无效	125		
1195	1	100	2	61	14						毒无效	【广域化】超过14，获得效果：毒无效	125		
1196	1	100	2	63	14						毒无效	【贯通强化】超过14，获得效果：毒无效	125		
1197	1	100	2	66	14						毒无效	【毒弹追加】超过14，获得效果：毒无效	125		
1198	1	100	2	69	8						毒无效	【采集】超过8，获得效果：毒无效	125		
1199	1	100	2	70	14						毒无效	【散射强化】超过14，获得效果：毒无效	125		
1200	1	100	2	74	8						毒无效	【猎人生活】超过8，获得效果：毒无效	125		
1201	2	100	2	5	12						属攻强化	【速食】超过12，获得效果：属攻强化	37	无	
1202	2	100	2	9	20						属攻强化	【千里眼】超过20，获得效果：属攻强化	37	河狸兽+15	雪狮子王+15
1203	2	100	2	11	15						属攻强化	【观察眼】超过15，获得效果：属攻强化	37	蓝速龙王+10	蓝速龙王+10
1204	2	100	2	15	15						属攻强化	【回复力】超过15，获得效果：属攻强化	37	大野猪王+10	大野猪王+10
1205	2	100	2	19	20						属攻强化	【加护】超过20，获得效果：属攻强化	37	毒怪鸟+15	毒怪鸟+15
1206	2	100	2	20	12						属攻强化	【全抗增加】超过12，获得效果：属攻强化	37		
1207	2	100	2	23	20						属攻强化	【气候】超过20，获得效果：属攻强化	37	沙龙王+15	沙龙王+15
1208	2	100	2	25	15						属攻强化	【一起吃】超过15，获得效果：属攻强化	37	河狸兽+10	
1209	2	100	2	28	20						属攻强化	【饥饿感】超过20，获得效果：属攻强化	37	桃毛兽王+15	河狸兽+10
1210	2	100	2	29	15						属攻强化	【体术】超过15，获得效果：属攻强化	37	沙龙王+10	沙龙王+10
1211	2	100	2	35	15						属攻强化	【团队之星】超过15，获得效果：属攻强化	37	青怪鸟+10	青怪鸟+10
1212	2	100	2	36	15						属攻强化	【高速设置】超过15，获得效果：属攻强化	37	大怪鸟+10	大怪鸟+10
1213	2	100	2	37	15						属攻强化	【通常弹强化】超过15，获得效果：属攻强化	37		桃毛兽王+10
1214	2	100	2	38	15						属攻强化	【震地减轻】超过15，获得效果：属攻强化	37	沙狸兽+10	
1215	2	100	2	39	20						属攻强化	【强韧】超过20，获得效果：属攻强化	37	盾蟹+15	
1216	2	100	2	40	15						属攻强化	【荷尔蒙】超过15，获得效果：属攻强化	37	桃毛兽王+10	眠鸟+10
1217	2	100	2	42	15						属攻强化	【眠弹追加】超过15，获得效果：属攻强化	37		眠鸟+10
1218	2	100	2	43	15						属攻强化	【气息】超过15，获得效果：属攻强化	37	眠鸟-10	盾蟹+10
1219	2	100	2	47	15						属攻强化	【耐力回复】超过15，获得效果：属攻强化	37	蓝速龙王+10	蓝速龙王+10
1220	2	100	2	49	15						属攻强化	【麻弹追加】超过15，获得效果：属攻强化	37	电龙+10	沙雷鸟+10
1221	2	100	2	50	15						属攻强化	【根性】超过15，获得效果：属攻强化	37	电龙+10	电龙+10
1222	2	100	2	51	15						属攻强化	【挑战者】超过15，获得效果：属攻强化	37	桃毛兽王+10	桃毛兽王+10
1223	2	100	2	52	15						属攻强化	【抗菌】超过15，获得效果：属攻强化	37	金毛兽王+10	金毛兽王+10
1224	2	100	2	55	13						属攻强化	【耐泥雪】超过13，获得效果：属攻强化	37	蓝速龙王+8	蓝速龙王+8
1225	2	100	2	61	15						属攻强化	【广域化】超过15，获得效果：属攻强化	37	沙雷鸟+15	沙雷鸟+15
1226	2	100	2	63	15						属攻强化	【贯通强化】超过15，获得效果：属攻强化	37		眠鸟+10
1227	2	100	2	66	15						属攻强化	【毒弹追加】超过15，获得效果：属攻强化	37		黑狼鸟+10
1228	2	100	2	69	12						属攻强化	【采集】超过12，获得效果：属攻强化	37		
1229	2	100	2	70	15						属攻强化	【散射强化】超过15，获得效果：属攻强化	37		雌火龙+10
1230	2	100	2	1	20						属攻强化	【攻击】超过20，获得效果：属攻强化	37	大怪鸟+15	大怪鸟+15
1231	2	100	2	2	25						属攻强化	【防御】超过25，获得效果：属攻强化	37	盾蟹+20	盾蟹+20
1232	2	100	2	3	20						属攻强化	【见切】超过20，获得效果：属攻强化	37	鬼狩蛛+15	鬼狩蛛+15
1233	2	100	2	10	25						属攻强化	【剥取】超过25，获得效果：属攻强化	37	鬼狩蛛+20	鬼狩蛛+20
1234	2	100	2	12	25						属攻强化	【体力】超过25，获得效果：属攻强化	37	大野猪王+20	大野猪王+20
1235	2	100	2	17	20						属攻强化	【麻痹抵抗】超过20，获得效果：属攻强化	37	黄速龙王+15	黄速龙王+15
1236	2	100	2	22	20						属攻强化	【底力】超过20，获得效果：属攻强化	37	沙狸兽+15	沙狸兽+15
1237	2	100	2	27	25						属攻强化	【贯通弹解放】超过25，获得效果：属攻强化	37		河狸兽+15
1238	2	100	2	30	25						属攻强化	【散弹增加】超过25，获得效果：属攻强化	37		沙龙王+20
1239	2	100	2	31	20						属攻强化	【气绝抗性】超过20，获得效果：属攻强化	37	毒怪鸟+15	毒怪鸟+15
1240	2	100	2	33	20						属攻强化	【特殊攻击】超过20，获得效果：属攻强化	37	黄速龙王+10	黄速龙王+10
1241	2	100	2	34	12						属攻强化	【榴弹增加】超过12，获得效果：属攻强化	37		
1242	2	100	2	41	12						属攻强化	【睡眠耐性】超过12，获得效果：属攻强化	37		
1243	2	100	2	45	20						属攻强化	【防御能力】超过20，获得效果：属攻强化	37	沙狸兽+15	
1244	2	100	2	57	20						属攻强化	【抗风压】超过20，获得效果：属攻强化	37	大怪鸟+15	大怪鸟+15
1245	2	100	2	64	15						属攻强化	【伏击】超过15，获得效果：属攻强化	37	紫毒鸟+10	紫毒鸟+10
1246	2	100	2	65	20						属攻强化	【毒抗性】超过20，获得效果：属攻强化	37	黑狼鸟+10	紫毒鸟+15
1247	2	100	2	5	12						集中	【速食】超过12，获得效果：集中	42		
1248	2	100	2	9	20						集中	【千里眼】超过20，获得效果：集中	42		
1249	2	100	2	11	15						集中	【观察眼】超过15，获得效果：集中	42		
1250	2	100	2	15	15						集中	【回复力】超过15，获得效果：集中	42		
1251	2	100	2	19	20						集中	【加护】超过20，获得效果：集中	42		
1252	2	100	2	20	12						集中	【全抗增加】超过12，获得效果：集中	42		
1253	2	100	2	23	20						集中	【气候】超过20，获得效果：集中	42		
1254	2	100	2	25	15						集中	【一起吃】超过15，获得效果：集中	42		
1255	2	100	2	28	20						集中	【饥饿感】超过20，获得效果：集中	42		
1256	2	100	2	29	15						集中	【体术】超过15，获得效果：集中	42		
1257	2	100	2	35	15						集中	【团队之星】超过15，获得效果：集中	42		
1258	2	100	2	36	15						集中	【高速设置】超过15，获得效果：集中	42		
1259	2	100	2	37	15						集中	【通常弹强化】超过15，获得效果：集中	42		
1260	2	100	2	38	15						集中	【震地减轻】超过15，获得效果：集中	42		
1261	2	100	2	39	20						集中	【强韧】超过20，获得效果：集中	42		
1262	2	100	2	40	15						集中	【荷尔蒙】超过15，获得效果：集中	42		
1263	2	100	2	42	15						集中	【眠弹追加】超过15，获得效果：集中	42		
1264	2	100	2	43	15						集中	【气息】超过15，获得效果：集中	42		
1265	2	100	2	47	15						集中	【耐力回复】超过15，获得效果：集中	42		
1266	2	100	2	49	15						集中	【麻弹追加】超过15，获得效果：集中	42		
1267	2	100	2	50	15						集中	【根性】超过15，获得效果：集中	42		
1268	2	100	2	51	15						集中	【挑战者】超过15，获得效果：集中	42		
1269	2	100	2	52	15						集中	【抗菌】超过15，获得效果：集中	42		
1270	2	100	2	55	13						集中	【耐泥雪】超过13，获得效果：集中	42		
1271	2	100	2	61	15						集中	【广域化】超过15，获得效果：集中	42		
1272	2	100	2	63	15						集中	【贯通强化】超过15，获得效果：集中	42		
1273	2	100	2	66	15						集中	【毒弹追加】超过15，获得效果：集中	42		
1274	2	100	2	69	12						集中	【采集】超过12，获得效果：集中	42		
1275	2	100	2	70	15						集中	【散射强化】超过15，获得效果：集中	42		
1276	2	100	2	1	20						集中	【攻击】超过20，获得效果：集中	42		
1277	2	100	2	2	25						集中	【防御】超过25，获得效果：集中	42		
1278	2	100	2	3	20						集中	【见切】超过20，获得效果：集中	42		
1279	2	100	2	10	25						集中	【剥取】超过25，获得效果：集中	42		
1280	2	100	2	12	25						集中	【体力】超过25，获得效果：集中	42		
1281	2	100	2	17	20						集中	【麻痹抵抗】超过20，获得效果：集中	42		
1282	2	100	2	22	20						集中	【底力】超过20，获得效果：集中	42		
1283	2	100	2	27	25						集中	【贯通弹解放】超过25，获得效果：集中	42		
1284	2	100	2	30	25						集中	【散弹增加】超过25，获得效果：集中	42		
1285	2	100	2	31	20						集中	【气绝抗性】超过20，获得效果：集中	42		
1286	2	100	2	33	20						集中	【特殊攻击】超过20，获得效果：集中	42		
1287	2	100	2	34	12						集中	【榴弹增加】超过12，获得效果：集中	42		
1288	2	100	2	41	12						集中	【睡眠耐性】超过12，获得效果：集中	42		
1289	2	100	2	45	20						集中	【防御能力】超过20，获得效果：集中	42		
1290	2	100	2	57	20						集中	【抗风压】超过20，获得效果：集中	42		
1291	2	100	2	64	15						集中	【伏击】超过15，获得效果：集中	42		
1292	2	100	2	65	20						集中	【毒抗性】超过20，获得效果：集中	42		
1293	2	100	2	5	12						破坏王	【速食】超过12，获得效果：破坏王	49		
1294	2	100	2	9	20						破坏王	【千里眼】超过20，获得效果：破坏王	49		
1295	2	100	2	11	15						破坏王	【观察眼】超过15，获得效果：破坏王	49		
1296	2	100	2	15	15						破坏王	【回复力】超过15，获得效果：破坏王	49		
1297	2	100	2	19	20						破坏王	【加护】超过20，获得效果：破坏王	49		
1298	2	100	2	20	12						破坏王	【全抗增加】超过12，获得效果：破坏王	49		
1299	2	100	2	23	20						破坏王	【气候】超过20，获得效果：破坏王	49		
1300	2	100	2	25	15						破坏王	【一起吃】超过15，获得效果：破坏王	49		
1301	2	100	2	28	20						破坏王	【饥饿感】超过20，获得效果：破坏王	49		
1302	2	100	2	29	15						破坏王	【体术】超过15，获得效果：破坏王	49		
1303	2	100	2	35	15						破坏王	【团队之星】超过15，获得效果：破坏王	49		
1304	2	100	2	36	15						破坏王	【高速设置】超过15，获得效果：破坏王	49		
1305	2	100	2	37	15						破坏王	【通常弹强化】超过15，获得效果：破坏王	49		
1306	2	100	2	38	15						破坏王	【震地减轻】超过15，获得效果：破坏王	49		
1307	2	100	2	39	20						破坏王	【强韧】超过20，获得效果：破坏王	49		
1308	2	100	2	40	15						破坏王	【荷尔蒙】超过15，获得效果：破坏王	49		
1309	2	100	2	42	15						破坏王	【眠弹追加】超过15，获得效果：破坏王	49		
1310	2	100	2	43	15						破坏王	【气息】超过15，获得效果：破坏王	49		
1311	2	100	2	47	15						破坏王	【耐力回复】超过15，获得效果：破坏王	49		
1312	2	100	2	49	15						破坏王	【麻弹追加】超过15，获得效果：破坏王	49		
1313	2	100	2	50	15						破坏王	【根性】超过15，获得效果：破坏王	49		
1314	2	100	2	51	15						破坏王	【挑战者】超过15，获得效果：破坏王	49		
1315	2	100	2	52	15						破坏王	【抗菌】超过15，获得效果：破坏王	49		
1316	2	100	2	55	13						破坏王	【耐泥雪】超过13，获得效果：破坏王	49		
1317	2	100	2	61	15						破坏王	【广域化】超过15，获得效果：破坏王	49		
1318	2	100	2	63	15						破坏王	【贯通强化】超过15，获得效果：破坏王	49		
1319	2	100	2	66	15						破坏王	【毒弹追加】超过15，获得效果：破坏王	49		
1320	2	100	2	69	12						破坏王	【采集】超过12，获得效果：破坏王	49		
1321	2	100	2	70	15						破坏王	【散射强化】超过15，获得效果：破坏王	49		
1322	2	100	2	1	20						破坏王	【攻击】超过20，获得效果：破坏王	49		
1323	2	100	2	2	25						破坏王	【防御】超过25，获得效果：破坏王	49		
1324	2	100	2	3	20						破坏王	【见切】超过20，获得效果：破坏王	49		
1325	2	100	2	10	25						破坏王	【剥取】超过25，获得效果：破坏王	49		
1326	2	100	2	12	25						破坏王	【体力】超过25，获得效果：破坏王	49		
1327	2	100	2	17	20						破坏王	【麻痹抵抗】超过20，获得效果：破坏王	49		
1328	2	100	2	22	20						破坏王	【底力】超过20，获得效果：破坏王	49		
1329	2	100	2	27	25						破坏王	【贯通弹解放】超过25，获得效果：破坏王	49		
1330	2	100	2	30	25						破坏王	【散弹增加】超过25，获得效果：破坏王	49		
1331	2	100	2	31	20						破坏王	【气绝抗性】超过20，获得效果：破坏王	49		
1332	2	100	2	33	20						破坏王	【特殊攻击】超过20，获得效果：破坏王	49		
1333	2	100	2	34	12						破坏王	【榴弹增加】超过12，获得效果：破坏王	49		
1334	2	100	2	41	12						破坏王	【睡眠耐性】超过12，获得效果：破坏王	49		
1335	2	100	2	45	20						破坏王	【防御能力】超过20，获得效果：破坏王	49		
1336	2	100	2	57	20						破坏王	【抗风压】超过20，获得效果：破坏王	49		
1337	2	100	2	64	15						破坏王	【伏击】超过15，获得效果：破坏王	49		
1338	2	100	2	65	20						破坏王	【毒抗性】超过20，获得效果：破坏王	49		
1339	2	100	2	5	12						心眼	【速食】超过12，获得效果：心眼	53		
1340	2	100	2	9	20						心眼	【千里眼】超过20，获得效果：心眼	53		
1341	2	100	2	11	15						心眼	【观察眼】超过15，获得效果：心眼	53		
1342	2	100	2	15	15						心眼	【回复力】超过15，获得效果：心眼	53		
1343	2	100	2	19	20						心眼	【加护】超过20，获得效果：心眼	53		
1344	2	100	2	20	12						心眼	【全抗增加】超过12，获得效果：心眼	53		
1345	2	100	2	23	20						心眼	【气候】超过20，获得效果：心眼	53		
1346	2	100	2	25	15						心眼	【一起吃】超过15，获得效果：心眼	53		
1347	2	100	2	28	20						心眼	【饥饿感】超过20，获得效果：心眼	53		
1348	2	100	2	29	15						心眼	【体术】超过15，获得效果：心眼	53		
1349	2	100	2	35	15						心眼	【团队之星】超过15，获得效果：心眼	53		
1350	2	100	2	36	15						心眼	【高速设置】超过15，获得效果：心眼	53		
1351	2	100	2	37	15						心眼	【通常弹强化】超过15，获得效果：心眼	53		
1352	2	100	2	38	15						心眼	【震地减轻】超过15，获得效果：心眼	53		
1353	2	100	2	39	20						心眼	【强韧】超过20，获得效果：心眼	53		
1354	2	100	2	40	15						心眼	【荷尔蒙】超过15，获得效果：心眼	53		
1355	2	100	2	42	15						心眼	【眠弹追加】超过15，获得效果：心眼	53		
1356	2	100	2	43	15						心眼	【气息】超过15，获得效果：心眼	53		
1357	2	100	2	47	15						心眼	【耐力回复】超过15，获得效果：心眼	53		
1358	2	100	2	49	15						心眼	【麻弹追加】超过15，获得效果：心眼	53		
1359	2	100	2	50	15						心眼	【根性】超过15，获得效果：心眼	53		
1360	2	100	2	51	15						心眼	【挑战者】超过15，获得效果：心眼	53		
1361	2	100	2	52	15						心眼	【抗菌】超过15，获得效果：心眼	53		
1362	2	100	2	55	13						心眼	【耐泥雪】超过13，获得效果：心眼	53		
1363	2	100	2	61	15						心眼	【广域化】超过15，获得效果：心眼	53		
1364	2	100	2	63	15						心眼	【贯通强化】超过15，获得效果：心眼	53		
1365	2	100	2	66	15						心眼	【毒弹追加】超过15，获得效果：心眼	53		
1366	2	100	2	69	12						心眼	【采集】超过12，获得效果：心眼	53		
1367	2	100	2	70	15						心眼	【散射强化】超过15，获得效果：心眼	53		
1368	2	100	2	1	20						心眼	【攻击】超过20，获得效果：心眼	53		
1369	2	100	2	2	25						心眼	【防御】超过25，获得效果：心眼	53		
1370	2	100	2	3	20						心眼	【见切】超过20，获得效果：心眼	53		
1371	2	100	2	10	25						心眼	【剥取】超过25，获得效果：心眼	53		
1372	2	100	2	12	25						心眼	【体力】超过25，获得效果：心眼	53		
1373	2	100	2	17	20						心眼	【麻痹抵抗】超过20，获得效果：心眼	53		
1374	2	100	2	22	20						心眼	【底力】超过20，获得效果：心眼	53		
1375	2	100	2	27	25						心眼	【贯通弹解放】超过25，获得效果：心眼	53		
1376	2	100	2	30	25						心眼	【散弹增加】超过25，获得效果：心眼	53		
1377	2	100	2	31	20						心眼	【气绝抗性】超过20，获得效果：心眼	53		
1378	2	100	2	33	20						心眼	【特殊攻击】超过20，获得效果：心眼	53		
1379	2	100	2	34	12						心眼	【榴弹增加】超过12，获得效果：心眼	53		
1380	2	100	2	41	12						心眼	【睡眠耐性】超过12，获得效果：心眼	53		
1381	2	100	2	45	20						心眼	【防御能力】超过20，获得效果：心眼	53		
1382	2	100	2	57	20						心眼	【抗风压】超过20，获得效果：心眼	53		
1383	2	100	2	64	15						心眼	【伏击】超过15，获得效果：心眼	53		
1384	2	100	2	65	20						心眼	【毒抗性】超过20，获得效果：心眼	53		
1385	2	100	2	5	12						弱点特效	【速食】超过12，获得效果：弱点特效	55		
1386	2	100	2	9	20						弱点特效	【千里眼】超过20，获得效果：弱点特效	55		
1387	2	100	2	11	15						弱点特效	【观察眼】超过15，获得效果：弱点特效	55		
1388	2	100	2	15	15						弱点特效	【回复力】超过15，获得效果：弱点特效	55		
1389	2	100	2	19	20						弱点特效	【加护】超过20，获得效果：弱点特效	55		
1390	2	100	2	20	12						弱点特效	【全抗增加】超过12，获得效果：弱点特效	55		
1391	2	100	2	23	20						弱点特效	【气候】超过20，获得效果：弱点特效	55		
1392	2	100	2	25	15						弱点特效	【一起吃】超过15，获得效果：弱点特效	55		
1393	2	100	2	28	20						弱点特效	【饥饿感】超过20，获得效果：弱点特效	55		
1394	2	100	2	29	15						弱点特效	【体术】超过15，获得效果：弱点特效	55		
1395	2	100	2	35	15						弱点特效	【团队之星】超过15，获得效果：弱点特效	55		
1396	2	100	2	36	15						弱点特效	【高速设置】超过15，获得效果：弱点特效	55		
1397	2	100	2	37	15						弱点特效	【通常弹强化】超过15，获得效果：弱点特效	55		
1398	2	100	2	38	15						弱点特效	【震地减轻】超过15，获得效果：弱点特效	55		
1399	2	100	2	39	20						弱点特效	【强韧】超过20，获得效果：弱点特效	55		
1400	2	100	2	40	15						弱点特效	【荷尔蒙】超过15，获得效果：弱点特效	55		
1401	2	100	2	42	15						弱点特效	【眠弹追加】超过15，获得效果：弱点特效	55		
1402	2	100	2	43	15						弱点特效	【气息】超过15，获得效果：弱点特效	55		
1403	2	100	2	47	15						弱点特效	【耐力回复】超过15，获得效果：弱点特效	55		
1404	2	100	2	49	15						弱点特效	【麻弹追加】超过15，获得效果：弱点特效	55		
1405	2	100	2	50	15						弱点特效	【根性】超过15，获得效果：弱点特效	55		
1406	2	100	2	51	15						弱点特效	【挑战者】超过15，获得效果：弱点特效	55		
1407	2	100	2	52	15						弱点特效	【抗菌】超过15，获得效果：弱点特效	55		
1408	2	100	2	55	13						弱点特效	【耐泥雪】超过13，获得效果：弱点特效	55		
1409	2	100	2	61	15						弱点特效	【广域化】超过15，获得效果：弱点特效	55		
1410	2	100	2	63	15						弱点特效	【贯通强化】超过15，获得效果：弱点特效	55		
1411	2	100	2	66	15						弱点特效	【毒弹追加】超过15，获得效果：弱点特效	55		
1412	2	100	2	69	12						弱点特效	【采集】超过12，获得效果：弱点特效	55		
1413	2	100	2	70	15						弱点特效	【散射强化】超过15，获得效果：弱点特效	55		
1414	2	100	2	1	20						弱点特效	【攻击】超过20，获得效果：弱点特效	55		
1415	2	100	2	2	25						弱点特效	【防御】超过25，获得效果：弱点特效	55		
1416	2	100	2	3	20						弱点特效	【见切】超过20，获得效果：弱点特效	55		
1417	2	100	2	10	25						弱点特效	【剥取】超过25，获得效果：弱点特效	55		
1418	2	100	2	12	25						弱点特效	【体力】超过25，获得效果：弱点特效	55		
1419	2	100	2	17	20						弱点特效	【麻痹抵抗】超过20，获得效果：弱点特效	55		
1420	2	100	2	22	20						弱点特效	【底力】超过20，获得效果：弱点特效	55		
1421	2	100	2	27	25						弱点特效	【贯通弹解放】超过25，获得效果：弱点特效	55		
1422	2	100	2	30	25						弱点特效	【散弹增加】超过25，获得效果：弱点特效	55		
1423	2	100	2	31	20						弱点特效	【气绝抗性】超过20，获得效果：弱点特效	55		
1424	2	100	2	33	20						弱点特效	【特殊攻击】超过20，获得效果：弱点特效	55		
1425	2	100	2	34	12						弱点特效	【榴弹增加】超过12，获得效果：弱点特效	55		
1426	2	100	2	41	12						弱点特效	【睡眠耐性】超过12，获得效果：弱点特效	55		
1427	2	100	2	45	20						弱点特效	【防御能力】超过20，获得效果：弱点特效	55		
1428	2	100	2	57	20						弱点特效	【抗风压】超过20，获得效果：弱点特效	55		
1429	2	100	2	64	15						弱点特效	【伏击】超过15，获得效果：弱点特效	55		
1430	2	100	2	65	20						弱点特效	【毒抗性】超过20，获得效果：弱点特效	55		
1431	2	100	2	5	12						耳栓	【速食】超过12，获得效果：耳栓	92		
1432	2	100	2	9	20						耳栓	【千里眼】超过20，获得效果：耳栓	92		
1433	2	100	2	11	15						耳栓	【观察眼】超过15，获得效果：耳栓	92		
1434	2	100	2	15	15						耳栓	【回复力】超过15，获得效果：耳栓	92		
1435	2	100	2	19	20						耳栓	【加护】超过20，获得效果：耳栓	92		
1436	2	100	2	20	12						耳栓	【全抗增加】超过12，获得效果：耳栓	92		
1437	2	100	2	23	20						耳栓	【气候】超过20，获得效果：耳栓	92		
1438	2	100	2	25	15						耳栓	【一起吃】超过15，获得效果：耳栓	92		
1439	2	100	2	28	20						耳栓	【饥饿感】超过20，获得效果：耳栓	92		
1440	2	100	2	29	15						耳栓	【体术】超过15，获得效果：耳栓	92		
1441	2	100	2	35	15						耳栓	【团队之星】超过15，获得效果：耳栓	92		
1442	2	100	2	36	15						耳栓	【高速设置】超过15，获得效果：耳栓	92		
1443	2	100	2	37	15						耳栓	【通常弹强化】超过15，获得效果：耳栓	92		
1444	2	100	2	38	15						耳栓	【震地减轻】超过15，获得效果：耳栓	92		
1445	2	100	2	39	20						耳栓	【强韧】超过20，获得效果：耳栓	92		
1446	2	100	2	40	15						耳栓	【荷尔蒙】超过15，获得效果：耳栓	92		
1447	2	100	2	42	15						耳栓	【眠弹追加】超过15，获得效果：耳栓	92		
1448	2	100	2	43	15						耳栓	【气息】超过15，获得效果：耳栓	92		
1449	2	100	2	47	15						耳栓	【耐力回复】超过15，获得效果：耳栓	92		
1450	2	100	2	49	15						耳栓	【麻弹追加】超过15，获得效果：耳栓	92		
1451	2	100	2	50	15						耳栓	【根性】超过15，获得效果：耳栓	92		
1452	2	100	2	51	15						耳栓	【挑战者】超过15，获得效果：耳栓	92		
1453	2	100	2	52	15						耳栓	【抗菌】超过15，获得效果：耳栓	92		
1454	2	100	2	55	13						耳栓	【耐泥雪】超过13，获得效果：耳栓	92		
1455	2	100	2	61	15						耳栓	【广域化】超过15，获得效果：耳栓	92		
1456	2	100	2	63	15						耳栓	【贯通强化】超过15，获得效果：耳栓	92		
1457	2	100	2	66	15						耳栓	【毒弹追加】超过15，获得效果：耳栓	92		
1458	2	100	2	69	12						耳栓	【采集】超过12，获得效果：耳栓	92		
1459	2	100	2	70	15						耳栓	【散射强化】超过15，获得效果：耳栓	92		
1460	2	100	2	1	20						耳栓	【攻击】超过20，获得效果：耳栓	92		
1461	2	100	2	2	25						耳栓	【防御】超过25，获得效果：耳栓	92		
1462	2	100	2	3	20						耳栓	【见切】超过20，获得效果：耳栓	92		
1463	2	100	2	10	25						耳栓	【剥取】超过25，获得效果：耳栓	92		
1464	2	100	2	12	25						耳栓	【体力】超过25，获得效果：耳栓	92		
1465	2	100	2	17	20						耳栓	【麻痹抵抗】超过20，获得效果：耳栓	92		
1466	2	100	2	22	20						耳栓	【底力】超过20，获得效果：耳栓	92		
1467	2	100	2	27	25						耳栓	【贯通弹解放】超过25，获得效果：耳栓	92		
