#TSV
#============Begin of sheet============
@Sheet=防具
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	材质	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	性别需求	可否升级Rank	Rank升级规则	可否升级等级	等级升级规则	可否升级	可否强化	可强化等级	可突破等级	突破所需强化等级	近远程类型	武器长度	初始孔数	最大孔数	攻击力	防御力	会心等级	最大斩味值	红色斩味数值	橙色斩味数值	黄色斩味数值	绿色斩味数值	蓝色斩味数值	白色斩味数值	紫色斩味数值	铜色斩味数值	银色斩味数值	金色斩味数值	耐久度	附加生命	水属性攻击力	火属性攻击力	雷属性攻击力	龙属性攻击力	冰属性攻击力	毒附加	眠附加	麻附加	爆破附加	水抗性	火抗性	雷抗性	龙抗性	冰抗性	力量	爆发	运气	体力	附加属性基因1ID	附加属性基因2ID	附加属性基因3ID	附加属性基因4ID	附加属性基因5ID	附加属性基因6ID	装备被动技1ID	值1	装备被动技2ID	值2	装备被动技3ID	值3	装备被动技4ID	值4	装备被动技5ID	值5	装备被动技6ID	值6	可否被偷窃	随机被动技大组	排序参数	强化规则	染色规则	物品过期Tag	商城索引ID	是否投放	高跟鞋	套装ID	是否被幻化	是否幻化	幻化消耗	淬炼规则	淬炼等级上限	是否允许退火	升级消耗规则	等级提升上限	粘合剂id	粘合剂数量	是否为残兵	解绑道具	解绑道具数量	护石熔炼规则	直升规则集	攻击力成长	防御力成长	附加生命成长	水属性攻击力成长	火属性攻击力成长	雷属性攻击力成长	龙属性攻击力成长	冰属性攻击力成长	水抗性成长	火抗性成长	雷抗性成长	龙抗性成长	冰抗性成长	力量成长	爆发成长	运气成长	体力成长	毒附加成长	眠附加成长	麻附加成长	爆破附加成长
65238	眠鸟护甲·S	远程猎人装备,使用眠鸟的素材打造,为了便捷性能而只针对关键部位做了保护。	1	9	ep_mn_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	312060	322060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								2	-4	0	2	0											20	2	32	4	48	2	44	2	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65239	眠鸟护腰·S	远程猎人装备,使用眠鸟的素材打造,为猎人的下蹲、翻滚与回避提供足够的施展空间。	1	9	ep_mn_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	412060	422060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								2	-4	0	2	0											20	2	32	3	48	2	44	3	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65240	眠鸟护腿·S	远程猎人装备,使用眠鸟的素材打造,回避性能优越,防御也相当不错。	1	9	ep_mn_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	512060	522060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								1	-3	0	1	0											20	2	32	3	48	2	44	1	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65241	雪狮子王头盔·S	使用雪狮子王素材打造的头部防具，具有不错的保暖性能。	1	9	ep_xszw_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	111062	121062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								4	-4	0	0	4											17	3	86	3	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65242	雪狮子王腕甲·S	使用雪狮子王素材打造的腕部防具，有一定的抗冲击能力。	1	9	ep_xszw_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	211062	221062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		70																								4	-4	0	0	4											17	3	86	1	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65243	雪狮子王铠甲·S	使用雪狮子王素材打造的胸部防具，高级猎人必备的装备。	1	9	ep_xszw_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	311062	321062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								5	-5	0	0	5											17	3	86	3	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65244	雪狮子王腰甲·S	使用雪狮子王素材打造的腰部防具，能提供一定的保暖。	1	9	ep_xszw_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	411062	421062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								4	-4	0	0	4											17	3	86	2	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65245	雪狮子王腿甲·S	使用雪狮子王素材打造的腿部防具，穿着后在雪地疾驰也不会滑倒。	1	9	ep_xszw_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	511062	521062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		70																								4	-4	0	0	4											17	3	86	1	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65246	雪狮子王战帽·S	远程猎人装备,使用雪狮子王的素材打造的头部防具，似乎具有异域风情。	1	9	ep_xszw_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	112062	122062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								3	-3	0	0	3											17	3	86	3	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65247	雪狮子王护手·S	远程猎人装备,使用雪狮子王的素材打造的腕部防具，松软的皮毛格外舒适。	1	9	ep_xszw_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	212062	222062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								3	-3	0	0	3											17	3	86	1	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65248	雪狮子王护甲·S	远程猎人装备,使用雪狮子王的素材打造的胸部防具，添加了额外的装饰。	1	9	ep_xszw_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	312062	322062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								4	-4	0	0	4											17	3	86	3	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65249	雪狮子王护腰·S	远程猎人装备,使用雪狮子王的素材打造的腰部防具，鲜艳的颜色夺人眼球。	1	9	ep_xszw_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	412062	422062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								4	-4	0	0	4											17	3	86	2	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65250	雪狮子王护腿·S	远程猎人装备,使用雪狮子王的素材打造的腿部防具，奇特的造型和实用性兼备。	1	9	ep_xszw_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	512062	522062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								3	-3	0	0	3											17	3	86	1	42	2	26	2	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65251	红电龙头盔·S	使用红电龙素材制造的头部防具，这可真的不是在模仿红电龙。	1	9	ep_hdl_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	111206	121206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								-6	2	6	0	2											123	2	66	2	53	2	115	4	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65252	红电龙腕甲·S	使用红电龙素材制造的腕部防具，这样材质的腕甲并不常见。	1	9	ep_hdl_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	211206	221206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		70																								-6	2	6	0	2											123	2	66	1	53	2	115	2	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65253	红电龙铠甲·S	使用红电龙素材打造的胸部防具，采用了有良好防御性能的素材制作。	1	9	ep_hdl_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	311206	321206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		70																								-7	2	7	0	2											123	2	66	4	53	2	115	3	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65254	红电龙腰甲·S	使用红电龙素材打造的腰部防具，多层的设计很有层次感。	1	9	ep_hdl_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	411206	421206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								-6	2	6	0	2											123	2	66	4	53	2	115	3	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65255	红电龙腿甲·S	使用红电龙素材打造的腿部防具，能像红电龙一般飞跃起来。	1	9	ep_hdl_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	511206	521206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		70																								-6	2	6	0	2											123	2	66	4	53	2	115	3	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65256	红电龙战帽·S	远程猎人装备，使用红电龙的素材打造，组装了眼罩来增加射击的精确度。	1	9	ep_hdl_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	112206	122206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								-5	2	5	0	2											123	2	66	2	53	2	115	4	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65257	红电龙护手·S	远程猎人装备，使用红电龙的素材打造，工匠特意采用了并不对称的制作方法。	1	9	ep_hdl_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	212206	222206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		42																								-5	1	5	0	1											123	2	66	1	53	2	115	2	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65258	红电龙护甲·S	远程猎人装备，使用红电龙的素材打造，胸前也贴心的增加了弹夹。	1	9	ep_hdl_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	312206	322206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								-5	2	5	0	2											123	2	66	4	53	2	115	3	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65259	红电龙护腰·S	远程猎人装备，使用红电龙的素材打造，对射手的保护很出众。	1	9	ep_hdl_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	412206	422206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								-5	2	5	0	2											123	2	66	4	53	2	115	3	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65260	红电龙护腿·S	远程猎人装备，使用红电龙的素材打造，深受进阶猎人喜爱。	1	9	ep_hdl_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	512206	522206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								-5	1	5	0	1											123	2	66	4	53	2	115	3	11	-2	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65261	晶岩龙头盔·S	以晶岩龙素材制作的头部防具，集素材的硬度与美感于一身	1	9	ep_yl_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	111068	121068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		70																								0	-2	0	4	-2											51	3	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65262	晶岩龙腕甲·S	以晶岩龙素材制作的腕部防具，让每一下挥出的拳头，能带着岩石的吐息	1	9	ep_yl_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	211068	221068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								0	-2	0	4	-2											51	2	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65263	晶岩龙铠甲·S	以晶岩龙素材制作的胸部防具，密不透风的设计使得无论多渺小的尘埃，也无法入侵	1	9	ep_yl_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	311068	321068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								0	-2	0	5	-2											51	1	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65264	晶岩龙腰甲·S	以晶岩龙素材制作的腰部防具，长期穿戴能逐渐消除猎人经年累月的腰部损伤	1	9	ep_yl_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	411068	421068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								0	-2	0	4	-2											51	1	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65265	晶岩龙腿甲·S	以晶岩龙素材制作的足部防具，穿戴后，能令猎人产生足底生风的错觉	1	9	ep_yl_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	511068	521068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		70																								0	-2	0	4	-2											51	3	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65266	晶岩龙战帽·S	以晶岩龙素材制作的头部防具，集素材的硬度与美感于一身	1	9	ep_yl_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	112068	122068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								0	-2	0	3	-2											41	3	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65267	晶岩龙护手·S	以晶岩龙素材制作的腕部防具，让每一下挥出的拳头，能带着岩石的吐息	1	9	ep_yl_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	212068	222068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								0	-1	0	3	-1											41	2	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65268	晶岩龙护甲·S	以晶岩龙素材制作的胸部防具，密不透风的设计使得无论多渺小的尘埃，也无法入侵	1	9	ep_yl_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	312068	322068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								0	-2	0	4	-2											41	1	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65269	晶岩龙护腰·S	以晶岩龙素材制作的腰部防具，长期穿戴能逐渐消除猎人经年累月的腰部损伤	1	9	ep_yl_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	412068	422068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		42																								0	-2	0	4	-2											41	1	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65270	晶岩龙护腿·S	以晶岩龙素材制作的足部防具，穿戴后，能令猎人产生足底生风的错觉	1	9	ep_yl_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	512068	522068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		42																								0	-1	0	3	-1											41	3	5	2	60	2	25	2	1	-2	0	0								Y			1	1	1				60129	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65271	银眠鸟头盔·S	使用银眠鸟素材制造的头部防具，是征服银眠鸟的标志。	1	9	ep_ymn_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	111211	121211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		70																								2	-2	-2	2	0											20	1	44	2	36	3	55	2	114	-5	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65272	银眠鸟腕甲·S	使用银眠鸟素材制造的腕部防具，在手臂部分模仿了翅膀的形态。	1	9	ep_ymn_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	211211	221211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		70																								2	-2	-2	2	0											20	3	44	2	36	3	55	2	114	-2	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65273	银眠鸟铠甲·S	使用银眠鸟素材打造的胸部防具，让猎人能灵活闪避怪物的攻击。	1	9	ep_ymn_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	311211	321211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		70																								2	-2	-2	2	0											20	4	44	2	36	3	55	2	114	-2	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65274	银眠鸟腰甲·S	使用银眠鸟素材打造的腰部防具，在腰部插上了眠鸟羽毛显得与众不同。	1	9	ep_ymn_05	1	0	1	2	2	4	2	0	0	1	0	0	80000	160	0	0	0	411211	421211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								2	-2	-2	2	0											20	1	44	2	36	3	55	2	114	-1	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65275	银眠鸟腿甲·S	使用银眠鸟素材打造的腿部防具，能像银眠鸟一般飞跃起来。	1	9	ep_ymn_04	1	0	1	2	2	5	2	0	0	1	0	0	80000	160	0	0	0	511211	521211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		70																								2	-2	-2	2	0											20	1	44	2	36	3	55	2	114	-2	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65276	银眠鸟战帽·S	远程猎人装备，使用银眠鸟的素材打造，据说是从一个部落学习来的制作技巧.	1	9	ep_ymn_01	1	0	1	2	2	1	2	0	0	1	0	0	80000	160	0	0	0	112211	122211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								2	-2	-2	2	0											20	1	44	2	36	3	55	2	114	-5	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65277	银眠鸟护手·S	远程猎人装备，使用银眠鸟的素材打造，柔软耐磨的质地在猎人中很受欢迎。	1	9	ep_ymn_03	1	0	1	2	2	2	2	0	0	1	0	0	80000	160	0	0	0	212211	222211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		42																								1	-1	-1	1	0											20	3	44	2	36	3	55	2	114	-2	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65278	银眠鸟护甲·S	远程猎人装备，使用银眠鸟的素材打造，仅提供基础的防御，减少了身体负荷。	1	9	ep_ymn_02	1	0	1	2	2	3	2	0	0	1	0	0	80000	160	0	0	0	312211	322211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		42																								2	-2	-2	2	0											20	4	44	2	36	3	55	2	114	-2	0	0								Y			1	1	1				60127	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
