#TSV
#============Begin of sheet============
@Sheet=射程伤害加成
Name	ID	Ratio1	Time1	Ratio2	Time2	Ratio3	Time3	RatioFinal	LastDecrease
Default	1							1	
NormalLV1	11	0.8	0.142857142857143	1	0.357142857142857	0.5	0.571428571428571	0.001	1
NormalLV2	12	0.8	0.185714285714286	1.1	0.357142857142857	0.5	0.571428571428571	0.001	1
NormalLV3	13	0.8	0.228571428571429	1.2	0.357142857142857	0.5	0.571428571428571	0.001	1
Guantong	14	0.7	0.214285714285714	0.8	0.357142857142857	1	0.571428571428571	0.001	1
ShandanLV1	15	0.9	0.166666666666667	1	0.5	0.7	1.33333333333333	0.001	1
ShandanLV2	16	0.9	0.166666666666667	1	0.433333333333333	0.7	1.33333333333333	0.001	1
ShandanLV3	17	0.9	0.166666666666667	1	0.366666666666667	0.7	1.33333333333333	0.001	1
BowGuantongLV1	21	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowGuantongLV2	22	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowGuantongLV3	23	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowGuantongLV4	24	0.528	0.233	0.88	0.433	0.616	1	0.001	1
BowLianSheLV1	25	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowLianSheLV2	26	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowLianSheLV3	27	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowLianSheLV4	28	0.616	0.2	0.88	0.366	0.528	1	0.001	1
BowkuoShanLV1	29	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowkuoShanLV2	30	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowkuoShanLV3	31	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowkuoShanLV4	32	0.616	0.066	0.88	0.233	0.528	1	0.001	1
BowRage01	35	1	0.444444444444444						
SpeicalShootWuJu_LV1	36	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
SpeicalShootWuJu_LV2	37	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
SpeicalShootWuJu_LV3	38	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
SpeicalShootWuJu_LV4	39	1.06	0.05	1.06	0.75	1.06	1.2	0.001	1
ShuxingLV1	40	0.8	0.0857142857142857	1	0.228571428571429	0.5	0.371428571428571	0.001	1
DragonLV1	41	0.7	0.142857142857143	0.8	0.228571428571429	1	0.371428571428571	0.001	1
#============End of sheet============

#============Begin of sheet============
@Sheet=爆炸效果
ID	Name	Type	AttackName	Radius	OffsetX	OffsetY	OffsetZ
Fire_FullBurstLongLV3	铳枪用	509	0	2	0	0	0	0								1	parabola	Fire_Ability_Pc.HIT.U_RayAll_HIT				90							0	0	0	0	0	0	0	1								1.4	0	0	0	0	1.6	0	0	1	0	0	0	0.3			10			伤害	伤害	伤害,飞行道具命中添加铳枪SP(-75.1)	伤害,飞行道具命中添加铳枪SP(-75.1)	伤害	伤害			伤害,飞行道具命中添加铳枪SP(-75.1)			销毁			Fire_FullBurstLongLV3						
Fire_FullBurstLongLV4	铳枪用	510	0	2	0	0	0	0								1	parabola	Fire_Ability_Pc.HIT.U_RayAll_HIT				90							0	0	0	0	0	0	0	1								1.4	0	0	0	0	1.6	0	0	1	0	0	0	0.3			10			伤害	伤害	伤害,飞行道具命中添加铳枪SP(-75.1)	伤害,飞行道具命中添加铳枪SP(-75.1)	伤害	伤害			伤害,飞行道具命中添加铳枪SP(-75.1)			销毁			Fire_FullBurstLongLV4						
Fire_FullBurstSpreadLV2	铳枪用	511	0	2	0	0	0	0								1	parabola	Fire_Ability_Pc.HIT.U_SpreadAll_HIT				90							0	0	0	0	0	0	0	1								2.4	0	0	0	0	1.2	0	0	1	0	0	0	0.3			10			伤害	伤害	伤害,飞行道具命中添加铳枪SP(-118.1)	伤害,飞行道具命中添加铳枪SP(-118.1)	伤害	伤害			伤害,飞行道具命中添加铳枪SP(-118.1)			销毁			Fire_FullBurstSpreadLV2						
Fire_FullBurstSpreadLV3	铳枪用	512	0	2	0	0	0	0								1	parabola	Fire_Ability_Pc.HIT.U_SpreadAll_HIT				90							0	0	0	0	0	0	0	1								2.4	0	0	0	0	1.2	0	0	1	0	0	0	0.3			10			伤害	伤害	伤害,飞行道具命中添加铳枪SP(-118.1)	伤害,飞行道具命中添加铳枪SP(-118.1)	伤害	伤害			伤害,飞行道具命中添加铳枪SP(-118.1)			销毁			Fire_FullBurstSpreadLV3						
Fire_FullBurstSpreadLV4	铳枪用	513	0	2	0	0	0	0								1	parabola	Fire_Ability_Pc.HIT.U_SpreadAll_HIT				90							0	0	0	0	0	0	0	1								2.4	0	0	0	0	1.2	0	0	1	0	0	0	0.3			10			伤害	伤害	伤害,飞行道具命中添加铳枪SP(-118.1)	伤害,飞行道具命中添加铳枪SP(-118.1)	伤害	伤害			伤害,飞行道具命中添加铳枪SP(-118.1)			销毁			Fire_FullBurstSpreadLV4						
NoisyExplosiveGrenade	人物用	514	0	15	0.2	0	0	-5									parabola									Objects/items/flashbomb.cgf	0	0	0	0	0	0	0	0	0	0.6		Energy_Ability_PC.CST.SoundGrenade			Item_Grenade			0.3							0	1	0	0	0	0.5			1	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸		销毁,爆炸	销毁,爆炸	销毁,爆炸		销毁,爆炸					24				
EosPoisonBall	怪物用	515	0	0	0	0	0	0								1	parabola	Water_Ability_Mst.PRJ.PoisonBallM_MST									0	0	0	0	0	0	0	0	0	0.1	0	Water_Ability_Mst.HIT.PoisonBallHitM_MST						0.65							0	1	0	0	0	20			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			Template_Attack_Poison_03						
M009_WaterBall	怪物用	516	0	18	0	0	0	-65								1	parabola	Water_Ability_Mst.PRJ.WaterBallS_MST									0	0	0	0	0	0	0	0	0	0.2		Water_Ability_Mst.HIT.WaterBallHit_em010						0.65							0	1	0	0	0	20			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			M009_IceBall						
M018_PoisonBall	怪物用	517	0	0	0	0	0	0								1	parabola	Water_Ability_Mst.PRJ.PoisonBallM_MST									0	0	0	0	0	0	0	0	0	0.1	0	Water_Ability_Mst.HIT.PoisonBallHitM_MST						0.65							0	1	0	0	0	20			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			Template_Attack_Poison_03						
NBXBoneAttack	怪物用	518	0	0	0	0	0	0								1	parabola	Earth_Ability_Mst.PRJ.Spur_fly_em048							1		0	0	0	0	0	0.1	0	0	0	0.5								1							0	1	0	0	0	20			10			伤害	伤害	伤害	伤害		销毁		销毁	伤害	销毁,生成物件	销毁	销毁			ThornAttack_20	82					
DragonheatFireNormalLV1	铳枪用	519	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireNormalLV1						
DragonheatFireNormalLV2	铳枪用	520	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireNormalLV2						
DragonheatFireNormalLV3	铳枪用	521	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireNormalLV3						
DragonheatFireNormalLV4	铳枪用	522	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireNormalLV4						
DragonheatFireLongLV1	铳枪用	523	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireLongLV1						
DragonheatFireLongLV2	铳枪用	524	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireLongLV2						
DragonheatFireLongLV3	铳枪用	525	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireLongLV3						
DragonheatFireLongLV4	铳枪用	526	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireLongLV4						
DragonheatFireSpreadLV1	铳枪用	527	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireSpreadLV1						
DragonheatFireSpreadLV2	铳枪用	528	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireSpreadLV2						
DragonheatFireSpreadLV3	铳枪用	529	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireSpreadLV3						
DragonheatFireSpreadLV4	铳枪用	530	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.8	0	0	4	4	0.05	1	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonheatFireSpreadLV4						
DragonBlast_1stNormalLV1	铳枪用	531	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stNormalLV1						
DragonBlast_1stNormalLV2	铳枪用	532	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stNormalLV2						
DragonBlast_1stNormalLV3	铳枪用	533	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stNormalLV3						
DragonBlast_1stNormalLV4	铳枪用	534	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stNormalLV4						
DragonBlast_2ndNormalLV1	铳枪用	535	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndNormalLV1						
DragonBlast_2ndNormalLV2	铳枪用	536	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndNormalLV2						
DragonBlast_2ndNormalLV3	铳枪用	537	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndNormalLV3						
DragonBlast_2ndNormalLV4	铳枪用	538	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndNormalLV4						
DragonBlast_1stLongLV1	铳枪用	539	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stLongLV1						
DragonBlast_1stLongLV2	铳枪用	540	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stLongLV2						
DragonBlast_1stLongLV3	铳枪用	541	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stLongLV3						
DragonBlast_1stLongLV4	铳枪用	542	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stLongLV4						
DragonBlast_2ndLongLV1	铳枪用	543	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndLongLV1						
DragonBlast_2ndLongLV2	铳枪用	544	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndLongLV2						
DragonBlast_2ndLongLV3	铳枪用	545	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndLongLV3						
DragonBlast_2ndLongLV4	铳枪用	546	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndLongLV4						
DragonBlast_1stSpreadLV1	铳枪用	547	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stSpreadLV1						
DragonBlast_1stSpreadLV2	铳枪用	548	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stSpreadLV2						
DragonBlast_1stSpreadLV3	铳枪用	549	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stSpreadLV3						
DragonBlast_1stSpreadLV4	铳枪用	550	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								2.5	0	-0.9	0	0	1.2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_1stSpreadLV4						
DragonBlast_2ndSpreadLV1	铳枪用	551	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndSpreadLV1						
DragonBlast_2ndSpreadLV2	铳枪用	552	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndSpreadLV2						
DragonBlast_2ndSpreadLV3	铳枪用	553	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndSpreadLV3						
DragonBlast_2ndSpreadLV4	铳枪用	554	0	2	0	0	0	0								1	parabola				0.5	90							0	0	0	0	0	0	0	1								3	0	-0.9	0	0	2	0	0	1	0	0	0	0.5			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			DragonBlast_2ndSpreadLV4						
Rage01_FuelAirBombEnhanced	铳枪用	555	0	20	5	0	0	0								1	parabola	Fire_Ability_Pc.PRJ.U_Rage01PRJ											0	0	0	0	0	0	0	1						Sounds/weapons_new:weapons_new/weapon_aoyi:chongqiang_aoyi1_feixing		0.5	0	0	0	0	0.5	0	0	1	0	0	0	0.25			10	销毁,生成物件		销毁,生成物件	销毁,生成物件	销毁,生成物件	销毁,生成物件		销毁,生成物件			销毁,生成物件			销毁,生成物件				75					
Rage01_FuelAirBomb_BlastEnhanced	铳枪用	556	0	0.01	0	0	0	0								1	parabola	Fire_Ability_Pc.HIT.U_Rage01Innate_HIT											0	0	0	0	0	0	0	1						Sounds/weapons_new:weapons_new/weapon_aoyi:chongqiang_aoyi1_baozha		6.5	0	0	0	0	0	0	1.5	2	2	0.5	1	2.4			10	伤害		伤害	伤害	伤害	伤害	伤害	伤害			伤害			销毁			Rage01_FuelAirBomb						
PoisonBallMob	怪物用	557	0	0	0	0	0	0								1	parabola	Water_Ability_Mst.PRJ.PoisonBallM_MST									0	0	0	0	0	0	0	0	0	0.6		Water_Ability_Mst.HIT.PoisonBallHitM_MST						0.65							0	1	0	0	0	20			1	销毁	销毁	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	伤害	销毁		销毁	销毁,伤害	销毁		销毁			PoisonMob						
DragonWind	怪物用	558	0	47	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_01a_em031									0	0	0	0	0	0	0	0	0	1		Ice_Ability_Mst.FDB.windball_03aHIT_em031						0.8							0	1	0	0	0	10			1			伤害	伤害	伤害	伤害	伤害	销毁,伤害	销毁	销毁	伤害			销毁			Em031_AttackIce_60						
DragonWindAir	怪物用	559	0	0	0	0	0	0								0	parabola	Ice_Ability_Mst.FDB.windball_01b_em031									0	0	0	0	0	0	0	0	0	1								0.8							0	1	0	0	0	30			1			伤害	伤害	伤害	伤害	伤害	伤害		销毁	伤害	销毁,生成物件		销毁			Em031_AttackIce_75	76					
DragonMoveWind	怪物用	560	0	-21	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_03HIT_em031									0	0	0	0	0	0	0	0	0	1.5								3							0	8	0	0.5	0	6			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害	销毁,伤害	销毁	销毁	伤害			销毁			Em031_AttackIce_75						
DragonTripeWindS	怪物用	561	0	-2	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_03HIT_em031									0	0	0	0	0	0	0	0	0	1								2							0	8	0	0.5	0	1			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害				伤害			销毁			Em031_AttackIce_60						
DragonTripeWindM	怪物用	562	0	-2	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windballHI_HIT02_em031									0	0	0	0	0	0	0	0	0	1.5								8							0	8	0	0.5	0	1			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害				伤害			销毁			Em031_AttackIce_75						
DragonTripeWindL	怪物用	563	0	-2	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windballHI_HIT03_em031									0	0	0	0	0	90	0	0	0	2.2								14.5							0	8	0	0.5	0	10			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害				伤害			销毁			Em031_AttackIce_90						
DragonTrapeWindShootS	怪物用	564	0	47	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_01a_em031									0	0	0	0	0	0	0	0	0	1		Ice_Ability_Mst.FDB.windball_03aHIT_em031						0.8							0	1	0	0	0	30			1			伤害	伤害	伤害	伤害	伤害	伤害		销毁	伤害	销毁,生成物件		销毁			Em031_AttackIce_60	77					
DragonTrapeWindShootM	怪物用	565	0	47	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_01a_em031									0	0	0	0	0	0	0	0	0	1		Ice_Ability_Mst.FDB.windball_03aHIT_em031						0.8							0	1	0	0	0	30			1			伤害	伤害	伤害	伤害	伤害	伤害		销毁	伤害	销毁,生成物件		销毁			Em031_AttackIce_60	78					
DragonTrapeWindShootL	怪物用	566	0	47	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_01a_em031									0	0	0	0	0	0	0	0	0	1		Ice_Ability_Mst.FDB.windball_03aHIT_em031						0.8							0	1	0	0	0	30			1			伤害	伤害	伤害	伤害	伤害	伤害		销毁	伤害	销毁,生成物件		销毁			Em031_AttackIce_60	79					
HugeMagamBall	怪物用	567	0	18	0	0	0	-65								1	parabola	Fire_Ability_Mst.PRJ.MagmaStone_em022u									0	0	0	0	0	0	0	0	0	1		Fire_Ability_Mst.HIT.Magmarexi_Hit_em022u						4							0	1	0	0	0	4			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害	销毁,伤害		销毁	伤害	销毁(0),命中特效	销毁(0),命中特效	销毁			TemplateAttackFire_35			Fire_Ability_Mst.HIT.Magmarexi_Hit_em022u			
DragonWindAirCurveL	怪物用	568	0	0	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_01b_em031									0	0	0	0	0	0	0	0	0	1								0.8							0	1	0	0	0	30			1			伤害	伤害	伤害	伤害	伤害	伤害		销毁	伤害	销毁,生成物件		销毁			Em031_AttackIce_75	80					
DragonMoveWindCurveL	怪物用	569	0	-8	0	6	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_03HIT_em031									0	0	0	0	0	0	0	0	0	1.5								3							0	8	0	0.5	0	6			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害	销毁	销毁	销毁	伤害			销毁			Em031_AttackIce_75						
DragonWindAirCurve	怪物用	570	0	0	0	0	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_01b_em031									0	0	0	0	0	0	0	0	0	1								0.8							0	1	0	0	0	30			1			伤害	伤害	伤害	伤害	伤害	伤害		销毁	伤害	销毁,生成物件		销毁			Em031_AttackIce_75	81					
DragonMoveWindCurve	怪物用	571	0	-8	0	-6	0	0								1	parabola	Ice_Ability_Mst.FDB.windball_03HIT_em031									0	0	0	0	0	0	0	0	0	1.5								3							0	8	0	0.5	0	6			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害	销毁	销毁	销毁	伤害			销毁			Em031_AttackIce_75						
Em022u01_TrampleQuake	怪物用	572	0	0	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1								3							0	1	0	0	0	0.2			1	伤害	伤害	伤害	伤害	伤害	伤害					伤害			销毁			Template_Special_Quake						
Em022u01_TrampleExplode	怪物用	573	0	0	0	0	0	0								1	parabola										0	0	0	0	0	0	0	0	0	1		Fire_Ability_Mst.HIT.FireBallHitM_MST						2							0	1	0	0	0	0.2			1	伤害	伤害	伤害	伤害	伤害	伤害					伤害			销毁,爆炸			Em022u_TrampleExplode		36				
MagmaAreaBall	怪物用	574	0	0	0	0	0	0								1	parabola	Fire_Ability_Mst.HOD.MagmaDrop_em022u									0	0	0	0	0	0	0	0	0	1								3							0.5	1	0	0	0	4			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害	销毁,伤害	伤害	销毁	伤害	销毁(0),生成物件,命中特效	销毁(0),生成物件,命中特效	销毁			TemplateAttackFire_35	83		Fire_Ability_Mst.HIT.Magmarexi_Hit_em022u			
Em018u01_FireBall01	怪物用	575	0	47	0	0	0	0								1	parabola	Earth_Ability_Mst.CST.Attack_cannon01_em018u01									0	0	0	0	0	0	0	0	0	1	0	Earth_Ability_Mst.CST.Attack_cannon02_em018u01						0.8							0	1	0	0	0	30			1	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	伤害	销毁,爆炸	伤害	销毁,爆炸	销毁,爆炸	销毁,爆炸,生成物件		销毁			TemplateAttackFire_45	94	5				
Em018u01_FireBall	怪物用	576	0	47	0	0	0	0								1	parabola	Earth_Ability_Mst.CST.Attack_cannon01_em018u01									0	0	0	0	0	0	0	0	0	2	0	Earth_Ability_Mst.CST.Attack_cannon02_em018u01						0.8							0	1	0	0	0	30			1	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	销毁,爆炸	伤害	销毁,爆炸	伤害	销毁,爆炸	销毁,爆炸	销毁,爆炸,生成物件		销毁			TemplateAttackFire_35	94	5				
Em021AreaFireExplode	怪物用	577	0	0	0	0	0	0								1	parabola	Fire_Ability_Mst.HIT.FireBallHitMNoSmoke_MST									0	0	0	0	0	0	0	0	0	3								0.8							0	1	0	0	0	0.5			1	伤害	伤害	伤害	伤害	伤害	伤害	伤害				伤害			销毁			Template_KnockAway_Fire_40						
Em049_Railgun	怪物用	578	0	0	0	0	0	0								1	parabola	Energy_Ability_Mst.PRJ.ElectricAttack_em049									0	0	0	0	0	0	0	0	0	3		Energy_Ability_Mst.CST.ElectricyBallPositiveExp_NBY						0.8							0	1	0	0	0	1			1	伤害	伤害	伤害	伤害	伤害,爆炸	伤害,爆炸	伤害	销毁,爆炸	伤害	销毁,爆炸	伤害,爆炸			销毁,爆炸			NBY_PositiveBall_Explode		25				
Em049_Railgun_II	怪物用	579	0	0	0	0	0	0								1	parabola	Energy_Ability_Mst.PRJ.ElectricAttack_em049									0	0	0	0	0	0	0	0	0	3		Energy_Ability_Mst.CST.ElectricyBallPositiveExp_NBY						1							0	1	0	0	0	1			1	伤害	伤害	伤害	伤害	伤害,爆炸	伤害,爆炸	伤害	销毁,爆炸	伤害	销毁,爆炸	伤害,爆炸	销毁,爆炸		销毁,爆炸			NBY_PositiveBall_Explode		26				
FireWork	怪物用	580	0	18	0	0	0	-65								1	parabola	Fire_Ability_Mst.PRJ.FireWorkTrail_PRJ									0	0	0	0	0	0	0	0	0	1		Fire_Ability_Pc.HIT.Banger_HIT						0.65							0	1	0	0	0	20			1			销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害	销毁,伤害		销毁,爆炸	销毁,伤害	销毁,爆炸	销毁	销毁,爆炸			Em008_NewYearFireWork		27				
