#TSV
#============Begin of sheet============
@Sheet=关卡评价奖励
奖励ID	评价	物品1	数量1	物品2	数量2	物品3	数量3	物品4	数量4
100981	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100982	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100983	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100984	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100985	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100986	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100987	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100988	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
100989	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101051	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101052	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101053	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101054	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101055	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101056	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101057	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101058	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101059	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101060	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101061	600	0	0	0	101061	0	0	0	0	0	0	0	0	0		0	75	5						
101062	600	0	0	0	101062	0	0	0	0	0	0	0	0	0		0	75	5						
101063	600	0	0	0	101063	0	0	0	0	0	0	0	0	0		0	75	5						
101064	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101065	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101066	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101067	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101068	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101069	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101070	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101071	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101072	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101073	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101074	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101075	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101076	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101077	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101078	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101079	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101080	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101081	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101082	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101083	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101084	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101085	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101086	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101087	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101088	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101089	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101159	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101160	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101163	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101164	600	0	0	0	101164	0	0	0	0	0	0	0	0	0		0	75	5						
101165	600	0	0	0	101165	0	0	0	0	0	0	0	0	0		0	75	5						
101166	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101167	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101168	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101169	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101170	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101171	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101172	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101173	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101174	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101175	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101176	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101177	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101178	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101179	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101180	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101181	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101182	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101183	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101184	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101185	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101186	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101187	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101188	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
101189	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140054	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140055	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140056	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140057	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140058	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140059	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140060	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140061	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140062	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140063	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140064	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140065	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140066	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140067	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140068	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140069	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140070	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140071	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140072	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140073	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140074	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140075	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140076	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140077	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140078	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140079	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140080	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140081	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140082	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140083	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140084	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140085	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140086	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140087	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140088	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140089	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	75	5						
140901	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140902	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140903	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140904	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140905	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140906	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140907	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140908	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140909	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140910	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140911	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140912	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140913	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140914	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140915	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140916	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140917	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140918	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140919	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140920	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
170001	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
190101	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
190201	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
192222	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
192223	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
100198	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
100398	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
140201	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	5						
220101	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220102	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220103	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220104	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220105	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220106	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220107	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220108	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220109	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
220110	1200	0	150	0	0	0	0	0	4	4	1	1	1	3		0	80	5	1					
160201	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	5						
203002	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	19					
204003	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	19					
204002	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	19					
201002	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	19					
201001	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	19					
203004	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	24					
203003	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	24					
204001	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	24					
202001	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	24					
202002	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	24					
203001	1200	0	150	0	0	130101	0	2	2	2	1	1	5	5		101	80	5	24					
205001	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	29					
205005	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	29					
207003	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	29					
202003	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	29					
281001	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	29					
281002	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	29					
206001	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	34					
206002	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	34					
207007	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	34					
281003	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	34					
281004	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	34					
281005	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	34					
281006	1200	0	150	0	0	130102	0	2	2	2	1	1	5	5		102	80	5	34					
207002	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	39					
207001	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	39					
208001	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	39					
281007	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	39					
281008	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	39					
281009	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	39					
281010	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	39					
206006	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
208006	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
208007	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
281011	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
281012	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
281013	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
281014	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
281015	1200	0	150	0	0	130103	0	2	2	2	1	1	5	5		103	80	5	44					
207006	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
210002	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
210003	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
281016	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
281017	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
281018	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
281019	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
281040	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	49					
211001	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
210001	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
211002	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
281041	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
281042	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
281043	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
281044	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
281045	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
281046	1200	0	150	0	0	130107	0	2	2	2	1	1	5	5		107	80	5	54					
281063	1200	0	150	0	0	130109	1	1	2	2	1	1	5	5		109	80	5	54					
281064	1200	0	150	0	0	130110	1	1	2	2	1	1	5	5		109	80	5	54					
281065	1200	0	150	0	0	130110	1	1	2	2	1	1	5	5		109	80	5	54					
281066	1200	0	150	0	0	130109	1	1	2	2	1	1	5	5		109	80	5	54					
281067	1200	0	150	0	0	130110	1	1	2	2	1	1	5	5		109	80	5	54					
281068	1200	0	150	0	0	130109	1	1	2	2	1	1	5	5		109	80	5	54					
141000	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	100	5						
141001	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	100	5						
141002	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	100	5						
141003	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	100	5						
141004	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	100	5						
281020	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
281021	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,1,2,3,5,0		
281022	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,1,2,3,5,0		
281023	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
281024	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
281025	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
281026	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
281027	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
281028	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
281029	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,1,2,3,5,0		
281030	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,1,2,3,5,0		
281031	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	80	5				0,2,6,10,20,0		
100901	1200	960	3920	0	100901	0	0	0	0	0	0	0	0	0		0	80	5						
100191	120	0	50	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
100192	120	0	50	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
100193	120	0	50	0	0	0	0	0	0	0	0	0	0	0		0	80	5						
100195	120	0	50	0	0	100101	2	2	1	2	1	1	5	5		0	80	5						
100197	120	0	50	0	0	100111	2	2	1	2	1	1	5	5		0	80	5						
100292	120	0	50	0	0	100201	2	2	1	2	1	1	5	5		0	80	5						
100158	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100162	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100194	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100291	120	0	50	0	0	100201	2	2	1	2	1	1	5	5		0	80	5						
100293	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100294	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100298	120	0	50	0	0	100221	2	2	1	2	1	1	5	5		0	80	5						
100391	120	0	50	0	0	100301	2	2	1	2	1	1	5	5		0	80	5						
100392	120	0	50	0	0	100321	2	2	1	2	1	1	5	5		0	80	5						
100393	120	0	50	0	0	100331	2	2	1	2	1	1	5	5		0	80	5						
100394	120	0	50	0	0	100331	2	2	1	2	1	1	5	5		0	80	5						
100395	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100396	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100397	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100465	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100496	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100497	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100498	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100591	120	0	50	0	0	100501	2	2	1	2	1	1	5	5		0	80	5						
100592	120	0	50	0	0	100501	2	2	1	2	1	1	5	5		0	80	5						
100593	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100691	120	0	50	0	0	100621	2	2	1	2	1	1	5	5		0	80	5						
100692	120	0	50	0	0	100601	2	2	1	2	1	1	5	5		0	80	5						
100693	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
100791	120	0	50	0	0	100701	2	2	1	2	1	1	5	5		0	80	5						
100792	120	0	50	0	0	100741	2	2	1	2	1	1	5	5		0	80	5						
100793	120	0	50	0	0	100721	2	2	1	2	1	1	5	5		0	80	5						
100891	120	0	50	0	0	100801	2	2	1	2	1	1	5	5		0	80	5						
100892	120	0	50	0	0	100801	2	2	1	2	1	1	5	5		0	80	5						
100893	120	0	50	0	0	100811	2	2	1	2	1	1	5	5		0	80	5						
101091	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
101092	120	0	50	0	0	101011	2	2	1	2	1	1	5	5		0	80	5						
101191	120	0	50	0	0	100631	2	2	1	2	1	1	5	5		0	80	5						
101198	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
201007	120	0	50	0	0	100101	2	2	1	2	1	1	5	5		0	80	5						
201010	120	0	50	0	0	100111	2	2	1	2	1	1	5	5		0	80	5						
201011	120	0	50	0	0	100101	2	2	1	2	1	1	5	5		0	80	5						
201012	120	0	50	0	0	100111	2	2	1	2	1	1	5	5		0	80	5						
201013	120	0	50	0	0	100101	2	2	1	2	1	1	5	5		0	80	5						
201014	120	0	50	0	0	100101	2	2	1	2	1	1	5	5		0	80	5						
201015	120	0	50	0	0	100101	2	2	1	2	1	1	5	5		0	80	5						
201016	120	0	50	0	0	100101	2	2	1	2	1	1	5	5		0	80	5						
202006	120	0	50	0	0	100211	2	2	1	2	1	1	5	5		0	80	5						
202007	120	0	50	0	0	100211	2	2	1	2	1	1	5	5		0	80	5						
202008	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
202009	120	0	50	0	0	100511	2	2	1	2	1	1	5	5		0	80	5						
202010	120	0	50	0	0	100221	2	2	1	2	1	1	5	5		0	80	5						
202011	120	0	50	0	0	100211	2	2	1	2	1	1	5	5		0	80	5						
202012	120	0	50	0	0	100201	2	2	1	2	1	1	5	5		0	80	5						
202013	120	0	50	0	0	100201	2	2	1	2	1	1	5	5		0	80	5						
202014	120	0	50	0	0	100201	2	2	1	2	1	1	5	5		0	80	5						
202015	120	0	50	0	0	100221	2	2	1	2	1	1	5	5		0	80	5						
203006	120	0	50	0	0	100301	2	2	1	2	1	1	5	5		0	80	5						
203007	120	0	50	0	0	100301	2	2	1	2	1	1	5	5		0	80	5						
203008	120	0	50	0	0	100301	2	2	1	2	1	1	5	5		0	80	5						
203009	120	0	50	0	0	100311	2	2	1	2	1	1	5	5		0	80	5						
203010	120	0	50	0	0	100311	2	2	1	2	1	1	5	5		0	80	5						
203011	120	0	50	0	0	100321	2	2	1	2	1	1	5	5		0	80	5						
203012	120	0	50	0	0	100321	2	2	1	2	1	1	5	5		0	80	5						
203013	120	0	50	0	0	100301	2	2	1	2	1	1	5	5		0	80	5						
203014	120	0	50	0	0	100301	2	2	1	2	1	1	5	5		0	80	5						
203015	120	0	50	0	0	100321	2	2	1	2	1	1	5	5		0	80	5						
203016	120	0	50	0	0	100331	2	2	1	2	1	1	5	5		0	80	5						
204008	120	0	50	0	0	100411	2	2	1	2	1	1	5	5		0	80	5						
204009	120	0	50	0	0	100401	2	2	1	2	1	1	5	5		0	80	5						
204010	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
204011	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
204012	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
204013	120	0	50	0	0	100421	2	2	1	2	1	1	5	5		0	80	5						
204014	120	0	50	0	0	100421	2	2	1	2	1	1	5	5		0	80	5						
204015	120	0	50	0	0	100401	2	2	1	2	1	1	5	5		0	80	5						
204016	120	0	50	0	0	100501	2	2	1	2	1	1	5	5		0	80	5						
204017	120	0	50	0	0	100401	2	2	1	2	1	1	5	5		0	80	5						
204018	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
205007	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
205008	120	0	50	0	0	100501	2	2	1	2	1	1	5	5		0	80	5						
205009	120	0	50	0	0	100511	2	2	1	2	1	1	5	5		0	80	5						
205010	120	0	50	0	0	100511	2	2	1	2	1	1	5	5		0	80	5						
205011	120	0	50	0	0	100501	2	2	1	2	1	1	5	5		0	80	5						
205012	120	0	50	0	0	100501	2	2	1	2	1	1	5	5		0	80	5						
205013	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
206007	120	0	50	0	0	100621	2	2	1	2	1	1	5	5		0	80	5						
206008	120	0	50	0	0	100611	2	2	1	2	1	1	5	5		0	80	5						
206009	120	0	50	0	0	100611	2	2	1	2	1	1	5	5		0	80	5						
206010	120	0	50	0	0	100621	2	2	1	2	1	1	5	5		0	80	5						
206011	120	0	50	0	0	100611	2	2	1	2	1	1	5	5		0	80	5						
206012	120	0	50	0	0	100621	2	2	1	2	1	1	5	5		0	80	5						
206013	120	0	50	0	0	100601	2	2	1	2	1	1	5	5		0	80	5						
206014	120	0	50	0	0	100601	2	2	1	2	1	1	5	5		0	80	5						
206015	120	0	50	0	0	100601	2	2	1	2	1	1	5	5		0	80	5						
206016	120	0	50	0	0	100601	2	2	1	2	1	1	5	5		0	80	5						
207008	120	0	50	0	0	100741	2	2	1	2	1	1	5	5		0	80	5						
207009	120	0	50	0	0	100721	2	2	1	2	1	1	5	5		0	80	5						
207010	120	0	50	0	0	100741	2	2	1	2	1	1	5	5		0	80	5						
207011	120	0	50	0	0	100711	2	2	1	2	1	1	5	5		0	80	5						
207012	120	0	50	0	0	100741	2	2	1	2	1	1	5	5		0	80	5						
207013	120	0	50	0	0	100701	2	2	1	2	1	1	5	5		0	80	5						
207014	120	0	50	0	0	100711	2	2	1	2	1	1	5	5		0	80	5						
207015	120	0	50	0	0	100701	2	2	1	2	1	1	5	5		0	80	5						
207016	120	0	50	0	0	100711	2	2	1	2	1	1	5	5		0	80	5						
207017	120	0	50	0	0	100741	2	2	1	2	1	1	5	5		0	80	5						
207018	120	0	50	0	0	100701	2	2	1	2	1	1	5	5		0	80	5						
207019	120	0	50	0	0	100731	2	2	1	2	1	1	5	5		0	80	5						
207020	120	0	50	0	0	100731	2	2	1	2	1	1	5	5		0	80	5						
207021	120	0	50	0	0	100731	2	2	1	2	1	1	5	5		0	80	5						
207022	120	0	50	0	0	100741	2	2	1	2	1	1	5	5		0	80	5						
207023	120	0	50	0	0	100701	2	2	1	2	1	1	5	5		0	80	5						
208008	120	0	50	0	0	100801	2	2	1	2	1	1	5	5		0	80	5						
208009	120	0	50	0	0	100801	2	2	1	2	1	1	5	5		0	80	5						
208010	120	0	50	0	0	100821	2	2	1	2	1	1	5	5		0	80	5						
208011	120	0	50	0	0	100821	2	2	1	2	1	1	5	5		0	80	5						
208012	120	0	50	0	0	100821	2	2	1	2	1	1	5	5		0	80	5						
208013	120	0	50	0	0	100811	2	2	1	2	1	1	5	5		0	80	5						
208014	120	0	50	0	0	100821	2	2	1	2	1	1	5	5		0	80	5						
