#TSV
#============Begin of sheet============
@Sheet=人物buff80-83
基因ID	name	type	增益标志	基因类型1	基因类型2	group	是否被动Buff	持续时间	有效状态	状态参数1	状态参数2	生效状态	有效地区	叠加类别	叠加类型	叠加上限	部位叠加	互斥标志	互斥优先级	下线保留	死亡清除	离开副本清除	触发条件	触发参数	触发几率	触发次数	触发特效	触发CD	CD组	效果类型	效果参数1	效果参数2	效果参数3	效果参数4	打断是否生效	结束时效果类型	结束时效果参数1	结束时效果参数2	结束时效果参数3	结束时效果参数4	Icon	Icon显示信息	基因tips	开启特效	开启提示	关闭特效	关闭提示	中断特效	中断提示	音效	异常受击状态Flag
11185	30%HP		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	-80																		
11186	20%HP		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	-90																		
11187	小蓝速龙1岁		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	-30																		
11187	小蓝速龙1岁		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	10																		
11187	互伤去除		0					1800000						时间更新,次数不变		1					1	1								伤害计算因子修饰	威力值	值修改	-10000	PVE																	
11188	小蓝速龙2岁		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	-20																		
11188	小蓝速龙2岁		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	30																		
11188	互伤去除		0					1800000						时间更新,次数不变		1					1	1								伤害计算因子修饰	威力值	值修改	-10000	PVE																	
11189	小蓝速龙3岁		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	-10																		
11189	小蓝速龙3岁		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	50																		
11189	互伤去除		0					1800000						时间更新,次数不变		1					1	1								伤害计算因子修饰	威力值	值修改	-10000	PVE																	
11190	鬼狩蛛变软							10000						时间更新,次数不变		1					1	1								改变部位肉质	百分比修改	300												10032							
11191	河狸兽生气							10000						时间更新,次数不变		1					1	1																						10007	6436						
11192	沙狸兽生气							10000						时间更新,次数不变		1					1	1																						10007	6436						
11193	小型怪物着火							10000						时间更新,次数不变		1					1	1	EOT触发					1000		固定怪物扣血	10													10036							
11193	小型怪物着火							10000						时间更新,次数不变		1					1	1								改变部位肉质	百分比修改	300																			
11194	冰结手雷减速							6000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	-50																		
11195	冰结爆桶减速							3000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	-30																		
11201																						1								怪物属性修饰	PhyAtk	百分比修改	0																		
11201																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11202																						1								怪物属性修饰	PhyAtk	百分比修改	0																		
11202																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11203																						1								怪物属性修饰	PhyAtk	百分比修改	0																		
11203																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11204																						1								怪物属性修饰	PhyAtk	百分比修改	0																		
11204																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11205																						1								怪物属性修饰	PhyAtk	百分比修改	0																		
11205																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11206																						1								怪物属性修饰	PhyAtk	百分比修改	10																		
11206																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11207																						1								怪物属性修饰	PhyAtk	百分比修改	10																		
11207																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11208																						1								怪物属性修饰	PhyAtk	百分比修改	10																		
11208																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11209																						1								怪物属性修饰	PhyAtk	百分比修改	10																		
11209																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11210																						1								怪物属性修饰	PhyAtk	百分比修改	10																		
11210																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11211																						1								怪物属性修饰	PhyAtk	百分比修改	20																		
11211																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11212																						1								怪物属性修饰	PhyAtk	百分比修改	20																		
11212																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11213																						1								怪物属性修饰	PhyAtk	百分比修改	20																		
11213																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11214																						1								怪物属性修饰	PhyAtk	百分比修改	20																		
11214																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11215																						1								怪物属性修饰	PhyAtk	百分比修改	20																		
11215																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11216																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11216																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11217																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11217																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11218																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11218																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11219																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11219																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11220																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11220																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11221																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11221																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11222																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11222																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11223																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11223																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11224																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11224																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11225																						1								怪物属性修饰	PhyAtk	百分比修改	25																		
11225																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11226																						1								怪物属性修饰	PhyAtk	百分比修改	30																		
11226																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11227																						1								怪物属性修饰	PhyAtk	百分比修改	30																		
11227																						1								怪物属性修饰	MaxHealth	百分比修改	20																		
11228																						1								怪物属性修饰	PhyAtk	百分比修改	30																		
11228																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11229																						1								怪物属性修饰	PhyAtk	百分比修改	30																		
11229																						1								怪物属性修饰	MaxHealth	百分比修改	20																		
11230																						1								怪物属性修饰	PhyAtk	百分比修改	30																		
11230																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11231																						1								怪物属性修饰	PhyAtk	百分比修改	40																		
11231																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11232																						1								怪物属性修饰	PhyAtk	百分比修改	40																		
11232																						1								怪物属性修饰	MaxHealth	百分比修改	20																		
11233																						1								怪物属性修饰	PhyAtk	百分比修改	40																		
11233																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11234																						1								怪物属性修饰	PhyAtk	百分比修改	40																		
11234																						1								怪物属性修饰	MaxHealth	百分比修改	-45																		
11235																						1								怪物属性修饰	PhyAtk	百分比修改	40																		
11235																						1								怪物属性修饰	MaxHealth	百分比修改	10																		
11236																						1								怪物属性修饰	PhyAtk	百分比修改	50																		
11236																						1								怪物属性修饰	MaxHealth	百分比修改	20																		
11237																						1								怪物属性修饰	PhyAtk	百分比修改	50																		
11237																						1								怪物属性修饰	MaxHealth	百分比修改	20																		
11238																						1								怪物属性修饰	PhyAtk	百分比修改	50																		
11238																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11239																						1								怪物属性修饰	PhyAtk	百分比修改	50																		
11239																						1								怪物属性修饰	MaxHealth	百分比修改	-30																		
11240																						1								怪物属性修饰	PhyAtk	百分比修改	20																		
11240																						1								怪物属性修饰	MaxHealth	百分比修改	-30																		
11241																						1								怪物属性修饰	PhyAtk	百分比修改	60																		
11241																						1								怪物属性修饰	MaxHealth	百分比修改	25																		
11242																						1								怪物属性修饰	PhyAtk	百分比修改	60																		
11242																						1								怪物属性修饰	MaxHealth	百分比修改	50																		
11243																						1								怪物属性修饰	PhyAtk	百分比修改	60																		
11243																						1								怪物属性修饰	MaxHealth	百分比修改	25																		
11244																						1								怪物属性修饰	PhyAtk	百分比修改	60																		
11244																						1								怪物属性修饰	MaxHealth	百分比修改	50																		
11245																						1								怪物属性修饰	PhyAtk	百分比修改	60																		
11245																						1								怪物属性修饰	MaxHealth	百分比修改	25																		
11246	咕噜咕噜伤害大增		0					1800000						时间更新,次数不变		1					1	1								伤害计算因子修饰	威力值	值修改	10000	PVE																	
11247	互伤去除		0					1800000						时间更新,次数不变		1					1	1								伤害计算因子修饰	威力值	值修改	-10000	PVE																	
11248	泡泡提速		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	200																		
11248	互伤去除		0					1800000						时间更新,次数不变		1					1	1								伤害计算因子修饰	威力值	值修改	-10000	PVE																	
11249	泡泡提速		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	400																		
11249	互伤去除		0					1800000						时间更新,次数不变		1					1	1								伤害计算因子修饰	威力值	值修改	-10000	PVE																	
11250	肥硕的金毛兽		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	-20																		
11250	肥硕的金毛兽		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	50																		
11250	肥硕的金毛兽		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	-50																		
11251	超强眠鸟		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	200																		
11251	超强眠鸟		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	100																		
11252	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11253	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11254	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11255	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11256	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11257	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11258	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11259	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11260	改变全身倒地阈值																													改变倒地阈值	百分比修改	0																			
11262	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11263	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11264	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11266	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11267	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11268	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11269	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11270	改变全身破坏阈值																													改变破坏阈值	百分比修改	0																			
11281																						1								怪物属性修饰	PhyAtk	百分比修改	70																		
11281																						1								怪物属性修饰	MaxHealth	百分比修改	30																		
11282																						1								怪物属性修饰	PhyAtk	百分比修改	70																		
11282																						1								怪物属性修饰	MaxHealth	百分比修改	55																		
11283																						1								怪物属性修饰	PhyAtk	百分比修改	70																		
11283																						1								怪物属性修饰	MaxHealth	百分比修改	30																		
11284																						1								怪物属性修饰	PhyAtk	百分比修改	70																		
11284																						1								怪物属性修饰	MaxHealth	百分比修改	55																		
11285																						1								怪物属性修饰	PhyAtk	百分比修改	70																		
11285																						1								怪物属性修饰	MaxHealth	百分比修改	30																		
11286																						1								怪物属性修饰	PhyAtk	百分比修改	75																		
11286																						1								怪物属性修饰	MaxHealth	百分比修改	30																		
11287																						1								怪物属性修饰	PhyAtk	百分比修改	75																		
11287																						1								怪物属性修饰	MaxHealth	百分比修改	55																		
11288																						1								怪物属性修饰	PhyAtk	百分比修改	75																		
11288																						1								怪物属性修饰	MaxHealth	百分比修改	30																		
11289																						1								怪物属性修饰	PhyAtk	百分比修改	75																		
11289																						1								怪物属性修饰	MaxHealth	百分比修改	55																		
11290																						1								怪物属性修饰	PhyAtk	百分比修改	75																		
11290																						1								怪物属性修饰	MaxHealth	百分比修改	30																		
11291																						1								怪物属性修饰	PhyAtk	百分比修改	80																		
11291																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11292																						1								怪物属性修饰	PhyAtk	百分比修改	80																		
11292																						1								怪物属性修饰	MaxHealth	百分比修改	55																		
11293																						1								怪物属性修饰	PhyAtk	百分比修改	80																		
11293																						1								怪物属性修饰	MaxHealth	百分比修改	35																		
11294																						1								怪物属性修饰	PhyAtk	百分比修改	80																		
11294																						1								怪物属性修饰	MaxHealth	百分比修改	55																		
11295																						1								怪物属性修饰	PhyAtk	百分比修改	80																		
11295																						1								怪物属性修饰	MaxHealth	百分比修改	35																		
11296																						1								怪物属性修饰	PhyAtk	百分比修改	100																		
11296																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11297																						1								怪物属性修饰	PhyAtk	百分比修改	100																		
11297																						1								怪物属性修饰	MaxHealth	百分比修改	-10																		
11298																						1								怪物属性修饰	PhyAtk	百分比修改	100																		
11298																						1								怪物属性修饰	MaxHealth	百分比修改	-20																		
11299																						1								怪物属性修饰	PhyAtk	百分比修改	100																		
11299																						1								怪物属性修饰	MaxHealth	百分比修改	-10																		
11300																						1								怪物属性修饰	PhyAtk	百分比修改	100																		
11300																						1								怪物属性修饰	MaxHealth	百分比修改	0																		
11301	探索模式怪物LEVEL2		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	50																		
11301	探索模式怪物LEVEL2		1					1800000						时间更新,次数叠加		1					1	1								怪物属性修饰	PhyAtk	百分比修改	29								buff04										
11301	探索模式怪物LEVEL2		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	破坏值	百分比修改	-33																		
11301	探索模式怪物LEVEL2		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	失衡值	百分比修改	-33																		
11302	探索模式怪物LEVEL3		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	57								buff04										
11302	探索模式怪物LEVEL3		1					1800000						时间更新,次数叠加		1					1	1								怪物属性修饰	MaxHealth	百分比修改	100																		
11302	探索模式怪物LEVEL3		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	破坏值	百分比修改	-50																		
11302	探索模式怪物LEVEL3		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	失衡值	百分比修改	-50																		
11303	探索模式怪物LEVEL4		1					1800000						时间更新,次数叠加		1					1	1								怪物属性修饰	PhyAtk	百分比修改	86								buff04										
11303	探索模式怪物LEVEL4		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	150																		
11303	探索模式怪物LEVEL4		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	破坏值	百分比修改	-60																		
11303	探索模式怪物LEVEL4		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	失衡值	百分比修改	-60																		
11304	探索模式怪物LEVEL5		1					1800000						时间更新,次数叠加		1					1	1								怪物属性修饰	PhyAtk	百分比修改	129								buff04										
11304	探索模式怪物LEVEL5		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	200																		
11304	探索模式怪物LEVEL5		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	破坏值	百分比修改	-67																		
11304	探索模式怪物LEVEL5		1					1800000						时间更新,次数不变		1					1	1								被伤害结果部位修饰	失衡值	百分比修改	-67																		
11305	探索模式怪物LEVEL2		1					60000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	50																		
11306	探索模式怪物LEVEL3		1					60000						时间更新,次数叠加		1					1	1								怪物属性修饰	PhyAtk	百分比修改	-30								buff04										
11307	探索模式怪物LEVEL3		1					60000						时间更新,次数不变		1					1	1								改变部位肉质	百分比修改	-50																			
11308	探索模式怪物LEVEL4		1					60000						时间更新,次数叠加		1					1	1								改变部位肉质	百分比修改	30									buff04										
11309	探索模式怪物LEVEL4		1					60000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	50																		
11310	探索模式怪物LEVEL5		1					60000						时间更新,次数叠加		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	-30								buff04										
11311	探索模式怪物LEVEL4		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	50																		
11312	探索模式怪物LEVEL4		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	30																		
85000001	狩神1层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000001	狩神1层生命修正																													改变倒地阈值	百分比修改	200																			
85000001	怪物互伤关闭																													免疫	全免疫		怪物																		
85000002	狩神2层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000002	狩神2层生命修正																													改变倒地阈值	百分比修改	200																			
85000002	怪物互伤关闭																													免疫	全免疫		怪物																		
85000003	狩神3层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000003	狩神3层生命修正																													改变倒地阈值	百分比修改	200																			
85000003	怪物互伤关闭																													免疫	全免疫		怪物																		
85000004	狩神4层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000004	狩神4层生命修正																													改变倒地阈值	百分比修改	200																			
85000004	怪物互伤关闭																													免疫	全免疫		怪物																		
85000005	狩神5层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000005	狩神5层生命修正																													改变倒地阈值	百分比修改	200																			
85000005	怪物互伤关闭																													免疫	全免疫		怪物																		
85000006	狩神6层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000006	狩神6层生命修正																													改变倒地阈值	百分比修改	200																			
85000006	怪物互伤关闭																													免疫	全免疫		怪物																		
85000007	狩神7层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000007	狩神7层生命修正																													改变倒地阈值	百分比修改	200																			
85000007	怪物互伤关闭																													免疫	全免疫		怪物																		
85000008	狩神8层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000008	狩神8层生命修正																													改变倒地阈值	百分比修改	200																			
85000008	怪物互伤关闭																													免疫	全免疫		怪物																		
85000009	狩神9层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000009	狩神9层生命修正																													改变倒地阈值	百分比修改	200																			
85000009	怪物互伤关闭																													免疫	全免疫		怪物																		
85000010	狩神10层生命修正																													怪物属性修饰	MaxHealth	百分比修改	-90																		
85000010	狩神10层生命修正																													改变倒地阈值	百分比修改	200																			
85000010	怪物互伤关闭																													免疫	全免疫		怪物																		
85000011	对决Boss生命修正																													怪物属性修饰	MaxHealth	百分比修改	-80																		
85000011	对决Boss生命修正																													改变倒地阈值	百分比修改	200																			
85000011	对决Boss生命修正																													改变倒地阈值	百分比修改	200																			
85000012	爆桶奇面族麻痹判定							500													1	1																													
85000013	Boss愤怒修正							500													1	1								怪物属性修饰	AngryDamagePeakValue	值修改	0.1																		
85000014	Boss愤怒修正							1800000													1	1								怪物属性修饰	AngryDamagePeakValue	值修改	0.001																		
85000015	连线特效							3000														1								连线特效																					
85000016	幼年期		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	-80																		
85000016	幼年期		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	PhyAtk	百分比修改	-50																		
85000017	老山蟹爆桶层数堆叠Buff							20000																						buff累积加buff	4	70002	WholeBody																		
85000018	老山蟹倒地Buff							100																						buff累积加buff	2	70002	WholeBody																		
85000019	老山蟹通用腿部变红Buff							100																																											
85000020	龙击枪		0					500						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000		固定怪物扣血	20000																				
85000021	间接PVP02关怪物攻击																					1								怪物属性修饰	PhyAtk	百分比修改	50																		
85000022																														染色球	高级																				
85000023	免疫																													免疫	全免疫		怪物																		
85000024	掉50血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	50																				
85000025	掉100血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	100																				
85000026	掉200血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	200																				
85000027	掉500血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	500																				
85000028	掉1000血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	1000																				
85000029	掉500血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	300																				
85000030	掉1000血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	400																				
85000031	掉500血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	600																				
85000032	掉1000血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	800																				
85000033	掉20血		0					100						时间更新,次数叠加		100					1	1	EOT触发	立即触发				1000		固定怪物扣血	20																				
85000034	红莲砦蟹背壳冰冻buff							100																																											
85000035	弩车用红莲砦蟹腿部变红通知Buff							100																																											
85000036	给怪物回血		1					1000						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000		固定怪物回血	2000																				
85000037	老山蟹亚种通用腿部冰冻Buff							100																																											
85000038	武斗1层修正																													怪物属性修饰	MaxHealth	百分比修改	-60																		
85000038	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	10																		
85000039	武斗2层修正																													怪物属性修饰	MaxHealth	百分比修改	-55																		
85000039	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	20																		
85000040	武斗3层修正																													怪物属性修饰	MaxHealth	百分比修改	-50																		
85000040	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	30																		
85000041	武斗4层修正																													怪物属性修饰	MaxHealth	百分比修改	-45																		
85000041	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	40																		
85000042	武斗5层修正																													怪物属性修饰	MaxHealth	百分比修改	-40																		
85000042	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	50																		
85000043	武斗6层修正																													怪物属性修饰	MaxHealth	百分比修改	-35																		
85000043	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	60																		
85000044	武斗7层修正																													怪物属性修饰	MaxHealth	百分比修改	-30																		
85000044	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	70																		
85000045	武斗8层修正																													怪物属性修饰	MaxHealth	百分比修改	-25																		
85000045	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	80																		
85000046	武斗9层修正																													怪物属性修饰	MaxHealth	百分比修改	-20																		
85000046	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	90																		
85000047	武斗10层修正																													怪物属性修饰	MaxHealth	百分比修改	-15																		
85000047	怪物互伤关闭																													怪物属性修饰	PhyAtk	百分比修改	100																		
85000048	泡泡提速100%		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	100																		
85000049	泡泡提速50%		0					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	50																		
85000050	燎渊龙测试炮弹层数堆叠Buff							100																																											
85000051	35%HP		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	-35																		
85000052	减速20%							3000						时间更新,次数不变		1					1	1						1000		怪物属性修饰	SkillSpeed	百分比修改	-20																		
85000053	减速30%							3000						时间更新,次数不变		1					1	1						1000		怪物属性修饰	SkillSpeed	百分比修改	-30																		
85000054	减速40%							3000						时间更新,次数不变		1					1	1						1000		怪物属性修饰	SkillSpeed	百分比修改	-40																		
85000055	中毒30%			毒				20000						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000		固定怪物万分比扣血	150													10005							
85000056	中毒40%			毒				20000						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000		固定怪物万分比扣血	200													10005							
85000056	免疫1级毒							20000						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000			免疫	免疫指定buff组	85000055											10005							
85000057	中毒50%			毒				10000						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000		固定怪物万分比扣血	250													10005							
85000057	免疫1级毒							10000						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000			免疫	免疫指定buff组	85000055											10005							
85000057	免疫2级毒							10000						时间更新,次数不变		1					1	1	EOT触发	立即触发				1000			免疫	免疫指定buff组	85000056											10005							
85000058	给浮岳龙回血		1					100						时间更新,次数不变		1					1	1	EOT触发	立即触发				99999999		固定怪物回血	15000																				
85000059	小怪生命修饰													时间更新,次数叠加		20					1	1								怪物属性修饰	MaxHealth	百分比修改	10																		
85000060	三连星加速100%		1					60000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	100																		
85000060	三连星加速100%		1					1000						保留旧的							0	1	EOT触发	立即触发				3000		移除BUFF	85000061																				
85000061	三连星减速50%		1					60000						时间更新,次数叠加		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	-50																		
85000061	三连星减速50%		1					1000						保留旧的							0	1	EOT触发	立即触发				3000		移除BUFF	85000060																				
85000062	夏亚加速30%		1					60000						时间更新,次数不变		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	30																		
85000062	夏亚加速30%		1					1000						保留旧的							0	1	EOT触发	立即触发				3000		移除BUFF	85000063																				
85000063	夏亚减速50%		1					60000						时间更新,次数叠加		1					1	1								怪物属性修饰	SkillSpeed	百分比修改	-50																		
85000063	夏亚减速50%		1					1000						保留旧的							0	1	EOT触发	立即触发				3000		移除BUFF	85000062																				
85000064	陶宝增加35%HP		1					1800000						时间更新,次数不变		1					1	1								怪物属性修饰	MaxHealth	百分比修改	35																		
85000065																						1								攻击不弹刀																					
85000065																						1								免疫	免疫指定buff	60004																			
85000065																						1								免疫	免疫指定buff	60012																			
85000066	老山龙专用免疫Buff													时间更新,次数不变		1					1	1								免疫	免疫指定buff	85000052																			
85000066	老山龙专用免疫Buff													时间更新,次数不变		1					1	1								免疫	免疫指定buff	85000053																			
85000066	老山龙专用免疫Buff													时间更新,次数不变		1					1	1								免疫	免疫指定buff	85000054																			
85000066	老山龙专用免疫Buff													时间更新,次数不变		1					1	1								免疫	免疫指定buff	85000055																			
85000066	老山龙专用免疫Buff													时间更新,次数不变		1					1	1								免疫	免疫指定buff	85000056																			
85000066	老山龙专用免疫Buff													时间更新,次数不变		1					1	1								免疫	免疫指定buff	85000057																			
85000067	老山龙专用瘫痪Buff							1000						时间更新,次数不变		1					1	1																													
85000068	老山龙专用瘫痪Buff							1000						时间更新,次数不变		1					1	1	EOT触发	立即触发				99999999		固定怪物扣血	50000																				
85000069	碎龙左手菌潭																																											10400							
85000070	碎龙右手菌潭																																											10399							
85000071	碎龙头部菌潭																																											10401							
85000072	碎龙头部菌潭																																											10395							
85000073	碎龙头部菌潭																																											10396							
85000074	碎龙头部菌潭																																											10397							
85000075	碎龙头部菌潭																																											10398							
#============End of sheet============

#============Begin of sheet============
@Sheet=道具buff84
基因ID	name	type	增益标志	基因类型1	基因类型2	group	是否被动Buff	持续时间	有效状态	状态参数1	状态参数2	生效状态	有效地区	叠加类别	叠加类型	叠加上限	部位叠加	互斥标志	互斥优先级	下线保留	死亡清除	离开副本清除	触发条件	触发参数	触发几率	触发次数	触发特效	触发CD	CD组	效果类型	效果参数1	效果参数2	效果参数3	效果参数4	打断是否生效	结束时效果类型	结束时效果参数1	结束时效果参数2	结束时效果参数3	结束时效果参数4	Icon	Icon显示信息	基因tips	开启特效	开启提示	关闭特效	关闭提示	中断特效	中断提示	音效	异常受击状态Flag
