#TSV
#============Begin of sheet============
@Sheet=ManuNPCInfo
RowID	NPCID	生产分支ID	生产熟练度等级下限	生产熟练度等级上限
1	30008	1	1	1
2	30020	2	1	1
3	30103	2	1	1
4	30117	3	1	1
5	30136	1	1	1
#============End of sheet============

#============Begin of sheet============
@Sheet=ManuStudyInfo

#============End of sheet============

#============Begin of sheet============
@Sheet=ManuUnlockInfo

#============End of sheet============

#============Begin of sheet============
@Sheet=ManufactureDataInfo
id	name	branchId	subBranchId	subName	type	GraspActionProb	needProficiency	compProficiency	compProbability	cardID	compNeedManuID	cd	cdGroup	addPoint	highSteps	normalSteps	lowSteps	orderItemID1	item1name	orderItem1CountMin	orderItem1CountMax	orderItemID2	orderItem2Rate	orderItem2CountMin	orderItem2CountMax	useMoney	useVigour	intoneTime	materialItem1ID	materialItem1name	materialItem1Count	materialItem2ID	materialItem2name	materialItem2Count	materialItem3ID	materialItem3name	materialItem3Count	materialItem4ID	materialItem4name	materialItem4Count	materialItem5ID	materialItem5name	materialItem5Count	materialItem6ID	materialItem6name	materialItem6Count
626	看破珠【1】	3	7	技能珠	626		0	0										29227	看破珠【1】	1	1					1000		500	21174	般若原珠	2	22829	沙雷鸟的特等皮	1	0	0	0									
627	看破珠【2】	3	7	技能珠	627		0	0										29228	看破珠【2】	1	1					10000		500	21174	般若原珠	2	22506	独耳黑狼鸟的厚鳞	1	19998	高级技能珠素材券	15									
628	无伤珠【1】	3	7	技能珠	628		0	0										29229	无伤珠【1】	1	1					1000		500	21174	般若原珠	2	22847	青怪鸟的刚爪	1	0	0	0									
629	无伤珠【2】	3	7	技能珠	629		0	0										29230	无伤珠【2】	1	1					3000		500	21174	般若原珠	2	22937	大野猪王的刚鬃	1	19998	高级技能珠素材券	10									
630	倒地珠【1】	3	7	技能珠	630		0	0										29231	倒地珠【1】	1	1					10000		500	21174	般若原珠	1	22599	雌火龙的刚爪	2	19998	高级技能珠素材券	15									
631	刺杀珠【1】	3	7	技能珠	631		0	0										29232	刺杀珠【1】	1	1					1000		500	21174	般若原珠	1	22835	沙龙的重鳞	2	0	0	0									
632	刺杀珠【2】	3	7	技能珠	632		0	0										29233	刺杀珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
633	耐火珠【1】	3	7	技能珠	633		0	0										29234	耐火珠【1】	1	1					1000		500	21103	水光原珠	1	22578	怪鸟的刚爪	2	0	0	0									
634	耐火珠【2】	3	7	技能珠	634		0	0										29235	耐火珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
635	耐水珠【1】	3	7	技能珠	635		0	0										29236	耐水珠【1】	1	1					1000		500	21103	水光原珠	1	22801	鬼狩蛛的刚爪	2	0	0	0									
636	耐水珠【2】	3	7	技能珠	636		0	0										29237	耐水珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
637	耐雷珠【1】	3	7	技能珠	637		0	0										29238	耐雷珠【1】	1	1					1000		500	21103	水光原珠	1	22853	电龙的韧翼	2	0	0	0									
638	耐雷珠【2】	3	7	技能珠	638		0	0										29239	耐雷珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
639	耐冰珠【1】	3	7	技能珠	639		0	0										29240	耐冰珠【1】	1	1					1000		500	21103	水光原珠	1	22900	雪狮子的刚爪	2	0	0	0									
640	耐冰珠【2】	3	7	技能珠	640		0	0										29241	耐冰珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
641	耐龙珠【1】	3	7	技能珠	641		0	0										29242	耐龙珠【1】	1	1					3000		500	21103	水光原珠	1	22911	降星之厚龙鳞	2	19998	高级技能珠素材券	10									
642	早复珠【1】	3	7	技能珠	642		0	0										29243	早复珠【1】	1	1					1000		500	21174	般若原珠	1	22843	盾蟹的重脚	2	0	0	0									
643	早复珠【2】	3	7	技能珠	643		0	0										29244	早复珠【2】	1	1					3000		500	21174	般若原珠	2	22811	沙狸兽的重尾甲	1	19998	高级技能珠素材券	10									
644	早气珠【1】	3	7	技能珠	644		0	0										29245	早气珠【1】	1	1					1000		500	21174	般若原珠	1	22894	镰蟹的重壳	2	0	0	0									
645	早气珠【2】	3	7	技能珠	645		0	0										29246	早气珠【2】	1	1					3000		500	21174	般若原珠	2	22831	亮绿色的浓汁	1	19998	高级技能珠素材券	10									
646	短缩珠【1】	3	7	技能珠	646		0	0										29247	短缩珠【1】	1	1					1000		500	21104	阳翔原珠	2	22860	岩龙的重头壳	1	0	0	0									
647	短缩珠【2】	3	7	技能珠	647		0	0										29248	短缩珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
648	剑术珠【1】	3	7	技能珠	648		0	0										29249	剑术珠【1】	1	1					1000		500	21105	修罗原珠	2	22895	镰蟹的重脚	1	0	0	0									
649	剑术珠【2】	3	7	技能珠	649		0	0										29250	剑术珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
650	强壁珠【1】	3	7	技能珠	650		0	0										29251	强壁珠【1】	1	1					1000		500	21105	修罗原珠	2	22888	橡胶质的紫上皮	1	0	0	0									
651	强壁珠【2】	3	7	技能珠	651		0	0										29252	强壁珠【2】	1	1					10000		500	21105	修罗原珠	2	22632	晶岩龙的重头壳	1	19998	高级技能珠素材券	15									
652	锁气珠【1】	3	7	技能珠	652		0	0										29253	锁气珠【1】	1	1					3000		500	21105	修罗原珠	2	22954	白速龙王的急冻腺	1	19998	高级技能珠素材券	10									
653	锁气珠【2】	3	7	技能珠	653		0	0										29254	锁气珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
654	拔刀珠【1】	3	7	技能珠	654		0	0										29255	拔刀珠【1】	1	1					1000		500	21105	修罗原珠	2	22874	金毛兽王的特等皮	1	0	0	0									
655	拔刀珠【2】	3	7	技能珠	655		0	0										29256	拔刀珠【2】	1	1					10000		500	21105	修罗原珠	2	22496	黑狼鸟的厚鳞	1	19998	高级技能珠素材券	15									
656	装填珠【1】	3	7	技能珠	656		0	0										29257	装填珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
657	加弹珠【1】	3	7	技能珠	657		0	0										29258	加弹珠【1】	1	1					3000		500	21106	琉璃原珠	2	22890	橡胶质的绿绝尾	1	19998	高级技能珠素材券	10									
658	加贯珠【1】	3	7	技能珠	658		0	0										29259	加贯珠【1】	1	1					3000		500	21106	琉璃原珠	2	22896	镰蟹的小重壳	1	19998	高级技能珠素材券	10									
659	早填珠【1】	3	7	技能珠	659		0	0										29260	早填珠【1】	1	1					3000		500	21106	琉璃原珠	2	22862	岩龙的重壳	1	19998	高级技能珠素材券	10									
660	毒瓶珠【1】	3	7	技能珠	660		0	0										29261	毒瓶珠【1】	1	1					1000		500	21106	琉璃原珠	2	22815	毒怪鸟的韧翼	1	0	0	0									
661	眠瓶珠【1】	3	7	技能珠	661		0	0										29262	眠瓶珠【1】	1	1					1000		500	21106	琉璃原珠	2	22866	眠鸟的刚爪	1	0	0	0									
662	麻瓶珠【1】	3	7	技能珠	662		0	0										29263	麻瓶珠【1】	1	1					1000		500	21106	琉璃原珠	2	22939	黄速龙王的刚爪	1	0	0	0									
663	跳跃珠【1】	3	7	技能珠	663		0	0										29264	跳跃珠【1】	1	1					1000		500	21174	般若原珠	2	22855	电龙的重牙	1	0	0	0									
664	陷阱珠【1】	3	7	技能珠	664		0	0										29265	陷阱珠【1】	1	1					1000		500	21175	明王原珠	2	22930	蓝速龙的厚鳞	1	0	0	0									
665	早食珠【1】	3	7	技能珠	665		0	0										29266	早食珠【1】	1	1					1000		500	21175	明王原珠	2	22882	骇狩蛛的复鬼眼	1	0	0	0									
666	耐绝珠【1】	3	7	技能珠	666		0	0										29267	耐绝珠【1】	1	1					1000		500	21104	阳翔原珠	1	22881	骇狩蛛的重壳	2	0	0	0									
667	广域珠【1】	3	7	技能珠	667		0	0										29268	广域珠【1】	1	1					1000		500	21175	明王原珠	2	22823	桃毛兽王的重牙	1	0	0	0									
668	广域珠【2】	3	7	技能珠	668		0	0										29269	广域珠【2】	1	1					3000		500	21175	明王原珠	1	22799	特等的毛皮	2	19998	高级技能珠素材券	10									
669	草药珠【1】	3	7	技能珠	669		0	0										29270	草药珠【1】	1	1					1000		500	21175	明王原珠	1	22841	盾蟹的刚爪	2	0	0	0									
670	草药珠【2】	3	7	技能珠	670		0	0										29271	草药珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
671	生存珠【1】	3	7	技能珠	671		0	0										29272	生存珠【1】	1	1					1000		500	21175	明王原珠	2	22849	青怪鸟的韧翼	1	0	0	0									
672	反动珠【1】	3	7	技能珠	672		0	0										29273	反动珠【1】	1	1					1000		500	21106	琉璃原珠	2	22798	河狸兽的刚牙	1	0	0	0									
673	速射珠【1】	3	7	技能珠	673		0	0										29274	速射珠【1】	1	1					1000		500	21106	琉璃原珠	1	22931	蓝速龙王的刚牙	2	0	0	0									
674	强攻珠【3】	3	7	技能珠	674		0	0										29275	强攻珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
675	强攻珠【4】	3	7	技能珠	675		0	0										29276	强攻珠【4】	1	1					0		500	0	0	0	0	0	0	0	0	0									
676	名人珠【3】	3	7	技能珠	676		0	0										29277	名人珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
677	名人珠【4】	3	7	技能珠	677		0	0										29278	名人珠【4】	1	1					0		500	0	0	0	0	0	0	0	0	0									
678	特袭珠【3】	3	7	技能珠	678		0	0										29279	特袭珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
679	业火珠【3】	3	7	技能珠	679		0	0										29280	业火珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
680	豪雨珠【3】	3	7	技能珠	680		0	0										29281	豪雨珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
681	闪电珠【3】	3	7	技能珠	681		0	0										29282	闪电珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
682	冻结珠【3】	3	7	技能珠	682		0	0										29283	冻结珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
683	屠龙珠【3】	3	7	技能珠	683		0	0										29284	屠龙珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
684	痛创珠【3】	3	7	技能珠	684		0	0										29285	痛创珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
685	重创珠【3】	3	7	技能珠	685		0	0										29286	重创珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
686	ko珠【3】	3	7	技能珠	686		0	0										29287	ko珠【3】	1	1					10000		500	21174	般若原珠	2	22631	晶岩龙的靭翼	1	19998	高级技能珠素材券	15									
687	绝命珠【3】	3	7	技能珠	687		0	0										29288	绝命珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
688	斗魂珠【3】	3	7	技能珠	688		0	0										29289	斗魂珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
689	看破珠【3】	3	7	技能珠	689		0	0										29290	看破珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
690	无伤珠【3】	3	7	技能珠	690		0	0										29291	无伤珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
691	魅力珠【2】	3	7	技能珠	691		0	0										29292	魅力珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
692	倒地珠【2】	3	7	技能珠	692		0	0										29293	倒地珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
693	刺杀珠【3】	3	7	技能珠	693		0	0										29294	刺杀珠【3】	1	1					10000		500	21174	般若原珠	2	22495	黑狼鸟的钩爪	1	19998	高级技能珠素材券	15									
694	暗杀珠【3】	3	7	技能珠	694		0	0										29295	暗杀珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
695	全开珠【1】	3	7	技能珠	695		0	0										29296	全开珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
696	全开珠【2】	3	7	技能珠	696		0	0										29297	全开珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
697	坚守珠【3】	3	7	技能珠	697		0	0										29298	坚守珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
698	坚守珠【4】	3	7	技能珠	698		0	0										29299	坚守珠【4】	1	1					0		500	0	0	0	0	0	0	0	0	0									
699	制火珠【1】	3	7	技能珠	699		0	0										29300	制火珠【1】	1	1					3000		500	21103	水光原珠	1	22581	怪鸟的重背甲	2	19998	高级技能珠素材券	10									
700	制火珠【2】	3	7	技能珠	700		0	0										29301	制火珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
701	制水珠【1】	3	7	技能珠	701		0	0										29302	制水珠【1】	1	1					3000		500	21103	水光原珠	1	22804	鬼狩蛛的豪刚毛	2	19998	高级技能珠素材券	10									
702	制水珠【2】	3	7	技能珠	702		0	0										29303	制水珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
703	制雷珠【1】	3	7	技能珠	703		0	0										29304	制雷珠【1】	1	1					3000		500	21103	水光原珠	1	22857	电龙的超强力吸盘	2	19998	高级技能珠素材券	10									
704	制雷珠【2】	3	7	技能珠	704		0	0										29305	制雷珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
705	制冰珠【1】	3	7	技能珠	705		0	0										29306	制冰珠【1】	1	1					3000		500	21103	水光原珠	1	22904	雪狮子的豪髭	2	19998	高级技能珠素材券	10									
706	制冰珠【2】	3	7	技能珠	706		0	0										29307	制冰珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
707	制龙珠【1】	3	7	技能珠	707		0	0										29308	制龙珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
708	神护珠【1】	3	7	技能珠	708		0	0										29309	神护珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
709	独狼珠【1】	3	7	技能珠	709		0	0										29310	独狼珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
710	独狼珠【3】	3	7	技能珠	710		0	0										29311	独狼珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
711	群狼珠【1】	3	7	技能珠	711		0	0										29312	群狼珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
712	群狼珠【3】	3	7	技能珠	712		0	0										29313	群狼珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
713	反伤珠【1】	3	7	技能珠	713		0	0										29314	反伤珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
714	反伤珠【3】	3	7	技能珠	714		0	0										29315	反伤珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
715	快防珠【1】	3	7	技能珠	715		0	0										29316	快防珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
716	快防珠【2】	3	7	技能珠	716		0	0										29317	快防珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
717	早复珠【3】	3	7	技能珠	717		0	0										29318	早复珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
718	早气珠【3】	3	7	技能珠	718		0	0										29319	早气珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
719	吸血珠【1】	3	7	技能珠	719		0	0										29320	吸血珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
720	吸血珠【2】	3	7	技能珠	720		0	0										29321	吸血珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
721	福星珠【1】	3	7	技能珠	721		0	0										29322	福星珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
722	福星珠【3】	3	7	技能珠	722		0	0										29323	福星珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
723	治愈珠【1】	3	7	技能珠	723		0	0										29324	治愈珠【1】	1	1					1000		500	21174	般若原珠	2	22823	桃毛兽王的重牙	1	0	0	0									
724	治愈珠【2】	3	7	技能珠	724		0	0										29325	治愈珠【2】	1	1					1000		500	21174	般若原珠	1	22909	星龙的刚角	2	0	0	0									
725	短缩珠【3】	3	7	技能珠	725		0	0										29326	短缩珠【3】	1	1					10000		500	21104	阳翔原珠	2	22917	一角龙的重壳	1	19998	高级技能珠素材券	15									
726	匠珠【4】	3	7	技能珠	726		0	0										29327	匠珠【4】	1	1					0		500	0	0	0	0	0	0	0	0	0									
727	剑术珠【3】	3	7	技能珠	727		0	0										29328	剑术珠【3】	1	1					10000		500	21105	修罗原珠	1	22476	剑豪镰蟹的重壳	2	19998	高级技能珠素材券	15									
728	锁气珠【3】	3	7	技能珠	728		0	0										29329	锁气珠【3】	1	1					10000		500	21105	修罗原珠	2	22483	魅惑色的韧皮	1	19998	高级技能珠素材券	15									
729	装填珠【2】	3	7	技能珠	729		0	0										29330	装填珠【2】	1	1					10000		500	21106	琉璃原珠	1	22662	祸星龙的韧翼	2	19998	高级技能珠素材券	15									
730	装填珠【3】	3	7	技能珠	730		0	0										29331	装填珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
731	装填珠【4】	3	7	技能珠	731		0	0										29332	装填珠【4】	1	1					0		500	0	0	0	0	0	0	0	0	0									
732	刚弹珠【3】	3	7	技能珠	732		0	0										29333	刚弹珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
733	刚贯珠【3】	3	7	技能珠	733		0	0										29334	刚贯珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
734	刚散珠【3】	3	7	技能珠	734		0	0										29335	刚散珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
735	加弹珠【2】	3	7	技能珠	735		0	0										29336	加弹珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
736	加弹珠【3】	3	7	技能珠	736		0	0										29337	加弹珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
737	加贯珠【2】	3	7	技能珠	737		0	0										29338	加贯珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
738	加贯珠【3】	3	7	技能珠	738		0	0										29339	加贯珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
739	早填珠【2】	3	7	技能珠	739		0	0										29340	早填珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
740	猛毒珠【1】	3	7	技能珠	740		0	0										29341	猛毒珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
741	睡眠珠【1】	3	7	技能珠	741		0	0										29342	睡眠珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
742	麻痹珠【1】	3	7	技能珠	742		0	0										29343	麻痹珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
743	跳跃珠【3】	3	7	技能珠	743		0	0										29344	跳跃珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
744	早食珠【3】	3	7	技能珠	744		0	0										29345	早食珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
745	抗绝珠【1】	3	7	技能珠	745		0	0										29346	抗绝珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
746	制绝珠【1】	3	7	技能珠	746		0	0										29347	制绝珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
747	抗痹珠【2】	3	7	技能珠	747		0	0										29348	抗痹珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
748	抗眠珠【2】	3	7	技能珠	748		0	0										29349	抗眠珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
749	抗毒珠【2】	3	7	技能珠	749		0	0										29350	抗毒珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
750	抗粘珠【1】	3	7	技能珠	750		0	0										29351	抗粘珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
751	制粘珠【1】	3	7	技能珠	751		0	0										29352	制粘珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
752	抗震珠【1】	3	7	技能珠	752		0	0										29353	抗震珠【1】	1	1					3000		500	21104	阳翔原珠	1	22869	眠鸟的豪橙羽	2	19998	高级技能珠素材券	10									
753	制震珠【1】	3	7	技能珠	753		0	0										29354	制震珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
754	广域珠【3】	3	7	技能珠	754		0	0										29355	广域珠【3】	1	1					0		500	0	0	0	0	0	0	0	0	0									
755	耐菌珠【1】	3	7	技能珠	755		0	0										29356	耐菌珠【1】	1	1					1000		500	21104	阳翔原珠	2	22821	桃毛兽的豪刚毛	1	0	0	0									
756	抗菌珠【1】	3	7	技能珠	756		0	0										29357	抗菌珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
757	名药珠【1】	3	7	技能珠	757		0	0										29358	名药珠【1】	1	1					3000		500	21175	明王原珠	1	22932	蓝速龙王的特上皮	2	19998	高级技能珠素材券	10									
758	烧肉珠【1】	3	7	技能珠	758		0	0										29359	烧肉珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
759	沙漠珠【1】	3	7	技能珠	759		0	0										29360	沙漠珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
760	沙漠珠【2】	3	7	技能珠	760		0	0										29361	沙漠珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
761	沼泽珠【1】	3	7	技能珠	761		0	0										29362	沼泽珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
762	沼泽珠【2】	3	7	技能珠	762		0	0										29363	沼泽珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
763	雪域珠【1】	3	7	技能珠	763		0	0										29364	雪域珠【1】	1	1					0		500	0	0	0	0	0	0	0	0	0									
764	雪域珠【2】	3	7	技能珠	764		0	0										29365	雪域珠【2】	1	1					0		500	0	0	0	0	0	0	0	0	0									
765	鼓笛珠【1】	3	7	技能珠	765		0	0										29366	鼓笛珠【1】	1	1					1000		500	21175	明王原珠	1	22859	岩龙的刚翼	2	0	0	0									
766	炮术珠【1】	3	7	技能珠	766		0	0										29368	炮术珠【1】	1	1					1000		500	21174	般若原珠	1	22889	紫毒鸟的重喙	2	0	0	0									
767	抗棘珠【1】	3	7	技能珠	767		0	0										29370	抗棘珠【1】	1	1					1000		500	21104	阳翔原珠	1	22652	剑极狼的豪刚毛	2	19998	高级技能珠素材券	10									
768	激斗珠【1】	3	7	技能珠	768		0	0										29400	激斗珠【1】	1	1					8000		500	22985	灭星龙的重腹甲	1	22986	星辉之血	1	19998	高级技能珠素材券	5									
769	激斗珠【2】	3	7	技能珠	769		0	0										29401	激斗珠【2】	1	1					12000		500	22987	星羽蝶的星光翅	2	22986	星辉之血	1	19998	高级技能珠素材券	10									
770	化羽珠【1】	3	7	技能珠	770		0	0										29402	化羽珠【1】	1	1					8000		500	22775	超电雷光虫	1	22776	雷狼龙的逆鳞	1	19998	高级技能珠素材券	5									
771	化羽珠【2】	3	7	技能珠	771		0	0										29403	化羽珠【2】	1	1					12000		500	22777	雷狼龙的刚角	2	22776	雷狼龙的逆鳞	1	19998	高级技能珠素材券	10									
772	嗜热珠【1】	3	7	技能珠	772		0	0										29404	嗜热珠【1】	1	1					8000		500	22518	炎狮子的强韧髭	1	22519	炎狮子的豪头冠	1	19998	高级技能珠素材券	5									
773	嗜热珠【2】	3	7	技能珠	773		0	0										29405	嗜热珠【2】	1	1					12000		500	22520	炎狮子的重牙	2	22519	炎狮子的豪头冠	1	19998	高级技能珠素材券	10									
774	噬寒珠【1】	3	7	技能珠	774		0	0										29406	噬寒珠【1】	1	1					8000		500	22969	冰牙龙的棘	1	22970	瞬间冰冻袋	1	19998	高级技能珠素材券	5									
775	噬寒珠【2】	3	7	技能珠	775		0	0										29407	噬寒珠【2】	1	1					12000		500	22971	琥珀色的重牙	2	22970	瞬间冰冻袋	1	19998	高级技能珠素材券	10									
776	胧月珠【1】	3	7	技能珠	776		0	0										29408	胧月珠【1】	1	1					8000		500	22753	锈钢的龙爪	1	22754	锈钢的逆鳞	1	19998	高级技能珠素材券	5									
777	胧月珠【2】	3	7	技能珠	777		0	0										29409	胧月珠【2】	1	1					12000		500	22755	银岭之冠	2	22754	锈钢的逆鳞	1	19998	高级技能珠素材券	10									
778	曜日珠【1】	3	7	技能珠	778		0	0										29410	曜日珠【1】	1	1					8000		500	22977	极恶之牙	1	22978	恐暴龙的宝玉	1	19998	高级技能珠素材券	5									
779	曜日珠【2】	3	7	技能珠	779		0	0										29411	曜日珠【2】	1	1					12000		500	22979	恐暴龙的头壳	2	22978	恐暴龙的宝玉	1	19998	高级技能珠素材券	10									
780	毒牙珠【1】	3	7	技能珠	780		0	0										29412	毒牙珠【1】	1	1					8000		500	22767	武镰蟹的刚钳	1	22768	极品紫色大真珠	1	19998	高级技能珠素材券	5									
781	毒牙珠【2】	3	7	技能珠	781		0	0										29413	毒牙珠【2】	1	1					12000		500	22769	武镰蟹的龙头壳	2	22768	极品紫色大真珠	1	19998	高级技能珠素材券	10									
782	斗魄珠【1】	3	7	技能珠	782		0	0										29414	斗魄珠【1】	1	1					8000		500	22995	麒麟的韧雷尾	1	22996	白银的髭	1	19998	高级技能珠素材券	5									
783	斗魄珠【2】	3	7	技能珠	783		0	0										29415	斗魄珠【2】	1	1					12000		500	22997	麒麟的苍角	2	22996	白银的髭	1	19998	高级技能珠素材券	10									
784	烈魄珠【1】	3	7	技能珠	784		0	0										29416	烈魄珠【1】	1	1					8000		500	22747	盾蟹的黑胸甲	1	22749	葵结晶	1	19998	高级技能珠素材券	5									
785	烈魄珠【2】	3	7	技能珠	785		0	0										29417	烈魄珠【2】	1	1					12000		500	22748	极品黑珍珠	2	22749	葵结晶	1	19998	高级技能珠素材券	10									
786	灭龙弹	2	6	耗材	786		0	0										7019	灭龙弹	40	40					100		500	21000	空心果	1	21396	爆裂龙鱼	5	19997	铃牙草	1									
787	节食珠【1】	3	7	技能珠	787		0	0										29418	节食珠【1】	1	1					8000		500	23176	恐暴龙的渴血	1	19998	高级技能珠素材券	5												
788	钢刃珠【1】	3	7	技能珠	788		0	0										29419	钢刃珠【1】	1	1					8000		500	23225	盾蟹的水泡袋	1	19998	高级技能珠素材券	5												
789	钢刃珠【3】	3	7	技能珠	789		0	0										29420	钢刃珠【3】	1	1					12000		500	23228	镰蟹的水泡袋	1	19998	高级技能珠素材券	10												
790	受身珠【1】	3	7	技能珠	790		0	0										29421	受身珠【1】	1	1					8000		500	23264	雪狮子的壮毛	1	19998	高级技能珠素材券	5												
791	断食珠【1】	3	7	技能珠	791		0	0										29422	断食珠【1】	1	1					8000		500	23300	剑极狼的猛毛	1	19998	高级技能珠素材券	5												
792	断食珠【2】	3	7	技能珠	792		0	0										29423	断食珠【2】	1	1					12000		500	23401	狞龙的暴角	1	19998	高级技能珠素材券	10												
793	三眼珠【1】	3	7	技能珠	793		0	0										29424	三眼珠【1】	1	1					8000		500	23158	超电大雷光虫	1	19998	高级技能珠素材券	5												
794	三眼珠【3】	3	7	技能珠	794		0	0										29425	三眼珠【3】	1	1					12000		500	23168	麒麟的刚腱	1	19998	高级技能珠素材券	10												
795	寒暑珠【1】	3	7	技能珠	795		0	0										29426	寒暑珠【1】	1	1					8000		500	23167	麒麟的雷髭	1	19998	高级技能珠素材券	5												
796	寒暑珠【2】	3	7	技能珠	796		0	0										29427	寒暑珠【2】	1	1					12000		500	23173	金狮子的战血	1	19998	高级技能珠素材券	10												
797	追击珠【1】	3	7	技能珠	797		0	0										29428	追击珠【1】	1	1					8000		500	23133	剑刹狼的猛毛	1	19998	高级技能珠素材券	5												
798	追击珠【3】	3	7	技能珠	798		0	0										29429	追击珠【3】	1	1					12000		500	23410	黑铠龙的灼壳	1	19998	高级技能珠素材券	10												
799	猫佑珠【1】	3	7	技能珠	799		0	0										29430	猫佑珠【1】	1	1					8000		500	23183	五相御神的狂爪	1	19998	高级技能珠素材券	5												
800	猫佑珠【2】	3	7	技能珠	800		0	0										29431	猫佑珠【2】	1	1					12000		500	23172	灭星龙的乾元玉	1	19998	高级技能珠素材券	10												
801	好运珠【1】	3	7	技能珠	801		0	0										29432	好运珠【1】	1	1					8000		500	23197	不详的喙	1	19998	高级技能珠素材券	5												
