#TSV
#============Begin of sheet============
@Sheet=宠物装备打造
配方ID	配方名称	装备系列	搜索关键字	NpcID	UnlockLevelID	配方类型	锻造代币ID	锻造代币抵扣金额	锻造代币使用上限	装备类型	打造种类	使用等级	使用星级	远近类型	生成物品1ID	生成数量1	生成率1	生成物品2ID	生成数量2	生成率2	副产物ID	副产数量	副产生成率	消耗金钱	原料1ID	数量1	原料2ID	数量2	原料3ID	数量3	原料4ID	数量4	原料5ID	数量5	原料6ID	数量6	原料7ID	数量7	原料8ID	数量8	原料9ID	数量9	原料10ID	数量10
61135		青怪鸟战帽				1	21451	2000	1	1	10	1	1	2	61136	1	100							4500	22849	9	22850	7																																														
61136		青怪鸟护手				1	21451	2000	1	1	11	1	1	2	61137	1	100							4500	22849	9	22850	7																																														
61137		青怪鸟护甲				1	21451	2000	1	1	12	1	1	2	61138	1	100							4500	22849	9	22850	7																																														
61138		青怪鸟护腰				1	21451	2000	1	1	13	1	1	2	61139	1	100							4500	22849	9	22850	7																																														
61139		青怪鸟护腿				1	21451	2000	1	1	14	1	1	2	61140	1	100							4500	22849	9	22850	7																																														
61140		电龙头盔				1	21451	2000	1	1	10	1	1	1	61141	1	100							4500	22855	9	22856	7																																														
61141		电龙腕甲				1	21451	2000	1	1	11	1	1	1	61142	1	100							4500	22855	9	22856	7																																														
61142		电龙铠甲				1	21451	2000	1	1	12	1	1	1	61143	1	100							4500	22855	9	22856	7																																														
61143		电龙腰甲				1	21451	2000	1	1	13	1	1	1	61144	1	100							4500	22855	9	22856	7																																														
61144		电龙腿甲				1	21451	2000	1	1	14	1	1	1	61145	1	100							4500	22855	9	22856	7																																														
61145		电龙战帽				1	21451	2000	1	1	10	1	1	2	61146	1	100							4500	22855	9	22856	7																																														
61146		电龙护手				1	21451	2000	1	1	11	1	1	2	61147	1	100							4500	22855	9	22856	7																																														
61147		电龙护甲				1	21451	2000	1	1	12	1	1	2	61148	1	100							4500	22855	9	22856	7																																														
61148		电龙护腰				1	21451	2000	1	1	13	1	1	2	61149	1	100							4500	22855	9	22856	7																																														
61149		电龙护腿				1	21451	2000	1	1	14	1	1	2	61150	1	100							4500	22855	9	22856	7																																														
61150		岩龙头盔				1	21451	2000	1	1	10	1	1	1	61151	1	100							4500	22861	9	22862	7																																														
61151		岩龙腕甲				1	21451	2000	1	1	11	1	1	1	61152	1	100							4500	22861	9	22862	7																																														
61152		岩龙铠甲				1	21451	2000	1	1	12	1	1	1	61153	1	100							4500	22861	9	22862	7																																														
61153		岩龙腰甲				1	21451	2000	1	1	13	1	1	1	61154	1	100							4500	22861	9	22862	7																																														
61154		岩龙腿甲				1	21451	2000	1	1	14	1	1	1	61155	1	100							4500	22861	9	22862	7																																														
61155		岩龙战帽				1	21451	2000	1	1	10	1	1	2	61156	1	100							4500	22861	9	22862	7																																														
61156		岩龙护手				1	21451	2000	1	1	11	1	1	2	61157	1	100							4500	22861	9	22862	7																																														
61157		岩龙护甲				1	21451	2000	1	1	12	1	1	2	61158	1	100							4500	22861	9	22862	7																																														
61158		岩龙护腰				1	21451	2000	1	1	13	1	1	2	61159	1	100							4500	22861	9	22862	7																																														
61159		岩龙护腿				1	21451	2000	1	1	14	1	1	2	61160	1	100							4500	22861	9	22862	7																																														
61160		眠鸟头盔				1	21451	2000	1	1	10	1	1	1	61161	1	100							4500	22868	9	22869	7																																														
61161		眠鸟腕甲				1	21451	2000	1	1	11	1	1	1	61162	1	100							4500	22868	9	22869	7																																														
61162		眠鸟铠甲				1	21451	2000	1	1	12	1	1	1	61163	1	100							4500	22868	9	22869	7																																														
61163		眠鸟腰甲				1	21451	2000	1	1	13	1	1	1	61164	1	100							4500	22868	9	22869	7																																														
61164		眠鸟腿甲				1	21451	2000	1	1	14	1	1	1	61165	1	100							4500	22868	9	22869	7																																														
61165		眠鸟战帽				1	21451	2000	1	1	10	1	1	2	61166	1	100							4500	22868	9	22869	7																																														
61166		眠鸟护手				1	21451	2000	1	1	11	1	1	2	61167	1	100							4500	22868	9	22869	7																																														
61167		眠鸟护甲				1	21451	2000	1	1	12	1	1	2	61168	1	100							4500	22868	9	22869	7																																														
61168		眠鸟护腰				1	21451	2000	1	1	13	1	1	2	61169	1	100							4500	22868	9	22869	7																																														
61169		眠鸟护腿				1	21451	2000	1	1	14	1	1	2	61170	1	100							4500	22868	9	22869	7																																														
61170		金毛兽王头盔				1	21451	2000	1	1	10	1	1	1	61171	1	100							4500	22875	9	22876	7																																														
61171		金毛兽王腕甲				1	21451	2000	1	1	11	1	1	1	61172	1	100							4500	22875	9	22876	7																																														
61172		金毛兽王铠甲				1	21451	2000	1	1	12	1	1	1	61173	1	100							4500	22875	9	22876	7																																														
61173		金毛兽王腰甲				1	21451	2000	1	1	13	1	1	1	61174	1	100							4500	22875	9	22876	7																																														
61174		金毛兽王腿甲				1	21451	2000	1	1	14	1	1	1	61175	1	100							4500	22875	9	22876	7																																														
61175		金毛兽王战帽				1	21451	2000	1	1	10	1	1	2	61176	1	100							4500	22875	9	22876	7																																														
61176		金毛兽王护手				1	21451	2000	1	1	11	1	1	2	61177	1	100							4500	22875	9	22876	7																																														
61177		金毛兽王护甲				1	21451	2000	1	1	12	1	1	2	61178	1	100							4500	22875	9	22876	7																																														
61178		金毛兽王护腰				1	21451	2000	1	1	13	1	1	2	61179	1	100							4500	22875	9	22876	7																																														
61179		金毛兽王护腿				1	21451	2000	1	1	14	1	1	2	61180	1	100							4500	22875	9	22876	7																																														
61180		骇狩蛛头盔				1	21451	2000	1	1	10	1	1	1	61181	1	100							4500	22882	9	22883	7																																														
61181		骇狩蛛腕甲				1	21451	2000	1	1	11	1	1	1	61182	1	100							4500	22882	9	22883	7																																														
61182		骇狩蛛铠甲				1	21451	2000	1	1	12	1	1	1	61183	1	100							4500	22882	9	22883	7																																														
61183		骇狩蛛腰甲				1	21451	2000	1	1	13	1	1	1	61184	1	100							4500	22882	9	22883	7																																														
61184		骇狩蛛腿甲				1	21451	2000	1	1	14	1	1	1	61185	1	100							4500	22882	9	22883	7																																														
61185		骇狩蛛战帽				1	21451	2000	1	1	10	1	1	2	61186	1	100							4500	22882	9	22883	7																																														
61186		骇狩蛛护手				1	21451	2000	1	1	11	1	1	2	61187	1	100							4500	22882	9	22883	7																																														
61187		骇狩蛛护甲				1	21451	2000	1	1	12	1	1	2	61188	1	100							4500	22882	9	22883	7																																														
61188		骇狩蛛护腰				1	21451	2000	1	1	13	1	1	2	61189	1	100							4500	22882	9	22883	7																																														
61189		骇狩蛛护腿				1	21451	2000	1	1	14	1	1	2	61190	1	100							4500	22882	9	22883	7																																														
61190		紫毒鸟头盔				1	21451	2000	1	1	10	1	1	1	61191	1	100							4500	22889	9	22890	7																																														
61191		紫毒鸟腕甲				1	21451	2000	1	1	11	1	1	1	61192	1	100							4500	22889	9	22890	7																																														
61192		紫毒鸟铠甲				1	21451	2000	1	1	12	1	1	1	61193	1	100							4500	22889	9	22890	7																																														
61193		紫毒鸟腰甲				1	21451	2000	1	1	13	1	1	1	61194	1	100							4500	22889	9	22890	7																																														
61194		紫毒鸟腿甲				1	21451	2000	1	1	14	1	1	1	61195	1	100							4500	22889	9	22890	7																																														
61195		紫毒鸟战帽				1	21451	2000	1	1	10	1	1	2	61196	1	100							4500	22889	9	22890	7																																														
61196		紫毒鸟护手				1	21451	2000	1	1	11	1	1	2	61197	1	100							4500	22889	9	22890	7																																														
61197		紫毒鸟护甲				1	21451	2000	1	1	12	1	1	2	61198	1	100							4500	22889	9	22890	7																																														
61198		紫毒鸟护腰				1	21451	2000	1	1	13	1	1	2	61199	1	100							4500	22889	9	22890	7																																														
61199		紫毒鸟护腿				1	21451	2000	1	1	14	1	1	2	61200	1	100							4500	22889	9	22890	7																																														
61200		将军镰蟹头盔				1				1	10	1	1	1	61201	1	100							2400	22895	5	22896	5	22897	1	23227	1	22898	1																																								
61201		将军镰蟹腕甲				1				1	11	1	1	1	61202	1	100							2400	22895	5	22896	5	22897	1	23227	1	22898	1																																								
61202		将军镰蟹铠甲				1				1	12	1	1	1	61203	1	100							2400	22895	5	22896	5	22897	1	22898	2																																										
61203		将军镰蟹腰甲				1				1	13	1	1	1	61204	1	100							2400	22895	5	22896	4	22897	2	22898	1																																										
61204		将军镰蟹腿甲				1				1	14	1	1	1	61205	1	100							2400	22895	5	22896	4	22897	1	23227	1	22898	1																																								
61205		将军镰蟹战帽				1				1	10	1	1	2	61206	1	100							2400	22895	5	22896	5	22897	1	23227	1	22898	1																																								
61206		将军镰蟹护手				1				1	11	1	1	2	61207	1	100							2400	22895	5	22896	5	22897	1	23227	1	22898	1																																								
61207		将军镰蟹护甲				1				1	12	1	1	2	61208	1	100							2400	22895	5	22896	5	22897	1	22898	2																																										
61208		将军镰蟹护腰				1				1	13	1	1	2	61209	1	100							2400	22895	5	22896	4	22897	2	22898	1																																										
61209		将军镰蟹护腿				1				1	14	1	1	2	61210	1	100							2400	22895	5	22896	4	22897	1	23227	1	22898	1																																								
61210		雪狮子王头盔				1	21451	2000	1	1	10	1	1	1	61211	1	100							4500	22902	9	22903	7																																														
61211		雪狮子王腕甲				1	21451	2000	1	1	11	1	1	1	61212	1	100							4500	22902	9	22903	7																																														
61212		雪狮子王铠甲				1	21451	2000	1	1	12	1	1	1	61213	1	100							4500	22902	9	22903	7																																														
61213		雪狮子王腰甲				1	21451	2000	1	1	13	1	1	1	61214	1	100							4500	22902	9	22903	7																																														
61214		雪狮子王腿甲				1	21451	2000	1	1	14	1	1	1	61215	1	100							4500	22902	9	22903	7																																														
61215		雪狮子王战帽				1	21451	2000	1	1	10	1	1	2	61216	1	100							4500	22902	9	22903	7																																														
61216		雪狮子王护手				1	21451	2000	1	1	11	1	1	2	61217	1	100							4500	22902	9	22903	7																																														
61217		雪狮子王护甲				1	21451	2000	1	1	12	1	1	2	61218	1	100							4500	22902	9	22903	7																																														
61218		雪狮子王护腰				1	21451	2000	1	1	13	1	1	2	61219	1	100							4500	22902	9	22903	7																																														
61219		雪狮子王护腿				1	21451	2000	1	1	14	1	1	2	61220	1	100							4500	22902	9	22903	7																																														
61220		星龙头盔				1	21451	2000	1	1	10	1	1	1	61221	1	100							4500	22909	9	22910	7																																														
61221		星龙腕甲				1	21451	2000	1	1	11	1	1	1	61222	1	100							4500	22909	9	22910	7																																														
61222		星龙铠甲				1	21451	2000	1	1	12	1	1	1	61223	1	100							4500	22909	9	22910	7																																														
61223		星龙腰甲				1	21451	2000	1	1	13	1	1	1	61224	1	100							4500	22909	9	22910	7																																														
61224		星龙腿甲				1	21451	2000	1	1	14	1	1	1	61225	1	100							4500	22909	9	22910	7																																														
61225		星龙战帽				1	21451	2000	1	1	10	1	1	2	61226	1	100							4500	22909	9	22910	7																																														
61226		星龙护手				1	21451	2000	1	1	11	1	1	2	61227	1	100							4500	22909	9	22910	7																																														
61227		星龙护甲				1	21451	2000	1	1	12	1	1	2	61228	1	100							4500	22909	9	22910	7																																														
61228		星龙护腰				1	21451	2000	1	1	13	1	1	2	61229	1	100							4500	22909	9	22910	7																																														
61229		星龙护腿				1	21451	2000	1	1	14	1	1	2	61230	1	100							4500	22909	9	22910	7																																														
61310		白速龙王头盔				1				1	10	1	1	1	61231	1	100							2400	22953	5	22954	5	22955	1	23200	1	22956	1																																								
61311		白速龙王腕甲				1				1	11	1	1	1	61232	1	100							2400	22953	5	22954	5	22955	1	23200	1	22956	1																																								
61312		白速龙王铠甲				1				1	12	1	1	1	61233	1	100							2400	22953	5	22954	5	22955	1	22956	2																																										
61313		白速龙王腰甲				1				1	13	1	1	1	61234	1	100							2400	22953	5	22954	4	22955	2	22956	1																																										
61314		白速龙王腿甲				1				1	14	1	1	1	61235	1	100							2400	22953	5	22954	4	22955	1	23200	1	22956	1																																								
61315		白速龙王战帽				1				1	10	1	1	2	61236	1	100							2400	22953	5	22954	5	22955	1	23200	1	22956	1																																								
61316		白速龙王护手				1				1	11	1	1	2	61237	1	100							2400	22953	5	22954	5	22955	1	23200	1	22956	1																																								
61317		白速龙王护甲				1				1	12	1	1	2	61238	1	100							2400	22953	5	22954	5	22955	1	22956	2																																										
61318		白速龙王护腰				1				1	13	1	1	2	61239	1	100							2400	22953	5	22954	4	22955	2	22956	1																																										
61319		白速龙王护腿				1				1	14	1	1	2	61240	1	100							2400	22953	5	22954	4	22955	1	23200	1	22956	1																																								
61250		冰雷鸟头盔				1				1	10	1	1	1	61241	1	100							2400	22549	5	22550	5	22551	1	23236	1	22552	1																																								
61251		冰雷鸟腕甲				1				1	11	1	1	1	61242	1	100							2400	22549	5	22550	5	22551	1	23236	1	22552	1																																								
61252		冰雷鸟铠甲				1				1	12	1	1	1	61243	1	100							2400	22549	5	22550	5	22551	1	22552	2																																										
61253		冰雷鸟腰甲				1				1	13	1	1	1	61244	1	100							2400	22549	5	22550	4	22551	2	22552	1																																										
61254		冰雷鸟腿甲				1				1	14	1	1	1	61245	1	100							2400	22549	5	22550	4	22551	1	23236	1	22552	1																																								
61255		冰雷鸟战帽				1				1	10	1	1	2	61246	1	100							2400	22549	5	22550	5	22551	1	23236	1	22552	1																																								
61256		冰雷鸟护手				1				1	11	1	1	2	61247	1	100							2400	22549	5	22550	5	22551	1	23236	1	22552	1																																								
61257		冰雷鸟护甲				1				1	12	1	1	2	61248	1	100							2400	22549	5	22550	5	22551	1	22552	2																																										
61258		冰雷鸟护腰				1				1	13	1	1	2	61249	1	100							2400	22549	5	22550	4	22551	2	22552	1																																										
61259		冰雷鸟护腿				1				1	14	1	1	2	61250	1	100							2400	22549	5	22550	4	22551	1	23236	1	22552	1																																								
61270		银眠鸟头盔				1	21451	2000	1	1	10	1	1	1	61251	1	100							4500	22490	9	22491	7																																														
61271		银眠鸟腕甲				1	21451	2000	1	1	11	1	1	1	61252	1	100							4500	22490	9	22491	7																																														
61272		银眠鸟铠甲				1	21451	2000	1	1	12	1	1	1	61253	1	100							4500	22490	9	22491	7																																														
61273		银眠鸟腰甲				1	21451	2000	1	1	13	1	1	1	61254	1	100							4500	22490	9	22491	7																																														
61274		银眠鸟腿甲				1	21451	2000	1	1	14	1	1	1	61255	1	100							4500	22490	9	22491	7																																														
61275		银眠鸟战帽				1	21451	2000	1	1	10	1	1	2	61256	1	100							4500	22490	9	22491	7																																														
61276		银眠鸟护手				1	21451	2000	1	1	11	1	1	2	61257	1	100							4500	22490	9	22491	7																																														
61277		银眠鸟护甲				1	21451	2000	1	1	12	1	1	2	61258	1	100							4500	22490	9	22491	7																																														
61278		银眠鸟护腰				1	21451	2000	1	1	13	1	1	2	61259	1	100							4500	22490	9	22491	7																																														
61279		银眠鸟护腿				1	21451	2000	1	1	14	1	1	2	61260	1	100							4500	22490	9	22491	7																																														
61300		战鬼河狸兽头盔				1				1	10	1	1	1	61261	1	100							2400	22647	5	22648	5	22649	1	23230	1	22650	1																																								
61301		战鬼河狸兽腕甲				1				1	11	1	1	1	61262	1	100							2400	22647	5	22648	5	22649	1	23230	1	22650	1																																								
61302		战鬼河狸兽铠甲				1				1	12	1	1	1	61263	1	100							2400	22647	5	22648	5	22649	1	22650	2																																										
61303		战鬼河狸兽腰甲				1				1	13	1	1	1	61264	1	100							2400	22647	5	22648	4	22649	2	22650	1																																										
61304		战鬼河狸兽腿甲				1				1	14	1	1	1	61265	1	100							2400	22647	5	22648	4	22649	1	23230	1	22650	1																																								
61305		战鬼河狸兽战帽				1				1	10	1	1	2	61266	1	100							2400	22647	5	22648	5	22649	1	23230	1	22650	1																																								
61306		战鬼河狸兽护手				1				1	11	1	1	2	61267	1	100							2400	22647	5	22648	5	22649	1	23230	1	22650	1																																								
61307		战鬼河狸兽护甲				1				1	12	1	1	2	61268	1	100							2400	22647	5	22648	5	22649	1	22650	2																																										
61308		战鬼河狸兽护腰				1				1	13	1	1	2	61269	1	100							2400	22647	5	22648	4	22649	2	22650	1																																										
61309		战鬼河狸兽护腿				1				1	14	1	1	2	61270	1	100							2400	22647	5	22648	4	22649	1	23230	1	22650	1																																								
61240		剑豪镰蟹头盔				1				1	10	1	1	1	61271	1	100							2400	22477	5	22478	5	22479	1	23233	1	22480	1																																								
61241		剑豪镰蟹腕甲				1				1	11	1	1	1	61272	1	100							2400	22477	5	22478	5	22479	1	23233	1	22480	1																																								
61242		剑豪镰蟹铠甲				1				1	12	1	1	1	61273	1	100							2400	22477	5	22478	5	22479	1	22480	2																																										
61243		剑豪镰蟹腰甲				1				1	13	1	1	1	61274	1	100							2400	22477	5	22478	4	22479	2	22480	1																																										
61244		剑豪镰蟹腿甲				1				1	14	1	1	1	61275	1	100							2400	22477	5	22478	4	22479	1	23233	1	22480	1																																								
61245		剑豪镰蟹战帽				1				1	10	1	1	2	61276	1	100							2400	22477	5	22478	5	22479	1	23233	1	22480	1																																								
61246		剑豪镰蟹护手				1				1	11	1	1	2	61277	1	100							2400	22477	5	22478	5	22479	1	23233	1	22480	1																																								
61247		剑豪镰蟹护甲				1				1	12	1	1	2	61278	1	100							2400	22477	5	22478	5	22479	1	22480	2																																										
61248		剑豪镰蟹护腰				1				1	13	1	1	2	61279	1	100							2400	22477	5	22478	4	22479	2	22480	1																																										
61249		剑豪镰蟹护腿				1				1	14	1	1	2	61280	1	100							2400	22477	5	22478	4	22479	1	23233	1	22480	1																																								
61290		晶岩龙头盔				1	21451	2000	1	1	10	1	1	1	61281	1	100							4500	22633	9	22634	7																																														
61291		晶岩龙腕甲				1	21451	2000	1	1	11	1	1	1	61282	1	100							4500	22633	9	22634	7																																														
61292		晶岩龙铠甲				1	21451	2000	1	1	12	1	1	1	61283	1	100							4500	22633	9	22634	7																																														
61293		晶岩龙腰甲				1	21451	2000	1	1	13	1	1	1	61284	1	100							4500	22633	9	22634	7																																														
61294		晶岩龙腿甲				1	21451	2000	1	1	14	1	1	1	61285	1	100							4500	22633	9	22634	7																																														
61295		晶岩龙战帽				1	21451	2000	1	1	10	1	1	2	61286	1	100							4500	22633	9	22634	7																																														
61296		晶岩龙护手				1	21451	2000	1	1	11	1	1	2	61287	1	100							4500	22633	9	22634	7																																														
61297		晶岩龙护甲				1	21451	2000	1	1	12	1	1	2	61288	1	100							4500	22633	9	22634	7																																														
61298		晶岩龙护腰				1	21451	2000	1	1	13	1	1	2	61289	1	100							4500	22633	9	22634	7																																														
61299		晶岩龙护腿				1	21451	2000	1	1	14	1	1	2	61290	1	100							4500	22633	9	22634	7																																														
61260		尾晶蝎头盔				1	21451	2000	1	1	10	1	1	1	61291	1	100							4500	22533	9	22534	7																																														
61261		尾晶蝎腕甲				1	21451	2000	1	1	11	1	1	1	61292	1	100							4500	22533	9	22534	7																																														
61262		尾晶蝎铠甲				1	21451	2000	1	1	12	1	1	1	61293	1	100							4500	22533	9	22534	7																																														
61263		尾晶蝎腰甲				1	21451	2000	1	1	13	1	1	1	61294	1	100							4500	22533	9	22534	7																																														
61264		尾晶蝎腿甲				1	21451	2000	1	1	14	1	1	1	61295	1	100							4500	22533	9	22534	7																																														
61265		尾晶蝎战帽				1	21451	2000	1	1	10	1	1	2	61296	1	100							4500	22533	9	22534	7																																														
61266		尾晶蝎护手				1	21451	2000	1	1	11	1	1	2	61297	1	100							4500	22533	9	22534	7																																														
61267		尾晶蝎护甲				1	21451	2000	1	1	12	1	1	2	61298	1	100							4500	22533	9	22534	7																																														
61268		尾晶蝎护腰				1	21451	2000	1	1	13	1	1	2	61299	1	100							4500	22533	9	22534	7																																														
61269		尾晶蝎护腿				1	21451	2000	1	1	14	1	1	2	61300	1	100							4500	22533	9	22534	7																																														
61280		黑狼鸟头盔				1	21451	2000	1	1	10	1	1	1	61301	1	100							4500	22497	9	22498	7																																														
61281		黑狼鸟腕甲				1	21451	2000	1	1	11	1	1	1	61302	1	100							4500	22497	9	22498	7																																														
61282		黑狼鸟铠甲				1	21451	2000	1	1	12	1	1	1	61303	1	100							4500	22497	9	22498	7																																														
61283		黑狼鸟腰甲				1	21451	2000	1	1	13	1	1	1	61304	1	100							4500	22497	9	22498	7																																														
61284		黑狼鸟腿甲				1	21451	2000	1	1	14	1	1	1	61305	1	100							4500	22497	9	22498	7																																														
61285		黑狼鸟战帽				1	21451	2000	1	1	10	1	1	2	61306	1	100							4500	22497	9	22498	7																																														
61286		黑狼鸟护手				1	21451	2000	1	1	11	1	1	2	61307	1	100							4500	22497	9	22498	7																																														
61287		黑狼鸟护甲				1	21451	2000	1	1	12	1	1	2	61308	1	100							4500	22497	9	22498	7																																														
61288		黑狼鸟护腰				1	21451	2000	1	1	13	1	1	2	61309	1	100							4500	22497	9	22498	7																																														
61289		黑狼鸟护腿				1	21451	2000	1	1	14	1	1	2	61310	1	100							4500	22497	9	22498	7																																														
61320		红电龙头盔				1	21451	2000	1	1	10	1	1	1	61311	1	100							4500	22484	9	22485	7																																														
61321		红电龙腕甲				1	21451	2000	1	1	11	1	1	1	61312	1	100							4500	22484	9	22485	7																																														
61322		红电龙铠甲				1	21451	2000	1	1	12	1	1	1	61313	1	100							4500	22484	9	22485	7																																														
61323		红电龙腰甲				1	21451	2000	1	1	13	1	1	1	61314	1	100							4500	22484	9	22485	7																																														
61324		红电龙腿甲				1	21451	2000	1	1	14	1	1	1	61315	1	100							4500	22484	9	22485	7																																														
61325		红电龙战帽				1	21451	2000	1	1	10	1	1	2	61316	1	100							4500	22484	9	22485	7																																														
61326		红电龙护手				1	21451	2000	1	1	11	1	1	2	61317	1	100							4500	22484	9	22485	7																																														
61327		红电龙护甲				1	21451	2000	1	1	12	1	1	2	61318	1	100							4500	22484	9	22485	7																																														
61328		红电龙护腰				1	21451	2000	1	1	13	1	1	2	61319	1	100							4500	22484	9	22485	7																																														
61329		红电龙护腿				1	21451	2000	1	1	14	1	1	2	61320	1	100							4500	22484	9	22485	7																																														
61330		一角龙头盔				1	21451	2000	1	1	10	1	1	1	61321	1	100							4500	22918	9	22919	7																																														
61331		一角龙腕甲				1	21451	2000	1	1	11	1	1	1	61322	1	100							4500	22918	9	22919	7																																														
61332		一角龙铠甲				1	21451	2000	1	1	12	1	1	1	61323	1	100							4500	22918	9	22919	7																																														
61333		一角龙腰甲				1	21451	2000	1	1	13	1	1	1	61324	1	100							4500	22918	9	22919	7																																														
61334		一角龙腿甲				1	21451	2000	1	1	14	1	1	1	61325	1	100							4500	22918	9	22919	7																																														
61335		一角龙战帽				1	21451	2000	1	1	10	1	1	2	61326	1	100							4500	22918	9	22919	7																																														
61336		一角龙护手				1	21451	2000	1	1	11	1	1	2	61327	1	100							4500	22918	9	22919	7																																														
61337		一角龙护甲				1	21451	2000	1	1	12	1	1	2	61328	1	100							4500	22918	9	22919	7																																														
61338		一角龙护腰				1	21451	2000	1	1	13	1	1	2	61329	1	100							4500	22918	9	22919	7																																														
61339		一角龙护腿				1	21451	2000	1	1	14	1	1	2	61330	1	100							4500	22918	9	22919	7																																														
61340		祸星龙头盔				1	21451	2000	1	1	10	1	1	1	61331	1	100							6000	22663	9	22664	9	22665	3	23320	1	22666	1																																								
61341		祸星龙腕甲				1	21451	2000	1	1	11	1	1	1	61332	1	100							6000	22663	9	22664	9	22665	3	23320	1	22666	1																																								
61342		祸星龙铠甲				1	21451	2000	1	1	12	1	1	1	61333	1	100							6000	22663	9	22664	9	22665	2	23320	2	22666	1																																								
61343		祸星龙腰甲				1	21451	2000	1	1	13	1	1	1	61334	1	100							6000	22663	9	22664	9	22665	2	23320	1	22666	2																																								
61344		祸星龙腿甲				1	21451	2000	1	1	14	1	1	1	61335	1	100							6000	22663	9	22664	9	22665	2	23320	1	22666	1																																								
61345		祸星龙战帽				1	21451	2000	1	1	10	1	1	2	61336	1	100							6000	22663	9	22664	9	22665	3	23320	1	22666	1																																								
61346		祸星龙护手				1	21451	2000	1	1	11	1	1	2	61337	1	100							6000	22663	9	22664	9	22665	3	23320	1	22666	1																																								
61347		祸星龙护甲				1	21451	2000	1	1	12	1	1	2	61338	1	100							6000	22663	9	22664	9	22665	2	23320	2	22666	1																																								
61348		祸星龙护腰				1	21451	2000	1	1	13	1	1	2	61339	1	100							6000	22663	9	22664	9	22665	2	23320	1	22666	2																																								
61349		祸星龙护腿				1	21451	2000	1	1	14	1	1	2	61340	1	100							6000	22663	9	22664	9	22665	2	23320	1	22666	1																																								
61350		雌火龙头盔				1	21451	2000	1	1	10	1	1	1	61341	1	100							4500	22601	9	22602	7																																														
61351		雌火龙腕甲				1	21451	2000	1	1	11	1	1	1	61342	1	100							4500	22601	9	22602	7																																														
61352		雌火龙铠甲				1	21451	2000	1	1	12	1	1	1	61343	1	100							4500	22601	9	22602	7																																														
61353		雌火龙腰甲				1	21451	2000	1	1	13	1	1	1	61344	1	100							4500	22601	9	22602	7																																														
61354		雌火龙腿甲				1	21451	2000	1	1	14	1	1	1	61345	1	100							4500	22601	9	22602	7																																														
61355		雌火龙战帽				1	21451	2000	1	1	10	1	1	2	61346	1	100							4500	22601	9	22602	7																																														
61356		雌火龙护手				1	21451	2000	1	1	11	1	1	2	61347	1	100							4500	22601	9	22602	7																																														
61357		雌火龙护甲				1	21451	2000	1	1	12	1	1	2	61348	1	100							4500	22601	9	22602	7																																														
61358		雌火龙护腰				1	21451	2000	1	1	13	1	1	2	61349	1	100							4500	22601	9	22602	7																																														
61359		雌火龙护腿				1	21451	2000	1	1	14	1	1	2	61350	1	100							4500	22601	9	22602	7																																														
61360		片耳黑狼鸟头盔				1	21451	2000	1	1	10	1	1	1	61351	1	100							4500	22507	9	22508	7																																														
61361		片耳黑狼鸟腕甲				1	21451	2000	1	1	11	1	1	1	61352	1	100							4500	22507	9	22508	7																																														
61362		片耳黑狼鸟铠甲				1	21451	2000	1	1	12	1	1	1	61353	1	100							4500	22507	9	22508	7																																														
61363		片耳黑狼鸟腰甲				1	21451	2000	1	1	13	1	1	1	61354	1	100							4500	22507	9	22508	7																																														
61364		片耳黑狼鸟腿甲				1	21451	2000	1	1	14	1	1	1	61355	1	100							4500	22507	9	22508	7																																														
61365		片耳黑狼鸟战帽				1	21451	2000	1	1	10	1	1	2	61356	1	100							4500	22507	9	22508	7																																														
61366		片耳黑狼鸟护手				1	21451	2000	1	1	11	1	1	2	61357	1	100							4500	22507	9	22508	7																																														
61367		片耳黑狼鸟护甲				1	21451	2000	1	1	12	1	1	2	61358	1	100							4500	22507	9	22508	7																																														
61368		片耳黑狼鸟护腰				1	21451	2000	1	1	13	1	1	2	61359	1	100							4500	22507	9	22508	7																																														
61369		片耳黑狼鸟护腿				1	21451	2000	1	1	14	1	1	2	61360	1	100							4500	22507	9	22508	7																																														
61370		断刃一角龙头盔				1	21451	2000	1	1	10	1	1	1	61361	1	100							4500	22925	9	22926	7																																														
61371		断刃一角龙腕甲				1	21451	2000	1	1	11	1	1	1	61362	1	100							4500	22925	9	22926	7																																														
61372		断刃一角龙铠甲				1	21451	2000	1	1	12	1	1	1	61363	1	100							4500	22925	9	22926	7																																														
61373		断刃一角龙腰甲				1	21451	2000	1	1	13	1	1	1	61364	1	100							4500	22925	9	22926	7																																														
61374		断刃一角龙腿甲				1	21451	2000	1	1	14	1	1	1	61365	1	100							4500	22925	9	22926	7																																														
61375		断刃一角龙战帽				1	21451	2000	1	1	10	1	1	2	61366	1	100							4500	22925	9	22926	7																																														
61376		断刃一角龙护手				1	21451	2000	1	1	11	1	1	2	61367	1	100							4500	22925	9	22926	7																																														
61377		断刃一角龙护甲				1	21451	2000	1	1	12	1	1	2	61368	1	100							4500	22925	9	22926	7																																														
61378		断刃一角龙护腰				1	21451	2000	1	1	13	1	1	2	61369	1	100							4500	22925	9	22926	7																																														
61379		断刃一角龙护腿				1	21451	2000	1	1	14	1	1	2	61370	1	100							4500	22925	9	22926	7																																														
61380		烈焰雌火龙头盔				1	21451	2000	1	1	10	1	1	1	61371	1	100							6000	22610	9	22611	9	22612	3	23406	1	22613	1																																								
