#TSV
#============Begin of sheet============
@Sheet=messagebox
提示ID	提示内容	提示框类型	模态类型	标题栏内容	按钮1内容	按钮2内容	按钮3内容	关闭此UI默认执行的按钮功能	倒计时时间	参数1	文字颜色	分组	特殊确认功能
2958	点击星星进入圣诞关卡！	1	1	10	1							
2959	需要依次按照关卡顺序解锁哦~	1	1	3	8							
2960	"惊喜奖励计数器达到指定数量后可触发奖励（详情见上方说明），以下为计数器计数规则：\n①500次内解密成功，第500次抽取后获得“先进个人奖”，计数器清零重新累计；\n②500次内解密失败，第500次抽取后获得“勇往直前奖”，计数器继续累计；\n③继续抽取，若500~800次内解密成功，成功后计数器清零重新累计；\n④800次内解密失败，第800次抽取后获得“有求必应奖”，计数器清零重新累计；\n*惊喜奖励计数器仅在遗迹卷轴开启时显示，且只记录抽取石板次数，使用指定数字点亮不计入其中；"											
2961	恭喜您获得1张猎人商店兑换券！	1	1	3	8							
2962	恭喜您获得2张猎人商店兑换券！	1	1	3	8							
2963	恭喜您获得3张猎人商店兑换券！	1	1	3	8							
2964	恭喜您获得4张猎人商店兑换券！	1	1	3	8							
2965	恭喜您获得5张猎人商店兑换券！	1	1	3	8							
2966	恭喜您获得额外奖励猎人福袋*1	1	1	3	8							
2967	领取“利是封·喜”											
3000	锻造失败：你的等级不足	1	1	3	8							
3001	锻造失败：你的星级不足	1	1	3	8							
3002	锻造失败：你的材料不足	1	1	3	8							
3003	锻造失败：你的金钱不足	1	1	3	8							
3004	锻造失败：你的仓库空间不足	1	1	3	8							
3005	锻造成功：获得{物品名称}	1	1	10	6							
3006	武器斩味下降	1	1	10	1							
3007	开启第一击方向调整	1	1	10	1							
3008	关闭第一击方向调整	1	1	10	1							
3009	开启滚轮控制镜头俯仰	1	1	10	1							
3010	关闭滚轮控制镜头俯仰	1	1	10	1							
3011	武器斩味上升	1	1	10	1							
3012	购买失败，你与该NPC的友好度不足	1	1	3	8							
3013	购买失败，你的星级不足	1	1	3	8							
3014	购买失败，你没有足够的金钱或兑换物	1	1	3	8							
3015	购买失败，你不能携带更多的该物品	1	1	3	8							
3016	购买失败，你的背包或仓库空间不足	1	1	3	8							
3017	出售失败，已装备的物品无法出售	1	1	3	8							
3018	出售失败，该物品不可被出售	1	1	3	8							
3019	出售失败，物品不存在	1	1	3	8							
3020	购买成功，你获得了{物品名称}，请在背包或仓库中查看	1	1	3	6							
3021	购买成功，你获得了{物品名称}*{数量}，请在背包或仓库中查看	1	1	3	6							
3022	出售{物品名称}成功，你获得了{数值}银币	1	1									
3023	出售{物品名称}*{数量}成功，你获得了{数值}银币	1	1									
3024	回购失败，你与该NPC的友好度不足	1	1	3	8							
3025	回购失败，你的星级不足	1	1	3	8							
3026	回购失败，你没有足够的货币回购该物品	1	1	3	8							
3027	回购失败，你不能携带更多的该物品	1	1	3	8							
3028	回购失败，你的背包或仓库空间不足	1	1	3	8							
3029	回购成功，你获得了{物品名称}	1	1	3	6							
3030	回购成功，你获得了{物品名称}*{数量}	1	1	3	6							
3031	购买失败，该物品不存在	1	1	3	8							
3032	开启非第一击方向调整	1	1	10	1							
3033	关闭非第一击方向调整	1	1	10	1							
3034	开始交易	1	1	3	6							
3035	申请交易失败：{人物名称}拒绝了你的交易邀请	1	1	3	8							
3036	申请交易失败：你拒绝了{人物名称}的交易邀请	1	1	3	8							
3037	申请交易失败：{人物名称}目前无法进行交易	1	1	3	8							
3038	申请交易失败：{人物名称}繁忙，无法进行交易	1	1	3	8							
3039	申请交易失败：你目前无法进行交易	1	1	3	8							
3040	申请交易失败：{人物名称}不在当前地图	1	1	3	8							
3041	申请交易失败：{人物名称}正在选择狩猎场	1	1	3	8							
3042	该物品无法进行交易	1	1	3	8							
3043	交易栏已满	1	1	3	8							
3044	交易失败：对方不在当前地图	1	1	3	8							
3045	交易失败：对方目前无法进行交易	1	1	3	8							
3046	交易失败：背包空间不足	1	1	3	8							
3047	交易失败：物品超出携带上限	1	1	3	8							
3048	交易失败：金钱超出携带上限	1	1	3	8							
3049	交易失败：物品无法进行交易	1	1	3	8							
3050	交易结束	1	1	3	6							
3051	交易成功，你获得了{物品名称}，请在背包或仓库中查看	1	1									
3052	交易成功，你获得了{物品名称}*{数量}，请在背包或仓库中查看	1	1									
3053	交易成功，你获得了{数值}金币	1	1									
3054	对方正在放置交易物品											
3055	对方已经锁定交易物品											
3056	对方已经确认交易											
3057	物品不能放置在该栏位，请放置在下方的交易栏中	1	1	3	6							
3058	任务											
3059	拍卖行											
3060	商店											
3061	技能学习											
3062	装备突破											
3063	装备锻造											
3064	庄园设施											
3065	副本											
3066	邮箱											
3067	补给箱											
3068	交付箱											
3069	仓库											
3070	生产学习											
3071	装备升级											
3072	对话											
3073	你的身份信息不完整，将会自动受到防沉迷系统监督，若希望消除该系统的影响，请你登陆：http://fcm.qq.com/补充填写完整，防沉迷系统对年满18周岁以上玩家无限制	1	1	3	8							
3074	你累计在线时间已满1小时	1	1	3	8							
3075	你累计在线时间已满2小时	1	1	3	8							
3076	你已进入疲劳游戏时间，为了你的健康，请你立即下线休息，如不下线，你的身体将受到损害，你的收益将减半，直到你的累计下线时间满5小时后，才能恢复正常	1	1	3	8							
3077	你已进入不健康游戏时间，你的身体将受到损害，你的收益将降为0，你也将无法进行游戏行为，为了你的健康，请你立即下线休息。直到你的累计下线时间满5小时后，才能恢复正常	1	1	3	8							
3078	你目前受到防沉迷系统的限制，收益受到影响。为了你的健康，请你立即下线休息	1	1	3	8							
3079	你目前受到防沉迷系统的限制，收益减半	1	1	3	8							
3080	你的角色命名含有非法字符，请重新输入											
3081	{物品名称}已损坏	1	1	10	8							
3082	申请交易失败：超出交易距离限制	1	1	3	8							
3083	没有足够的弹药	1	1	3	8							
3084	你已成功加入QT队伍语音房间，现在可以和队友进行语音通话啦！	1	1									
3085	你的队友{人物名称}已进入QT队伍语音房间。	1	1									
3086	你已退出QT队伍语音房间。	1	1									
3087	你的队友{人物名称}已退出QT队伍语音房间。	1	1									
3088	点击加入QT队伍语音房间											
3089	【每日目标—{任务名称}】已达成	1	1	3	6							
3090	今日可发送带附件邮件的剩余次数：{数量}次	1	1									
3091	【{物品名称}】X{数量}											
3092	【{物品名称}】											
3093	附件多种物品											
3094	申请组队失败：对方已将你加入黑名单	1	1	3	8							
3095	邀请组队失败：对方已将你加入黑名单	1	1	3	8							
3096	交易成功，你获得了{物品名称}，已送至仓库	1	1									
3097	交易成功，你获得了{物品名称}*{数量}，已送至仓库	1	1									
3098	交易失败：背包及仓库空间不足	1	1	3	8							
3099	申请交易失败：{人物名称}已将你加入黑名单	1	1	3	8							
3100	添加猎友成功	1	1	3	8							
3101	已经添加过此人	1	1	3	8							
3102	超过人数最大限制	1	1									
3103	无法找到该玩家	1	1	3	8							
3104	无法找到该猎友	1	1									
3105	添加分组成功	1	1									
3106	删除分组成功	1	1									
3107	分组不存在	1	1									
3108	重命名分组成功	1	1									
3109	猎友不存在	1	1									
3110	武器斩味已达最大值	1	1	10	1							
3111	{字符串}	1	1	3	8							
3112	{字符串}	1	1	3	8							
3113	逃跑了	1	1	10	1							
3114	{物品名称}钓了上来	1	1	10	1							
3115	什么都没有	1	1	10	1							
3116	{字符串}	19	1									
3117	装备远近程类型不一致	1	1	3	8							
3118	请先点击上方的锁头状按钮，锁定交易物品											
3119	无法携带更多的{物品名称}	1	1	10	1							
3120	你的猎友{人物名称}上线了	1	1			好友系统						
3121	你的猎友{人物名称}下线了	1	1			好友系统						
3122	{物品名称}被偷走了！	1	1	10	1							
3123	不能添加自己为猎友	1	1	3	8							
3124	猎友分组名称不能重复	1	1	3	8							
3125	对方不在线	1	1	3	8							
3126	{人物名称}将你加为猎友	1	1									
3127	背包已满	1	1	10	8							
3128	原猎友{人物名称}角色不存在，已从猎友列表中移除。已添加新同名角色{人物名称}为猎友	1	1									
3129	放大：鼠标滚轮向前											
3130	缩小：鼠标滚轮向后											
3131	向左旋转：鼠标向左拖动											
3132	向右旋转：鼠标向右拖动											
3133	恢复默认大小及位置											
3134	将展示的装备状态重置为当前已穿着的装备											
3135	截图成功！你的游戏截图已保存至{字符串}。	1	1									
3136	{人物名称} 力尽被猫车拉回营地啦！剩余猫车次数无限	1	1									
3137	{人物名称} 力尽被猫车拉回营地啦！剩余{数值}次猫车	1	1									
3138	{人物名称} 又重新投入战斗啦！剩余次数无限	1	1									
3139	{人物名称} 又重新投入战斗啦！剩余{数值}次	1	1									
3140	猎团解散失败！	1	1	3	8							
3141	猎团解散失败：你没有该权限	1	1	3	8							
3142	猎团解散失败：猎团有其它成员，无法解散	1	1	3	8							
3143	该建筑信息错误	1	1	3	8							
3144	该建筑等级过低	1	1	3	8							
3145	猎团等级过低	1	1	3	8							
3146	猎团当前资金不足	1	1	3	8							
3147	恭喜你！商品已解锁	1	1	3	8							
3148	解锁商品失败	1	1	3	8							
3149	猎团贸易所等级过低	1	1	3	8							
3150	建筑升级失败：你没有改权限	1	1	3	8							
3151	建筑升级失败：不满足升级条件	1	1	3	8							
3152	建筑升级成功，当前等级为{数值}级	1	1	3	8							
3153	猎团资金已经到达上限	1	1	3	8							
3154	解锁商品失败，你没有该权限	1	1	3	8							
3155	对不起，你没有该操作权限	1	1	3	8							
3156	获得任务奖励猎团资金：{数量}	1	1									
3157	猎团仓库已解锁	1	1									
3158	猎团仓库未解锁，无法使用	1	1									
3180	恭喜！你已成功领取排行榜奖励【{物品名称}】	1	1	3	8							
3181	领取失败	1	1	3	8							
3182	猎团解散成功！	1	1	3	8							
3183	猎团管理员											
3184	你加入了{猎团名称}猎团											
3185	你加入{猎团名称}猎团的申请已经通过，恭喜你成为{猎团名称}猎团的一员。											
3186	你当前没有猎团！不能完成该任务。	1	1	3	8							
3187	猎团成员{人物名称}上线了	6	1	3	8							
3188	猎团成员{人物名称}下线了	6	1	3	8							
3189	猎团建筑【{字符串}】已升至{数值}级	6	1									
3190	您的猎团商店中有新的商品解锁了，记得去查看喵~	6	1									
3191	左键可对装备进行改良，右键取消	1	1	3	8							
3192	解锁猎团失败：高等级猎团不能解散！	6	1	3	8							
3193	恭喜你，武器解锁成功！	1	1	3	6							
3194	只有猎团的团长才能使用	1	1	3	8							
3195	请输入新的猎团名称											
3196	猎团名称修改成功	1	1	3	8							
3200	失去了抗暑能力	1	1	3	8							
3201	失去了抗寒能力	1	1	10	1							
3202	耐力暂时不会减少	1	1	10	1							
3203	耐力消耗回复正常	1	1	10	1							
3204	超过猎友分组数量最大限制	1	1									
3205	猎友分组名称含有非法字符	1	1									
3206	自定义组{数量}											
3207	超过字符长度上限	1	1									
3208	提取附件失败：背包/仓库已满，请先清理出足够的空间	1	1	3	8							
3209	提取附件失败：超出携带上限	1	1	3	8							
3210	提取附件失败：超出拥有上限	1	1	3	8							
3211	提取金币失败，所持金币已达上限	1	1	3	8							
3212	提取附件成功，获得了{数值}个{物品名称}	1	1	3	8							
3213	提取全部附件成功！	1	1	3	8							
3214	你的猎人等级还不足以发送邮件，继续努力锻炼吧！	1	1	3	8							
3215	目前你还没有该建筑											
3216	你目前无法进入猎团营地！请先加入猎团	1	1	3	8							
3217	你目前处于敏感操作状态！	1	1	3	8							
3218	你目前还没有猎团！先去猎团管理员处加入一个猎团吧	1	1	3	8							
3219	您不能把自己移除猎团！	6	1	3	8							
3220	只能移交给级别2的猎团成员											
3221	猎团仓库已超出每日存取上限	6	1	3	8							
3222	超过物品拥有上限	6	1	3	8							
3223	超过物品携带上限	6	1	3	8							
3224	背包空间不足	6	1	3	8							
3225	猎团仓库空间不足	6	1	3	8							
3226	目标位置已被锁定	6	1	3	8							
3227	物品已达到堆叠上限	6	1	3	8							
3228	目标物品无法合并	6	1	3	8							
3229	物品数量出错	6	1	3	8							
3230	无法将物品移动到目标位置	6	1	3	8							
3231	无法将绑定物品放入猎团仓库	6	1	3	8							
3232	修改备注失败：备注名称不合法，无法使用	3	8	6	1							
3233	修改备注成功！	1	1	3	8							
3234	没有权限使用仓库	1	1	3	8							
3235	猎团已成功学习猎团技能：{字符串}	6	1	3	8							
3236	技能学习成功	1	1	3	6							
3237	申请加入猎团失败：留言不能含有特殊字符	1	1	3	8							
3238	请在仓库界面点击解锁按钮，道具将自动扣除	1	1	10	1							
3239	跨服匹配中无法使用该功能	1	1	3	8							
3301	恭喜你！获得了1000银币	10	1									
3302	恭喜你！获得了1000银币	10	1									
3303	恭喜你！获得了3000银币	10	1									
3304	恭喜你！获得了4000银币	10	1									
3305	恭喜你！获得了8000银币	10	1									
3306	恭喜你！获得了1000金币	10	1									
3307	恭喜你！获得了180金币	10	1									
3308	恭喜你！获得了240金币	10	1									
3309	恭喜你！获得了300金币	10	1									
3310	恭喜你！获得了360金币	10	1									
3311	你有{数值}封新邮件！											
3312	没有新邮件											
3313	恭喜你！榜上有名，点击这里进行查看吧。											
3314	喵~暂未上榜，请继续努力吧。											
3315	退出游戏											
3316	系统设置											
3317	购买失败，你的猎团贡献度不足	1	1	3	8							
3318	该商品目前还未解锁，无法进行购买！	1	1	3	8							
3319	恭喜你，成功的领取了猎团工资：银币{数值}	6	1	3	8							
3320	喵~领取猎团工资失败！可能刚好被领光啦	6	1	3	8							
3321	申请交易失败，你目前的等级过低，不能进行交易	1	1	3	8							
3322	正在交易中	1	1	3	8							
3323	拍卖价格不正确，请重新输入	1	1	3	8							
3324	拍卖行系统内部错误{数值}	1	1	3	8							
3325	拍卖行系统内部错误	1	1	3	8							
3326	拍卖行系统内部错误	1	1	3	8							
3327	该物品不可被拍卖	1	1	3	8							
3328	你不能一次拍卖这么多物品	1	1	3	8							
3329	你的金币不足以支付手续费	1	1	3	8							
3330	拍卖行系统内部错误	1	1	3	8							
3331	你选择的物品不存在	1	1	3	8							
3332	输入的价格不得低于竞标价	1	1	3	8							
3333	你的金币不足	1	1	3	8							
3334	不能竞标自己的物品	1	1	3	8							
3335	当前最高价是你自己，不能与自己竞标	1	1	3	8							
3336	你搜索的物品不存在	1	1	3	8							
3337	拍卖行系统内部错误	1	1	3	8							
3338	拍卖行系统内部错误	1	1	3	8							
3339	搜索失败，服务器出错	1	1	3	8							
3350	兑换失败，内部错误{数值}	1	1	3	8							
3351	兑换失败，兑换材料不符	1	1	3	8							
3352	兑换失败，材料未成功扣除	1	1	3	8							
3353	兑换失败，兑换材料数量不符	1	1	3	8							
3354	兑换失败，兑换材料数量不足	1	1	3	8							
3355	勾选后，可解决部分键盘失灵的问题											
3356	勾选后，可解决部分输入法乱码的问题											
3357	雇佣赏金猎人一同进入狩猎场后将消耗1张赏金招募券											
3358	有队友时无法雇佣赏金猎人											
3359	雇佣赏金猎人时只能单人进入狩猎场	11	1									
3360	赏金招募券不足，无法雇佣赏金猎人进入狩猎场	11	1									
3361	有队友时无法雇佣赏金猎人	11	1									
3362	应用当前方案的配装											
3363	清空当前方案											
3364	重新命名当前方案											
3365	将当前实际的配装保存到该方案											
3366	此处无法进行该操作	1	1	3	8							
3367	{物品名称}不足，无法扩展该栏位	1	1	3	8							
3368	名称中包含非法字符	1	1	3	8							
3369	方案名称过长	1	1	3	8							
3370	你的仓库剩余空间不足，无法进行该操作	1	1	3	8							
3371	因仓库剩余空间不足，部分装备无法脱卸	1	1	3	8							
3372	扩展方案成功	1	2	10	2							
3373	装备穿戴成功	1	2	10	2							
3374	当前状态不允许更换装备	1	1	3	8							
3375	当前场景不允许更换装备	1	1	3	8							
3376	部分时装因类型不匹配已经自动脱卸	1	2	10	2							
3377	方案修改成功	1	2	10	2							
3378	配装方案已经清除	1	2	10	2							
3379	当前场景不允许执行该操作	1	1	3	8							
3380	方案名称已变更	1	2	10	2							
3381	配装方案为空，无法穿戴	1	1	3	8							
3382	装备的远近程类型与方案中装备的远近程类似不符，无法配置	1	1	3	8							
3383	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>学习了猎团技能"											
3384	"<FONT COLOR=\"\#ff0000\">{人物名称}</FONT>取出了<FONT COLOR=\"\#ff0000\">{物品名称}X{数量}</FONT>"											
3385	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>存放了<FONT COLOR=\"\#30ff30\">{物品名称}X{数量}</FONT>"											
3400	猎团内部错误{数值}	1	1	3	8							
3401	系统邮件											
3402	系统邮件											
3403	系统邮件											
3404	系统邮件											
3405	系统邮件											
3406	系统邮件											
3407	系统邮件											
3408	系统邮件											
3409	系统邮件											
3410	系统邮件											
3411	系统邮件											
3412	系统邮件											
3413	系统邮件											
3414	系统邮件											
3415	系统邮件											
3416	系统邮件											
3417	系统邮件											
3418	系统邮件											
3419	系统邮件											
3420	猎人公会失物部											
3421	您的失物											
3422	系统邮件											
3423	系统邮件											
3424	系统邮件											
3425	系统邮件											
3426	系统邮件											
3427	进入猎团预选赛											
3428	猎团仓库											
3429	猎团赛排行榜											
3430	升级训练所											
3431	猎团赛报名											
3432	亲爱的猎人，您在一次欢乐的开启礼物的尝试中东西掉了满地，现替您找回。											
3433	猎团淘汰赛准备											
3434	猎团淘汰赛对阵表											
3435	取消报名											
3436	货币交易所											
3437	系统邮件											
3438	系统邮件											
3439	系统邮件											
3440	系统邮件											
3441	申请加入猎团失败：你已超出申请上限，请耐心等待	1	1	3	8							
3442	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>}修改了猎团名称"											
3443	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>被<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>请离了猎团"											
3444	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>离开了猎团"											
3445	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>创建了猎团"											
3446	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>修改了猎团图标"											
3447	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>升级了猎团"											
3448	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>修改了猎团公告"											
3449	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>修改了猎团权限"											
3450	"<FONT COLOR=\"\#30ff30\">{人物名称}</FONT>把猎团团长转让给了{人物名称}"											
3451	解散猎团											
3452	升级招募所											
3453	升级资源库											
3454	升级贸易所											
3455	猎团金库											
3456	创建猎团失败：你已拥有猎团	1	1	3	8							
3457	该猎团名称无法使用	1	1	3	8							
3458	创建猎团失败	1	1	3	8							
3459	创建猎团失败：猎团名称无法使用	1	1	3	8							
3460	创建猎团失败：不满足创建条件	1	1	3	8							
3461	创建猎团失败：猎团宣言无法使用	1	1	3	8							
3462	创建猎团成功！您已成为猎团团长	1	1	3	8							
3463	未查找到该猎团	1	1	3	8							
3464	申请加入猎团失败	1	1	3	8							
3465	申请加入猎团失败：你不满足加入该猎团的条件	1	1	3	8							
3466	申请加入猎团失败：你已加入了一个猎团	1	1	3	8							
3467	申请加入猎团失败：该猎团人数已满	1	1	3	8							
3468	申请加入猎团成功，请耐心等待猎团的审批	1	1	3	8							
3469	你没有权限审批申请玩家	1	1	3	8							
3470	加入失败：成员已满	1	1	3	8							
3471	加入失败：对方玩家已有猎团。	1	1	3	8							
3472	该玩家不存在或已不在列表，无法审批。	1	1	3	8							
3473	{人物名称}加入了猎团	6	1	3	8							
3474	你已成功的加入猎团	6	1	3	8							
3475	{人物名称}被移出猎团	6	1	3	8							
3476	你已离开猎团	1	1	3	8							
3477	{人物名称}离开了猎团	6	1	3	8							
3478	团长不能自行离开猎团	6	1	3	8							
3479	该玩家已不在猎团内，无法移交团长。	1	1	3	8							
3480	只能移交给级别2的猎团成员	1	1	3	8							
3481	该玩家已离线，无法移交团长。	1	1	3	8							
3482	恭喜{人物名称}成为新的猎团团长。	6	1	3	8							
3483	{人物名称}将{人物名称}的头衔修改为{字符串}	6	1									
3484	升级猎团成功！	1	1	3	8							
3485	升级猎团失败：不满足升级条件	1	1	3	8							
3486	猎团已成功升级至Lv{数值}	1	1	3	8							
3487	猎团公告发布成功	6	1	3	8							
3488	{人物名称}上线了	1	1									
3489	您输入的搜索内容为空或非法字符！请重新输入	1	1	3	8							
3490	邀请失败！对方已有猎团。	1	1	3	8							
3491	你已被从猎团中移除！	1	1	3	8							
3492	今日猎团公告已更新，请到猎团信息面板查看！	6	1									
3493	你已拒绝{人物名称}的入团申请	1	1	3	8							
3494	你加入{猎团名称}的申请已被拒绝	1	1	3	8							
3495	邀请失败！目标玩家不在线或不存在。	1	1	3	8							
3496	邀请失败！目标玩家拒绝了你的邀请。	1	1	3	8							
3497	邀请失败！	1	1	3	8							
3498	邀请失败！请不要频繁发送猎团邀请。	1	1	3	8							
3499	邀请失败！该玩家目前在副本中。	1	1	3	8							
3500	申请交易失败，你当前处于登陆保护状态。剩余{数值}秒。	3	8	1	1							
3501	拍卖失败，你当前处于登陆保护状态。剩余{数值}秒。	3	8	1	1							
3502	发送邮件失败，你当前处于登陆保护状态。剩余{数值}秒。	3	8	1	1							
3503	删除角色失败，你当前处于登陆保护状态。剩余{数值}秒。	3	8	1	1							
3504	无法找到该玩家	3	8	1	1							
3505	喵~你的背包满了，领取奖励失败	3	8	1	1							
3506	修改头衔失败，你的权限不足！	3	8	6	1							
3507	无法继续修改该玩家的头衔	3	8	6	1							
3508	目标玩家不存在	3	8	1	1							
3509	发布公告失败：你当前没有猎团	3	8	6	1							
3510	发布公告失败：你的权限不足	3	8	6	1							
3511	发布公告失败：公告内容含有屏蔽字	3	8	6	1							
3512	发布公告失败	3	8	6	1							
3513	猎团标识修改成功！	3	8	6	1							
3514	猎团标识修改失败，你的权限不足！	3	8	6	1							
3515	你已将{人物名称}的头衔修改为{字符串}	3	8									
3516	{人物名称}将你的头衔修改为{字符串}	3	8									
3517	修改头衔名称成功！	3	8	6	1							
3518	{人物名称}修改了猎团头衔的名称，可在【猎团权限】->【头衔设置】中查看	6	1									
3519	修改猎团权限成功！	3	8	6	1							
3520	{人物名称}修改了猎团的权限，可在【猎团权限】->【权限设置】中查看	6	1									
3521	操作失败，你的权限不足	3	8	6	1							
3550	领取失败，未找到指定排行内容	3	8	1	1							
3551	领取失败，你目前的排名无法领取该奖励	3	8	1	1							
3552	领取失败	3	8	1	1							
3553	领取失败，你已经领取过该奖励了	3	8	1	1							
3554	{数量}天											
3555	{数量}小时											
3556	{数量}分钟											
3557	{数量}秒											
3558	{数量}秒											
3559	进入 TeamDeathMatch排队											
3560	退出 TeamDeathMatch排队											
3561	(试练)											
3562	(挑战)											
3563	(极限)											
3564	对不起，不能邀请自己交易。	1	1	3	8							
3565	激活奥义											
3566	请放入转移的起始装备											
3567	请放入转移的目标装备											
3568	夺回了 {物品名称} ！	1	1	10	1							
3569	好友内部错误{数值}	1	1									
3570	没有 {物品名称} 或 {物品名称} ！	1	1	10	1							
3571	申请交易失败，当前交易系统正在维护中！	1	1	3	8							
3572	您的交易栏已满，无法放入更多物品	1	1	3	8							
3573	成为VIP{数值}即可享有每日优惠											
3574	剩余VIP折扣次数{数值}/{数值}次											
3575	因仓库剩余空间不足，部分技能珠无法拆卸	1	1	3	8							
3601	您晋升到了VIP{数值}	10	1									
3602	成功领取了猎币	1	2	10	2							
3603	么么哒~	1	1	3	8							
3604	我好喜欢好喜欢你呀，你能给我吃一口吗？	1	1	3	8							
3605	我爱听故事，比如说吃饭，睡觉，打豆豆~	1	1	3	8							
3606	我蹲在这里不走等你找到我好不好 你快来呀我都要长蘑菇啦	1	1	3	8							
3607	我想送你一个让你非常喜欢的礼物可是邮递员不让我待在纸箱子里~	1	1	3	8							
3700	代金道具不足，无法锻造	10	8									
3701	代金道具不足，无法派生	10	8									
3702	代金道具不足，无法升级	10	8									
3703	至多使用{数值}个代金道具	10	8									
3704	未解锁（鳞粉属性总和达到 {数值} 可解锁）											
3705	备用											
3706	备用											
3707	备用											
3708	古岩嵌合成功！	1	1	3	1							
3709	您当前装备的武器无属性，无法按类型自动放入古岩！	1	1	3	8							
3710	部分孔位嵌合的古岩数量已达上限！（只放入其他孔位的古岩可继续嵌合）	1	1	3	8							
3711	只能放入与孔形相同的古岩！	1	1	3	8							
3712	您没有对应属性的古岩或尚未解锁孔！	1	1	3	8							
3713	狩猎准备期间不能卸载武器	1	1	3	8							
3714	你收到了一件礼包，请打开礼物盒收取	1	2	10	2							
3715	礼物已经成功寄出	1	2	10	2							
3716	这是我送你的礼物，以后永远陪我一起狩猎下去，好么？											
3717	成功收取礼物	1	2	10	2							
3718	你有礼物未收取	1	2	10	2							
3719	只能给添加了{数值}天以上的好友送礼	1	1	3	8							
3720	{人物名称}从新春大红包中抽出了18888银币！同祝大家新年好运！	1	1	3	8							
3721	该玩家不是你的好友	1	1	3	8							
3722	您所在的猎团因活跃人数不足，被猎人公会收回了许可而解散了。											
3723	这位成员加入猎团不足1天，暂不可开除，请观察下表现再做决定。	1	1	3	8							
3724	快捷换装											
3725	装备染色											
3726	"1.乱步奇面舞会(自由)的比赛周期为一个月\n2.玩家只要达到20级，均可参与比赛\n3.每天参与比赛的次数不限，只要赢得比赛就可获得积分。但每天每个关卡只能领取3次奖励\n4.通过不断的赢得比赛，可以累积积分，当积分达到100分时，则可提升段位\n5.段位总共分为7个档次，每个档次中又分为3个等级。当段位达到最高1-1时，若再次升级，则可升级为“狩魂”\n6.在段位为“狩魂”时，系统将会记录玩家在服务器中的排名。排名越高奖励越丰富"											
3727	竞技场											
3728	每天每个关卡只可获得3次											
3729	奖励											
3730	本周还可获得											
3731	勋章。勋章可在竞技场商店中兑换奖励											
3732	胜率:											
3733	胜利场次:											
3734	失败场次:											
3735	您已经接取过这个任务了	1	1	3	8							
3736	已报名											
3737	您所在猎团的团长已经为您报名了											
3738	报名成功	1	1	3	6							
3739	您没有报名参加此次活动，等待下次活动吧！	1	1	3	8							
3740	点击查看天地争锋狩猎季详细信息											
3741	距离下一阶段奖励还差：											
3742	您没有通过猎团报名，不能获得猎团奖励。											
3743	本次获得的勇气印记将在{字符串}清空，请及时领奖。											
3744	天地争锋狩猎季报名											
3745	查看战况											
3746	奖励领取											
3747	有{数量}封邮件带有附件或金币/银币，不能删除	1	1	10	8							
3748	只有战队的队长才能使用	1	1	3	8							
3749	请输入新的战队名称											
3750	战队名称修改成功	1	1	3	8							
3751	等											
3752	猎币											
3753	什么是狩猎部											
3754	http://mho.qq.com/client/mhb.htm											
3755	解锁成功！	10	1									
3756	升1级送10Q币											
3757	活动期间，升1级即可获得10Q币											
3758	提升1级HR等级，仍可获得10Q币											
3759	当前您已累积：											
3760	Q币											
3761	至少累积400Q币后才可提取，请加油冲级吧^_^	1	1	3	8							
3762	恭喜您已累积超过400Q币，继续狩猎可提升HR等级，活动结束时进入HR榜前5000名即可提取Q币！	1	1	3	8							
3763	"<FONT COLOR=\"\#30ff30\">“升级送Q币”活动规则</FONT><BR>1、开服14天内创建并登陆过游戏的角色自动参加本活动；<BR>2、活动期间，角色每升1级可以累积10Q币，（40级后角色等级将转变为HR等级，HR等级每升1级也同样累积10Q币）；<BR>3、角色每累积到指定值的Q币，还可获得额外奖励；<BR>4、开服第15天的凌晨3：00，所有40级以上的角色将根据那刻的HR等级榜（在排行榜HR榜中查看，详细排名活动页查看）排名前5000名的角色将累积的Q币提取为Q币，最高提取比例为100%，最低提取比例为1%（至少4Q币，详见官网），其余Q币将折算为银币发放；<BR>5、5000名后的所有角色，根据累积的Q币券，也将折算为丰厚的银币奖励发放；<BR>6、活动结束后，会有段时间进行统计，统计完成后提供领奖，请于一周内提取奖励；<BR>7、对于数据异常的角色，有权取消其活动参与资格。<BR><FONT COLOR=\"\#6285C6\">*升级小技巧：主线任务可以帮助快速升到40级，HR后在王立委托和王立精英中狩猎升级更快。获得更多的狩猎券可以拥有更多狩猎机会提升经验，快人一等。</FONT>"											
3764	荣誉勋章:											
3765	积分:											
3766	荣誉勋章本周可获得数量剩余											
3767	，可在商店兑换奖励											
