#TSV
#============Begin of sheet============
@Sheet=装备升级信息
ID	目标索引	装备ID	提升后物品id	强化等级下降	Rank等级下降	需求猎人星级	需求强化等级	需求装备物品等级	派生代币ID	派生代币抵扣金额	派生代币使用上限	需求金钱	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	类型素材1	类型素材点数1	类型素材2	类型素材点数2	类型素材3	类型素材点数3	类型素材4	类型素材点数4	类型素材5	类型素材点数5	类型素材6	类型素材点数6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
26512	10179	56584	163584	0	0	1	0	1	21451	2000	25	100000	22620	9	23117	9	23118	3	22621	6																																		
26513	10180	163584	164584	0	0	1	0	1	21451	2000	50	200000	23117	9	23118	5	23119	3	22621	6																																		
26521	10179	56584	163706	0	0	1	0	1	21451	2000	35	140000	23380	9	23384	9	23385	4	23383	6																																		
26522	11607	163706	164706	0	0	1	0	1	21451	2000	60	240000	23384	9	23385	5	23386	2	23383	6																																		
26531	12617	56145	56253	0	0	1	0	1	21451	2000	1	5000	22611	5	22612	2	23406	1	22613	1																																		
26532	11253	56253	163253	0	0	1	0	1	21451	2000	25	100000	22612	9	23406	9	23407	3	22613	6																																		
26533	11254	163253	164253	0	0	1	0	1	21451	2000	50	200000	23406	9	23407	5	23408	3	22613	6																																		
26541	12617	56145	56153	0	0	1	0	1				2500	22564	5	22565	2	23284	1																																				
26542	11829	56153	163153	0	0	1	0	1	21451	2000	16	65000	22565	9	23284	9	23285	3	22568	6																																		
26543	11830	163153	164153	0	0	1	0	1	21451	2000	42	170000	23284	9	23285	5	23286	2	22568	6																																		
26551	11829	56153	56222	0	0	1	0	1	21451	2000	1	5000	22573	5	22574	2	23305	1	22575	1																																		
26552	12647	56222	163222	0	0	1	0	1	21451	2000	25	100000	22574	9	23305	9	23306	3	22575	6																																		
26553	12648	163222	164222	0	0	1	0	1	21451	2000	50	200000	23305	9	23306	5	23307	3	22575	6																																		
26561	12235	162003	56623	0	0	1	0	1	21451	2000	1	7000	23150	5	23151	2	23155	1	23152	1																																		
26562	10729	56623	163623	0	0	1	0	1	21451	2000	16	65000	23151	9	23155	9	23156	3	23152	6																																		
26563	10730	163623	164623	0	0	1	0	1	21451	2000	42	170000	23155	9	23156	5	23157	2	23152	6																																		
26571	10729	56623	56586	0	0	1	0	1	21451	2000	1	5000	22525	5	22526	2	23123	1	22529	1																																		
26572	12021	56586	163586	0	0	1	0	1	21451	2000	25	100000	22526	9	23123	9	23124	3	22529	6																																		
26573	12022	163586	164586	0	0	1	0	1	21451	2000	50	200000	23123	9	23124	5	23125	3	22529	6																																		
26581	12021	56586	163700	0	0	1	0	1	21451	2000	25	100000	23347	9	23351	9	23352	3	23350	6																																		
26582	10300	163700	164700	0	0	1	0	1	21451	2000	50	200000	23351	9	23352	5	23353	3	23350	6																																		
26591	12234	161003	56104	0	0	1	0	1				2000	22862	3	22863	1	22864	1																																				
26592	10335	56104	162104	0	0	1	0	1	21451	2000	2	11000	22862	8	22863	3	23254	2	22864	2																																		
26593	10336	162104	163104	0	0	1	0	1	21451	2000	10	40000	22863	9	23254	6	23255	1	22864	6																																		
26594	10337	163104	164104	0	0	1	0	1	21451	2000	36	145000	23254	9	23255	5	23256	2	22864	6																																		
26601	10335	56104	56249	0	0	1	0	1	21451	2000	2	11000	22634	8	22635	3	23269	2	22636	2																																		
26602	11476	56249	163249	0	0	1	0	1	21451	2000	16	65000	22635	9	23269	9	23270	3	22636	6																																		
26603	11477	163249	164249	0	0	1	0	1	21451	2000	42	170000	23269	9	23270	5	23271	2	22636	6																																		
26611	11476	56249	56583	0	0	1	0	1	21451	2000	1	5000	22641	5	22642	2	23114	1	22643	1																																		
26612	10873	56583	163583	0	0	1	0	1	21451	2000	25	100000	22642	9	23114	9	23115	3	22643	6																																		
26613	10874	163583	164583	0	0	1	0	1	21451	2000	50	200000	23114	9	23115	5	23116	3	22643	6																																		
26621	10335	56104	56588	0	0	1	0	1	21451	2000	4	16000	22587	9	22588	5	23129	2	22589	3																																		
26622	11446	56588	163588	0	0	1	0	1	21451	2000	25	100000	22588	9	23129	9	23130	3	22589	6																																		
26623	11447	163588	164588	0	0	1	0	1	21451	2000	50	200000	23129	9	23130	5	23131	3	22589	6																																		
26631	11446	56588	163565	0	0	1	0	1	21451	2000	35	140000	22785	9	23409	9	23410	4	22786	6																																		
26632	12082	163565	164565	0	0	1	0	1	21451	2000	60	240000	23409	9	23410	5	23411	2	22786	6																																		
26641	10335	56104	56141	0	0	1	0	1	21451	2000	2	11000	22919	8	22920	3	23287	2	22921	2																																		
26642	10239	56141	163141	0	0	1	0	1	21451	2000	16	65000	22920	9	23287	9	23288	3	22921	6																																		
26643	10240	163141	164141	0	0	1	0	1	21451	2000	42	170000	23287	9	23288	5	23289	2	22921	6																																		
26651	10239	56141	56254	0	0	1	0	1	21451	2000	1	5000	22556	5	22557	2	23311	1	22558	1																																		
26652	11636	56254	163254	0	0	1	0	1	21451	2000	25	100000	22557	9	23311	9	23312	3	22558	6																																		
26653	11637	163254	164254	0	0	1	0	1	21451	2000	50	200000	23311	9	23312	5	23313	3	22558	6																																		
26661	10239	56141	56587	0	0	1	0	1	21451	2000	1	5000	22680	5	22681	2	23126	1	22682	1																																		
26662	12767	56587	163587	0	0	1	0	1	21451	2000	25	100000	22681	9	23126	9	23127	3	22682	6																																		
26663	12768	163587	164587	0	0	1	0	1	21451	2000	50	200000	23126	9	23127	5	23128	3	22682	6																																		
26671	10239	56141	56252	0	0	1	0	1				2500	22926	5	22927	2	23290	1																																				
26672	12356	56252	163252	0	0	1	0	1	21451	2000	16	65000	22927	9	23290	9	23291	3	22928	6																																		
26673	12357	163252	164252	0	0	1	0	1	21451	2000	42	170000	23290	9	23291	5	23292	2	22928	6																																		
26691	10761	56006	56012	0	0	1	0	1				1200	22580	3	22581	2	22582	1	22583	1																																		
26692	12582	56012	162012	0	0	1	0	1	21451	2000	1	6400	22581	5	22582	2	23197	1	22583	1																																		
26693	12583	162012	163012	0	0	1	0	1	21451	2000	11	47000	22582	9	23197	7	23198	2	22583	6																																		
26694	12584	163012	164012	0	0	1	0	1	21451	2000	36	145000	23197	9	23198	5	23199	2	22583	6																																		
26701	12582	56012	56108	0	0	1	0	1				2400	22849	3	22850	2	22851	1	22852	1																																		
26702	11059	56108	162108	0	0	1	0	1	21451	2000	2	11000	22850	8	22851	3	23248	2	22852	2																																		
26703	11060	162108	163108	0	0	1	0	1	21451	2000	10	40000	22851	9	23248	6	23249	1	22852	6																																		
26704	11061	163108	164108	0	0	1	0	1	21451	2000	36	145000	23248	9	23249	5	23250	2	22852	6																																		
26711	11059	56108	56126	0	0	1	0	1	21451	2000	1	4000	22498	3	22499	1	23239	1	22501	1																																		
26712	12051	56126	163126	0	0	1	0	1	21451	2000	11	47000	22499	9	23239	7	23240	2	22501	6																																		
26713	12052	163126	164126	0	0	1	0	1	21451	2000	36	145000	23239	9	23240	5	23241	2	22501	6																																		
26721	12051	56126	56582	0	0	1	0	1	21451	2000	1	7000	22508	5	22509	2	23111	1	22510	1																																		
26722	11123	56582	163582	0	0	1	0	1	21451	2000	16	65000	22509	9	23111	9	23112	3	22510	6																																		
26723	11124	163582	164582	0	0	1	0	1	21451	2000	42	170000	23111	9	23112	5	23113	2	22510	6																																		
26731	12582	56012	56024	0	0	1	0	1				1200	22817	3	22818	2	22819	1																																				
26732	12392	56024	162024	0	0	1	0	1	21451	2000	1	6400	22818	5	22819	2	23215	1	22820	1																																		
26733	12393	162024	163024	0	0	1	0	1	21451	2000	11	47000	22819	9	23215	7	23216	2	22820	6																																		
26734	12394	163024	164024	0	0	1	0	1	21451	2000	36	145000	23215	9	23216	5	23217	2	22820	6																																		
26741	12392	56024	56109	0	0	1	0	1				2400	22889	3	22890	2	22891	1	22892	1																																		
26742	10025	56109	162109	0	0	1	0	1	21451	2000	2	11000	22890	8	22891	3	23251	2	22892	2																																		
26743	10026	162109	163109	0	0	1	0	1	21451	2000	10	40000	22891	9	23251	6	23252	1	22892	6																																		
26744	10027	163109	164109	0	0	1	0	1	21451	2000	36	145000	23251	9	23252	5	23253	2	22892	6																																		
26751	12582	56012	56110	0	0	1	0	1				2400	22868	3	22869	2	22870	1	22871	1																																		
26752	11219	56110	162110	0	0	1	0	1	21451	2000	2	11000	22869	8	22870	3	23260	2	22871	2																																		
26753	11220	162110	163110	0	0	1	0	1	21451	2000	10	40000	22870	9	23260	6	23261	1	22871	6																																		
26754	11221	163110	164110	0	0	1	0	1	21451	2000	36	145000	23260	9	23261	5	23262	2	22871	6																																		
26761	11219	56110	56157	0	0	1	0	1	21451	2000	2	11000	22491	8	22492	3	23272	2	22493	2																																		
26762	10209	56157	163157	0	0	1	0	1	21451	2000	16	65000	22492	9	23272	9	23273	3	22493	6																																		
26763	10210	163157	164157	0	0	1	0	1	21451	2000	42	170000	23272	9	23273	5	23274	2	22493	6																																		
26771	10209	56157	56585	0	0	1	0	1	21451	2000	1	5000	22595	5	22596	2	23120	1	22597	1																																		
26772	11536	56585	163585	0	0	1	0	1	21451	2000	25	100000	22596	9	23120	9	23121	3	22597	6																																		
26773	11537	163585	164585	0	0	1	0	1	21451	2000	50	200000	23120	9	23121	5	23122	3	22597	6																																		
26791	10762	161006	56156	0	0	1	0	1	21451	2000	2	11000	22534	8	22535	3	23293	2	22536	2																																		
26792	10669	56156	163156	0	0	1	0	1	21451	2000	16	65000	22535	9	23293	9	23294	3	22536	6																																		
26793	10670	163156	164156	0	0	1	0	1	21451	2000	42	170000	23293	9	23294	5	23295	2	22536	6																																		
26801	10669	56156	56223	0	0	1	0	1	21451	2000	1	5000	22542	5	22543	2	23308	1	22544	1																																		
26802	11859	56223	163223	0	0	1	0	1	21451	2000	25	100000	22543	9	23308	9	23309	3	22544	6																																		
26803	11860	163223	164223	0	0	1	0	1	21451	2000	50	200000	23308	9	23309	5	23310	3	22544	6																																		
26821	10763	162006	56224	0	0	1	0	1	21451	2000	3	12000	22687	5	22688	2	23329	1	22689	1																																		
26822	12266	56224	163224	0	0	1	0	1	21451	2000	32	128000	22688	9	23329	9	23330	4	22689	6																																		
26823	12267	163224	164224	0	0	1	0	1	21451	2000	60	240000	23329	9	23330	5	23331	2	22689	6																																		
26831	12266	56224	56621	0	0	1	0	1	21451	2000	2	10000	22754	6	23179	3																																						
26832	10439	56621	163621	0	0	1	0	1	21451	2000	32	128000	22754	9	23179	9	23180	4	22755	6																																		
26833	10440	163621	164621	0	0	1	0	1	21451	2000	60	240000	23179	9	23180	5	23181	2	22755	6																																		
26841	10763	162006	56622	0	0	1	0	1	21451	2000	3	12000	22696	5	22697	2	23164	1	22698	1																																		
26842	10579	56622	163622	0	0	1	0	1	21451	2000	32	128000	22697	9	23164	9	23165	4	22698	6																																		
26843	10580	163622	164622	0	0	1	0	1	21451	2000	60	240000	23164	9	23165	5	23166	2	22698	6																																		
26851	10763	162006	163710	0	0	1	0	1	21451	2000	15	60000	23358	9	23361	8	23362	3	23359	6																																		
26852	12738	163710	164710	0	0	1	0	1	21451	2000	42	170000	23361	9	23362	5	23363	2	23359	6																																		
26861	10762	161006	56107	0	0	1	0	1				2000	22856	3	22857	1	22858	1																																				
26862	12432	56107	162107	0	0	1	0	1	21451	2000	2	11000	22856	8	22857	3	23257	2	22858	2																																		
26863	12433	162107	163107	0	0	1	0	1	21451	2000	10	40000	22857	9	23257	6	23258	1	22858	6																																		
26864	12434	163107	164107	0	0	1	0	1	21451	2000	36	145000	23257	9	23258	5	23259	2	22858	6																																		
26871	12432	56107	56143	0	0	1	0	1	21451	2000	2	11000	22485	8	22486	3	23266	2	22487	2																																		
26872	11991	56143	163143	0	0	1	0	1	21451	2000	16	65000	22486	9	23266	9	23267	3	22487	6																																		
26873	11992	163143	164143	0	0	1	0	1	21451	2000	42	170000	23266	9	23267	5	23268	2	22487	6																																		
26881	11991	56143	163703	0	0	1	0	1	21451	2000	36	145000	23368	9	23373	9	23374	5	23369	6																																		
26882	10610	163703	164703	0	0	1	0	1	21451	2000	60	240000	23373	9	23374	5	23375	2	23369	6																																		
30021	12826	210121	210122	0	0	1	0	1	21451	2000	3	15000	22910	9	22911	5	23296	2	22912	3																																		
30022	12823	210122	213122	0	0	1	0	1	21451	2000	16	65000	22911	9	23296	9	23297	3	22912	6																																		
30023	12824	213122	214122	0	0	1	0	1	21451	2000	42	170000	23296	9	23297	5	23298	2	22912	6																																		
30031	12823	210122	210182	0	0	1	0	1	21451	2000	1	5000	22664	5	22665	2	23320	1	22666	1																																		
30032	12866	210182	213182	0	0	1	0	1	21451	2000	25	100000	22665	9	23320	9	23321	3	22666	6																																		
30033	12867	213182	214182	0	0	1	0	1	21451	2000	50	200000	23320	9	23321	5	23322	3	22666	6																																		
30041	12866	210182	210625	0	0	1	0	1	21451	2000	3	12000	22985	5	22986	2	23170	1	22987	1																																		
30042	12847	210625	213625	0	0	1	0	1	21451	2000	32	128000	22986	9	23170	9	23171	4	22987	6																																		
30043	12848	213625	214625	0	0	1	0	1	21451	2000	60	240000	23170	9	23171	5	23172	2	22987	6																																		
30051	12826	210121	210231	0	0	1	0	1	21451	2000	5	20000	22228	9	22229	7	23302	3	22230	5																																		
30052	12841	210231	213231	0	0	1	0	1	21451	2000	25	100000	22229	9	23302	9	23303	3	22230	6																																		
30053	12842	213231	214231	0	0	1	0	1	21451	2000	50	200000	23302	9	23303	5	23304	3	22230	6																																		
30071	12827	212121	210185	0	0	1	0	1	21451	2000	2	11000	22602	8	22603	3	23281	2	22604	2																																		
30072	12887	210185	213185	0	0	1	0	1	21451	2000	16	65000	22603	9	23281	9	23282	3	22604	6																																		
30073	12888	213185	214185	0	0	1	0	1	21451	2000	42	170000	23281	9	23282	5	23283	2	22604	6																																		
30081	12887	210185	210584	0	0	1	0	1	21451	2000	1	5000	22619	5	22620	2	23117	1	22621	1																																		
30082	12811	210584	213584	0	0	1	0	1	21451	2000	25	100000	22620	9	23117	9	23118	3	22621	6																																		
30083	12812	213584	214584	0	0	1	0	1	21451	2000	50	200000	23117	9	23118	5	23119	3	22621	6																																		
30091	12811	210584	213706	0	0	1	0	1	21451	2000	35	140000	23380	9	23384	9	23385	4	23383	6																																		
30092	12857	213706	214706	0	0	1	0	1	21451	2000	60	240000	23384	9	23385	5	23386	2	23383	6																																		
30111	12828	213121	210569	0	0	1	0	1	21451	2000	3	12000	23104	5	23105	2	23418	1	23106	1																																		
30112	12926	210569	213569	0	0	1	0	1	21451	2000	32	128000	23105	9	23418	9	23419	4	23106	6																																		
30113	12927	213569	214569	0	0	1	0	1	21451	2000	60	240000	23418	9	23419	5	23420	2	23106	6																																		
30121	12828	213121	210627	0	0	1	0	1	21451	2000	3	12000	22977	5	22978	2	23176	1	22979	1																																		
30122	12850	210627	213627	0	0	1	0	1	21451	2000	32	128000	22978	9	23176	9	23177	4	22979	6																																		
30123	12851	213627	214627	0	0	1	0	1	21451	2000	60	240000	23176	9	23177	5	23178	2	22979	6																																		
30131	12850	210627	213704	0	0	1	0	1	21451	2000	22	88000	23397	9	23400	9	23401	3	23398	6																																		
30132	12845	213704	214704	0	0	1	0	1	21451	2000	50	200000	23400	9	23401	5	23402	3	23398	6																																		
30141	12828	213121	210553	0	0	1	0	1	21451	2000	3	12000	22775	5	22776	2	23158	1	22777	1																																		
30142	12942	210553	213553	0	0	1	0	1	21451	2000	22	88000	22776	9	23158	9	23159	3	22777	6																																		
30143	12943	213553	214553	0	0	1	0	1	21451	2000	50	200000	23158	9	23159	5	23160	3	22777	6																																		
30151	12942	210553	210568	0	0	1	0	1	21451	2000	2	10000	22996	6	23167	3																																						
30152	12945	210568	213568	0	0	1	0	1	21451	2000	32	128000	22996	9	23167	9	23168	4	22997	6																																		
30153	12946	213568	214568	0	0	1	0	1	21451	2000	60	240000	23167	9	23168	5	23169	2	22997	6																																		
30171	12838	210006	211110	0	0	1	0	1				3600	22868	7	22869	5	22870	2	22871	1																																		
30172	12929	211110	212110	0	0	1	0	1	21451	2000	2	11000	22869	8	22870	3	23260	2	22871	2																																		
30173	12930	212110	213110	0	0	1	0	1	21451	2000	10	40000	22870	9	23260	6	23261	1	22871	6																																		
30174	12931	213110	214110	0	0	1	0	1	21451	2000	36	145000	23260	9	23261	5	23262	2	22871	6																																		
30181	12929	211110	210157	0	0	1	0	1	21451	2000	2	11000	22491	8	22492	3	23272	2	22493	2																																		
30182	12933	210157	213157	0	0	1	0	1	21451	2000	16	65000	22492	9	23272	9	23273	3	22493	6																																		
30183	12934	213157	214157	0	0	1	0	1	21451	2000	42	170000	23272	9	23273	5	23274	2	22493	6																																		
30191	12933	210157	210227	0	0	1	0	1	21451	2000	1	5000	22595	5	22596	2	23120	1	22597	1																																		
30192	12936	210227	213227	0	0	1	0	1	21451	2000	25	100000	22596	9	23120	9	23121	3	22597	6																																		
30193	12937	213227	214227	0	0	1	0	1	21451	2000	50	200000	23120	9	23121	5	23122	3	22597	6																																		
30211	12839	211006	210566	0	0	1	0	1	21451	2000	7	28000	22969	9	22970	7	23161	3	22971	5																																		
30212	12939	210566	213566	0	0	1	0	1	21451	2000	22	88000	22970	9	23161	9	23162	3	22971	6																																		
30213	12940	213566	214566	0	0	1	0	1	21451	2000	50	200000	23161	9	23162	5	23163	3	22971	6																																		
30231	12840	212006	213710	0	0	1	0	1	21451	2000	15	60000	23358	9	23361	8	23362	3	23359	6																																		
30232	12894	213710	214710	0	0	1	0	1	21451	2000	42	170000	23361	9	23362	5	23363	2	23359	6																																		
30241	12840	212006	213703	0	0	1	0	1	21451	2000	35	140000	23368	9	23373	9	23374	4	23369	6																																		
30242	12830	213703	214703	0	0	1	0	1	21451	2000	60	240000	23373	9	23374	5	23375	2	23369	6																																		
30251	12838	210006	210156	0	0	1	0	1	21451	2000	3	15000	22534	9	22535	5	23293	2	22536	3																																		
30252	12948	210156	213156	0	0	1	0	1	21451	2000	16	65000	22535	9	23293	9	23294	3	22536	6																																		
30253	12949	213156	214156	0	0	1	0	1	21451	2000	42	170000	23293	9	23294	5	23295	2	22536	6																																		
30261	12948	210156	210223	0	0	1	0	1	21451	2000	1	5000	22542	5	22543	2	23308	1	22544	1																																		
30262	12951	210223	213223	0	0	1	0	1	21451	2000	25	100000	22543	9	23308	9	23309	3	22544	6																																		
30263	12952	213223	214223	0	0	1	0	1	21451	2000	50	200000	23308	9	23309	5	23310	3	22544	6																																		
30281	12954	210003	210184	0	0	1	0	1				3600	22902	7	22903	5	22904	2	22905	1																																		
30282	12819	210184	212184	0	0	1	0	1	21451	2000	2	11000	22903	8	22904	3	23263	2	22905	2																																		
30283	12820	212184	213184	0	0	1	0	1	21451	2000	10	40000	22904	9	23263	6	23264	1	22905	6																																		
30284	12821	213184	214184	0	0	1	0	1	21451	2000	36	145000	23263	9	23264	5	23265	2	22905	6																																		
30291	12819	210184	210551	0	0	1	0	1				2000	22896	3	22897	1	22898	1																																				
30292	12862	210551	212551	0	0	1	0	1	21451	2000	2	11000	22896	8	22897	3	23227	2	22898	2																																		
30293	12863	212551	213551	0	0	1	0	1	21451	2000	10	40000	22897	9	23227	6	23228	1	22898	6																																		
30294	12864	213551	214551	0	0	1	0	1	21451	2000	36	145000	23227	9	23228	5	23229	2	22898	6																																		
30301	12862	210551	210592	0	0	1	0	1	21451	2000	4	16000	22767	9	22768	5	23141	2	22769	3																																		
30302	12832	210592	213592	0	0	1	0	1	21451	2000	25	100000	22768	9	23141	9	23142	3	22769	6																																		
30303	12833	213592	214592	0	0	1	0	1	21451	2000	50	200000	23141	9	23142	5	23143	3	22769	6																																		
30311	12862	210551	210303	0	0	1	0	1	21451	2000	2	11000	22673	8	22674	3	23275	2	22675	2																																		
30312	12884	210303	213303	0	0	1	0	1	21451	2000	16	65000	22674	9	23275	9	23276	3	22675	6																																		
30313	12885	213303	214303	0	0	1	0	1	21451	2000	42	170000	23275	9	23276	5	23277	2	22675	6																																		
30321	12884	210303	210581	0	0	1	0	1	21451	2000	1	5000	22792	5	22793	2	23144	1	22794	1																																		
30322	12878	210581	213581	0	0	1	0	1	21451	2000	25	100000	22793	9	23144	9	23145	3	22794	6																																		
30323	12879	213581	214581	0	0	1	0	1	21451	2000	50	200000	23144	9	23145	5	23146	3	22794	6																																		
30341	12955	211003	210186	0	0	1	0	1	21451	2000	2	11000	22926	8	22927	3	23290	2	22928	2																																		
30342	12881	210186	213186	0	0	1	0	1	21451	2000	16	65000	22927	9	23290	9	23291	3	22928	6																																		
30343	12882	213186	214186	0	0	1	0	1	21451	2000	42	170000	23290	9	23291	5	23292	2	22928	6																																		
30351	12881	210186	210302	0	0	1	0	1	21451	2000	1	5000	22556	5	22557	2	23311	1	22558	1																																		
30352	12859	210302	213302	0	0	1	0	1	21451	2000	25	100000	22557	9	23311	9	23312	3	22558	6																																		
30353	12860	213302	214302	0	0	1	0	1	21451	2000	50	200000	23311	9	23312	5	23313	3	22558	6																																		
30361	12955	211003	210588	0	0	1	0	1	21451	2000	4	16000	22587	9	22588	5	23129	2	22589	3																																		
30362	12853	210588	213588	0	0	1	0	1	21451	2000	25	100000	22588	9	23129	9	23130	3	22589	6																																		
30363	12854	213588	214588	0	0	1	0	1	21451	2000	50	200000	23129	9	23130	5	23131	3	22589	6																																		
30371	12853	210588	213565	0	0	1	0	1	21451	2000	35	140000	22785	9	23409	9	23410	4	22786	6																																		
30372	12876	213565	214565	0	0	1	0	1	21451	2000	60	240000	23409	9	23410	5	23411	2	22786	6																																		
30381	12955	211003	210623	0	0	1	0	1	21451	2000	2	11000	23150	8	23151	3	23155	2	23152	2																																		
30382	12835	210623	213623	0	0	1	0	1	21451	2000	16	65000	23151	9	23155	9	23156	3	23152	6																																		
30383	12836	213623	214623	0	0	1	0	1	21451	2000	42	170000	23155	9	23156	5	23157	2	23152	6																																		
30391	12835	210623	210586	0	0	1	0	1	21451	2000	1	5000	22525	5	22526	2	23123	1	22529	1																																		
30392	12872	210586	213586	0	0	1	0	1	21451	2000	25	100000	22526	9	23123	9	23124	3	22529	6																																		
30393	12873	213586	214586	0	0	1	0	1	21451	2000	50	200000	23123	9	23124	5	23125	3	22529	6																																		
30401	12872	210586	213700	0	0	1	0	1	21451	2000	25	100000	23347	9	23351	9	23352	3	23350	6																																		
30402	12815	213700	214700	0	0	1	0	1	21451	2000	50	200000	23351	9	23352	5	23353	3	23350	6																																		
61030	65021	65021	65741	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	5	23186	3	22936	2																																		
61031	65022	65022	65742	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	5	23186	3	22936	1																																		
61032	65023	65023	65743	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	5	23186	3	22936	1																																		
61033	65024	65024	65744	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	4	23186	2	22936	1																																		
61034	65025	65025	65745	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	4	23186	2	22936	1																																		
61035	65026	65026	65746	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	5	23186	3	22936	2																																		
61036	65027	65027	65747	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	5	23186	3	22936	1																																		
61037	65028	65028	65748	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	5	23186	3	22936	1																																		
61038	65029	65029	65749	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	4	23186	2	22936	1																																		
61039	65030	65030	65750	0	0	1	0	1	21451	2000	8	32000	22938	9	23185	4	23186	2	22936	1																																		
61010	65001	65001	65751	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	5	23189	1	23190	1	22796	2																																
61011	65002	65002	65752	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	5	23189	1	23190	1	22796	1																																
61012	65003	65003	65753	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	5	23189	1	23190	1	22796	1																																
61013	65004	65004	65754	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	4	23189	2	22796	1																																		
61014	65005	65005	65755	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	4	23189	2	22796	1																																		
61015	65006	65006	65756	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	5	23189	1	23190	1	22796	2																																
61016	65007	65007	65757	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	5	23189	1	23190	1	22796	1																																
61017	65008	65008	65758	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	5	23189	1	23190	1	22796	1																																
61018	65009	65009	65759	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	4	23189	2	22796	1																																		
61019	65010	65010	65760	0	0	1	0	1	21451	2000	8	32000	22800	9	23188	4	23189	2	22796	1																																		
61020	65011	65011	65761	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	5	23192	1	23193	1	22929	2																																
61021	65012	65012	65762	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	5	23192	1	23193	1	22929	1																																
61022	65013	65013	65763	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	5	23192	1	23193	1	22929	1																																
61023	65014	65014	65764	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	4	23192	2	22929	1																																		
61024	65015	65015	65765	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	4	23192	2	22929	1																																		
61025	65016	65016	65766	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	5	23192	1	23193	1	22929	2																																
61026	65017	65017	65767	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	5	23192	1	23193	1	22929	1																																
61027	65018	65018	65768	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	5	23192	1	23193	1	22929	1																																
61028	65019	65019	65769	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	4	23192	2	22929	1																																		
61029	65020	65020	65770	0	0	1	0	1	21451	2000	8	32000	22933	9	23191	4	23192	2	22929	1																																		
61050	65041	65041	65771	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	5	23195	1	23196	1	22944	2																																
61051	65042	65042	65772	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	5	23195	1	23196	1	22944	1																																
61052	65043	65043	65773	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	5	23195	1	23196	1	22944	1																																
61053	65044	65044	65774	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	4	23195	2	22944	1																																		
61054	65045	65045	65775	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	4	23195	2	22944	1																																		
61055	65046	65046	65776	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	5	23195	1	23196	1	22944	2																																
61056	65047	65047	65777	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	5	23195	1	23196	1	22944	1																																
61057	65048	65048	65778	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	5	23195	1	23196	1	22944	1																																
61058	65049	65049	65779	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	4	23195	2	22944	1																																		
61059	65050	65050	65780	0	0	1	0	1	21451	2000	8	32000	22943	9	23194	4	23195	2	22944	1																																		
61040	65031	65031	65781	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	5	23198	1	23199	1	22583	2																																
61041	65032	65032	65782	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	5	23198	1	23199	1	22583	1																																
61042	65033	65033	65783	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	5	23198	1	23199	1	22583	1																																
61043	65034	65034	65784	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	4	23198	2	22583	1																																		
