#TSV
#============Begin of sheet============
@Sheet=亚种怪物武器模型ID
avatarid	partid	modelfile1	modelfile2	usecustomcolor	customcolor	texture	secondary_usecustomcolor	secondary_customcolor	secondary_texture	surfacetype	customeffect	effect_pos	effect_angle	effect_scale	effect_bone	effect_worlddir	customeffect_slave	effect_slave_pos	effect_slave_angle	effect_slave_scale	effect_slave_bone	effect_slave_worlddir
211487	2	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311487	3	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_body.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411487	4	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511487	5	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121487	1	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221487	2	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321487	3	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_body.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421487	4	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521487	5	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_leg.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112487	1	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212487	2	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312487	3	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_body.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412487	4	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512487	5	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma073_pl_m/ma073_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122487	1	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222487	2	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322487	3	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_body.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422487	4	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522487	5	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_leg.chr		0	0,0,0	Objects/characters/player/female/ma073_pl_f/ma073_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111488	1	objects/characters/player/male/ma008_pl_m/ma008_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211488	2	objects/characters/player/male/ma008_u01_pl_m/ma008_u01_pl_m_arm.cdf		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311488	3	objects/characters/player/male/ma008_pl_m/ma008_pl_m_body.chr		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411488	4	objects/characters/player/male/ma008_pl_m/ma008_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511488	5	objects/characters/player/male/ma008_u01_pl_m/ma008_u01_pl_m_leg.cdf		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121488	1	objects/characters/player/female/ma008_pl_f/ma008_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221488	2	objects/characters/player/female/ma008_u01_pl_f/ma008_u01_pl_f_arm.cdf		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321488	3	objects/characters/player/female/ma008_pl_f/ma008_pl_f_body.chr		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421488	4	objects/characters/player/female/ma008_pl_f/ma008_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521488	5	objects/characters/player/female/ma008_u01_pl_f/ma008_u01_pl_f_leg.cdf		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112488	1	objects/characters/player/male/ma008_pl_m/ma008_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212488	2	objects/characters/player/male/ma008_u01_pl_m/ma008_u01_pl_m_arm.cdf		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312488	3	objects/characters/player/male/ma008_pl_m/ma008_pl_m_body.chr		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412488	4	objects/characters/player/male/ma008_pl_m/ma008_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512488	5	objects/characters/player/male/ma008_u01_pl_m/ma008_u01_pl_m_leg.cdf		0	0,0,0	Objects/characters/player/male/ma008_u02_pl_m/ma008_u02_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122488	1	objects/characters/player/female/ma008_pl_f/ma008_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222488	2	objects/characters/player/female/ma008_u01_pl_f/ma008_u01_pl_f_arm.cdf		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322488	3	objects/characters/player/female/ma008_pl_f/ma008_pl_f_body.chr		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422488	4	objects/characters/player/female/ma008_pl_f/ma008_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522488	5	objects/characters/player/female/ma008_u01_pl_f/ma008_u01_pl_f_leg.cdf		0	0,0,0	Objects/characters/player/female/ma008_u02_pl_f/ma008_u02_pl_f_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111489	1	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211489	2	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311489	3	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_body.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411489	4	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511489	5	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121489	1	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221489	2	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321489	3	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_body.chr	objects/characters/player/female/ma055_pl_f/ma055_pl_f_body_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421489	4	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521489	5	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_leg.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112489	1	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212489	2	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312489	3	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_body.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412489	4	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512489	5	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma055_pl_m/ma055_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122489	1	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222489	2	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322489	3	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_body.chr	objects/characters/player/female/ma055_pl_f/ma055_pl_f_body_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422489	4	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522489	5	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_leg.chr		0	0,0,0	Objects/characters/player/female/ma055_pl_f/ma055_pl_f_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111490	1	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211490	2	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311490	3	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_havok.cdf	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_non_havok.chr	0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411490	4	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511490	5	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121490	1	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221490	2	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321490	3	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421490	4	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521490	5	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112490	1	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212490	2	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312490	3	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_havok.cdf	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_non_havok.chr	0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412490	4	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512490	5	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma069_pl_m/ma069_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122490	1	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222490	2	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322490	3	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422490	4	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522490	5	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111491	1	objects/characters/player/male/ma069_pl_m/ma069_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211491	2	objects/characters/player/male/ma069_pl_m/ma069_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311491	3	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_havok.cdf	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_non_havok.chr	0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_body.mtl	0	0,0,0	objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_body.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411491	4	objects/characters/player/male/ma069_pl_m/ma069_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511491	5	objects/characters/player/male/ma069_pl_m/ma069_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121491	1	objects/characters/player/female/ma069_pl_f/ma069_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221491	2	objects/characters/player/female/ma069_pl_f/ma069_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321491	3	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_body.mtl	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_body.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421491	4	objects/characters/player/female/ma069_pl_f/ma069_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521491	5	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_leg.mtl	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_leg.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112491	1	objects/characters/player/male/ma069_pl_m/ma069_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212491	2	objects/characters/player/male/ma069_pl_m/ma069_pl_m_arm.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312491	3	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_havok.cdf	objects/characters/player/male/ma069_pl_m/ma069_pl_m_body_non_havok.chr	0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_body.mtl	0	0,0,0	objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_body.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412491	4	objects/characters/player/male/ma069_pl_m/ma069_pl_m_wst.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512491	5	objects/characters/player/male/ma069_pl_m/ma069_pl_m_leg.chr		0	0,0,0	Objects/characters/player/male/ma069_u01_pl_m/ma069_u01_pl_m_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122491	1	objects/characters/player/female/ma069_pl_f/ma069_pl_f_hat.chr		0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222491	2	objects/characters/player/female/ma069_pl_f/ma069_pl_f_arm.chr		0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322491	3	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_body_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_body.mtl	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_body.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422491	4	objects/characters/player/female/ma069_pl_f/ma069_pl_f_wst.chr		0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522491	5	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_havok.cdf	objects/characters/player/female/ma069_pl_f/ma069_pl_f_leg_non_havok.chr	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_leg.mtl	0	0,0,0	Objects/characters/player/female/ma069_u01_pl_f/ma069_u01_pl_f_leg.mtl	metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111492	1	Objects/characters/player/male/ma048_pl_m/ma048_pl_m_hat.chr		0	0,0,0	Objects/characters/player/male/ma048_pl_m/ma048_pl_m_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
