#TSV
#============Begin of sheet============
@Sheet=开箱子
开包物品ID	开包物品名称	消耗材料	开包时间	道具添加模式	随机物品组Min	随机物品组Max	绑定类型	重复选择物品组	物品组ID	相对概率	随机物品次数Min	随机物品次数Max
5686	梅城10圈奖励	0	1000		0	0	2	0	14058	0	0	0
5686	梅城10圈奖励	0	1000		0	0	2	0	14059	0	0	0
5686	梅城10圈奖励	0	1000		0	0	2	0	14060	0	0	0
5686	梅城10圈奖励	0	1000		0	0	2	0	14061	0	0	0
5687	锦衣御卫套装	0	1000		0	0	2	0	14062	0	0	0
5687	锦衣御卫套装	0	1000		0	0	2	0	14063	0	0	0
5687	锦衣御卫套装	0	1000		0	0	2	0	14064	0	0	0
5687	锦衣御卫套装	0	1000		0	0	2	0	14065	0	0	0
5687	锦衣御卫套装	0	1000		0	0	2	0	14066	0	0	0
5688	锦衣御卫套装	0	1000		0	0	2	0	14067	0	0	0
5688	锦衣御卫套装	0	1000		0	0	2	0	14068	0	0	0
5689	绣春-苗刀折扣包	0	1000		0	0	2	0	14069	0	0	0
5689	绣春-苗刀折扣包	0	1000		0	0	2	0	14070	0	0	0
5689	绣春-苗刀折扣包	0	1000		0	0	2	0	14071	0	0	0
5690	月饼礼盒	0	1000		0	0	2	0	14072	0	0	0
5690	月饼礼盒	0	1000		0	0	2	0	14073	0	0	0
5690	月饼礼盒	0	1000		0	0	2	0	14074	0	0	0
5690	月饼礼盒	0	1000		0	0	2	0	14075	0	0	0
5691	中秋福利礼180CM	0	1000		0	0	2	0	14076	0	0	0
5691	中秋福利礼180CM	0	1000		0	0	2	0	14077	0	0	0
5691	中秋福利礼180CM	0	1000		0	0	2	0	14078	0	0	0
5692	中秋福利礼190CM	0	1000		0	0	2	0	14079	0	0	0
5692	中秋福利礼190CM	0	1000		0	0	2	0	14080	0	0	0
5692	中秋福利礼190CM	0	1000		0	0	2	0	14081	0	0	0
5693	中秋福利礼200CM	0	1000		0	0	2	0	14082	0	0	0
5693	中秋福利礼200CM	0	1000		0	0	2	0	14083	0	0	0
5693	中秋福利礼200CM	0	1000		0	0	2	0	14084	0	0	0
5694	中秋福利礼210CM	0	1000		0	0	2	0	14085	0	0	0
5695	中秋福利礼220CM	0	1000		0	0	2	0	14086	0	0	0
5695	中秋福利礼220CM	0	1000		0	0	2	0	14087	0	0	0
5695	中秋福利礼220CM	0	1000		0	0	2	0	14088	0	0	0
5696	中秋福利礼230CM	0	1000		0	0	2	0	14089	0	0	0
5697	蔷薇骑士·庆典永久时装包	0	1000		0	0	2	0	14090	0	0	0
5697	蔷薇骑士·庆典永久时装包	0	1000		0	0	2	0	14091	0	0	0
5697	蔷薇骑士·庆典永久时装包	0	1000		0	0	2	0	14092	0	0	0
5697	蔷薇骑士·庆典永久时装包	0	1000		0	0	2	0	14093	0	0	0
5697	蔷薇骑士·庆典永久时装包	0	1000		0	0	2	0	14094	0	0	0
5698	千里婵娟套装	0	1000		0	0	2	0	14095	0	0	0
5698	千里婵娟套装	0	1000		0	0	2	0	14096	0	0	0
5698	千里婵娟套装	0	1000		0	0	2	0	14097	0	0	0
5698	千里婵娟套装	0	1000		0	0	2	0	14098	0	0	0
5698	千里婵娟套装	0	1000		0	0	2	0	14099	0	0	0
5699	邪魅武器石板包	0	1000		0	0	2	0	14100	0	0	0
5699	邪魅武器石板包	0	1000		0	0	2	0	14101	0	0	0
5700	新月促销包	0	1000		0	0	2	0	14102	0	0	0
5700	新月促销包	0	1000		0	0	2	0	14103	0	0	0
5701	望月促销包	0	1000		0	0	2	0	14104	0	0	0
5701	望月促销包	0	1000		0	0	2	0	14105	0	0	0
5702	冰与热之石板包	0	1000		0	0	2	0	14106	0	0	0
5702	冰与热之石板包	0	1000		0	0	2	0	14107	0	0	0
5702	冰与热之石板包	0	1000		0	0	2	0	14108	0	0	0
5703	星盘礼.壹	0	1000		0	0	2	0	14109	0	0	0
5703	星盘礼.壹	0	1000		0	0	2	0	14110	0	0	0
5703	星盘礼.壹	0	1000		0	0	2	0	14111	0	0	0
5704	星盘礼.贰	0	1000		0	0	2	0	14112	0	0	0
5704	星盘礼.贰	0	1000		0	0	2	0	14113	0	0	0
5704	星盘礼.贰	0	1000		0	0	2	0	14114	0	0	0
5705	星盘礼.叁	0	1000		0	0	2	0	14115	0	0	0
5705	星盘礼.叁	0	1000		0	0	2	0	14116	0	0	0
5705	星盘礼.叁	0	1000		0	0	2	0	14117	0	0	0
5706	星盘礼.肆	0	1000		0	0	2	0	14118	0	0	0
5706	星盘礼.肆	0	1000		0	0	2	0	14119	0	0	0
5706	星盘礼.肆	0	1000		0	0	2	0	14120	0	0	0
5707	星盘礼.伍	0	1000		0	0	2	0	14121	0	0	0
5707	星盘礼.伍	0	1000		0	0	2	0	14122	0	0	0
5707	星盘礼.伍	0	1000		0	0	2	0	14123	0	0	0
5708	星盘礼.陆	0	1000		0	0	2	0	14124	0	0	0
5708	星盘礼.陆	0	1000		0	0	2	0	14125	0	0	0
5708	星盘礼.陆	0	1000		0	0	2	0	14126	0	0	0
5708	星盘礼.陆	0	1000		0	0	2	0	14127	0	0	0
5708	星盘礼.陆	0	1000		0	0	2	0	14128	0	0	0
5709	星盘礼.柒	0	1000		0	0	2	0	14129	0	0	0
5709	星盘礼.柒	0	1000		0	0	2	0	14130	0	0	0
5709	星盘礼.柒	0	1000		0	0	2	0	14131	0	0	0
5710	星盘礼.捌	0	1000		0	0	2	0	14132	0	0	0
5710	星盘礼.捌	0	1000		0	0	2	0	14133	0	0	0
5710	星盘礼.捌	0	1000		0	0	2	0	14134	0	0	0
5711	星盘礼.玖	0	1000		0	0	2	0	14135	0	0	0
5711	星盘礼.玖	0	1000		0	0	2	0	14136	0	0	0
5711	星盘礼.玖	0	1000		0	0	2	0	14137	0	0	0
5711	星盘礼.玖	0	1000		0	0	2	0	14138	0	0	0
5711	星盘礼.玖	0	1000		0	0	2	0	14139	0	0	0
5712	星盘礼.拾	0	1000		0	0	2	0	14140	0	0	0
5712	星盘礼.拾	0	1000		0	0	2	0	14141	0	0	0
5712	星盘礼.拾	0	1000		0	0	2	0	14142	0	0	0
5713	星盘礼.拾壹	0	1000		0	0	2	0	14143	0	0	0
5713	星盘礼.拾壹	0	1000		0	0	2	0	14144	0	0	0
5713	星盘礼.拾壹	0	1000		0	0	2	0	14145	0	0	0
5713	星盘礼.拾壹	0	1000		0	0	2	0	14146	0	0	0
5714	星盘礼.拾贰	0	1000		0	0	2	0	14147	0	0	0
5714	星盘礼.拾贰	0	1000		0	0	2	0	14148	0	0	0
5714	星盘礼.拾贰	0	1000		0	0	2	0	14149	0	0	0
5714	星盘礼.拾贰	0	1000		0	0	2	0	14150	0	0	0
5715	十星礼包	0	1000		0	0	2	0	14151	0	0	0
5715	十星礼包	0	1000		0	0	2	0	14152	0	0	0
5715	十星礼包	0	1000		0	0	2	0	14153	0	0	0
5715	十星礼包	0	1000		0	0	2	0	14154	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14155	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14156	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14157	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14158	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14159	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14160	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14161	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14162	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14163	0	0	0
5716	黄金极限猎人	0	1000		0	0	2	0	14164	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14165	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14166	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14167	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14168	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14169	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14170	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14171	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14172	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14173	0	0	0
5717	白银极限猎人	0	1000		0	0	2	0	14174	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14175	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14176	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14177	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14178	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14179	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14180	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14181	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14182	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14183	0	0	0
5718	青铜极限猎人	0	1000		0	0	2	0	14184	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14185	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14186	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14187	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14188	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14189	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14190	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14191	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14192	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14193	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14194	0	0	0
5719	轰龙超级武器包	0	1000		0	0	2	0	14195	0	0	0
5720	p图大赛礼包	0	1000		0	0	2	0	14196	0	0	0
5720	p图大赛礼包	0	1000		0	0	2	0	14197	0	0	0
5720	p图大赛礼包	0	1000		0	0	2	0	14198	0	0	0
5720	p图大赛礼包	0	1000		0	0	2	0	14199	0	0	0
5721	盖楼活动礼包	0	1000		0	0	2	0	14200	0	0	0
5721	盖楼活动礼包	0	1000		0	0	2	0	14201	0	0	0
5721	盖楼活动礼包	0	1000		0	0	2	0	14202	0	0	0
5721	盖楼活动礼包	0	1000		0	0	2	0	14203	0	0	0
5722	修罗场挑战奖	0	1000		0	0	2	0	14204	0	0	0
5722	修罗场挑战奖	0	1000		0	0	2	0	14205	0	0	0
5722	修罗场挑战奖	0	1000		0	0	2	0	14206	0	0	0
5723	修罗场成功奖	0	1000		0	0	2	0	14207	0	0	0
5723	修罗场成功奖	0	1000		0	0	2	0	14208	0	0	0
5723	修罗场成功奖	0	1000		0	0	2	0	14209	0	0	0
5724	修罗场挑战奖VIP1	0	1000		0	0	2	0	14210	0	0	0
5724	修罗场挑战奖VIP1	0	1000		0	0	2	0	14211	0	0	0
5724	修罗场挑战奖VIP1	0	1000		0	0	2	0	14212	0	0	0
5725	修罗场成功奖VIP1	0	1000		0	0	2	0	14213	0	0	0
5725	修罗场成功奖VIP1	0	1000		0	0	2	0	14214	0	0	0
5725	修罗场成功奖VIP1	0	1000		0	0	2	0	14215	0	0	0
5726	修罗场挑战奖VIP2	0	1000		0	0	2	0	14216	0	0	0
5726	修罗场挑战奖VIP2	0	1000		0	0	2	0	14217	0	0	0
5726	修罗场挑战奖VIP2	0	1000		0	0	2	0	14218	0	0	0
5727	修罗场成功奖VIP2	0	1000		0	0	2	0	14219	0	0	0
5727	修罗场成功奖VIP2	0	1000		0	0	2	0	14220	0	0	0
5727	修罗场成功奖VIP2	0	1000		0	0	2	0	14221	0	0	0
5728	修罗场挑战奖VIP3	0	1000		0	0	2	0	14222	0	0	0
5728	修罗场挑战奖VIP3	0	1000		0	0	2	0	14223	0	0	0
5728	修罗场挑战奖VIP3	0	1000		0	0	2	0	14224	0	0	0
5729	修罗场成功奖VIP3	0	1000		0	0	2	0	14225	0	0	0
5729	修罗场成功奖VIP3	0	1000		0	0	2	0	14226	0	0	0
5729	修罗场成功奖VIP3	0	1000		0	0	2	0	14227	0	0	0
5730	修罗场挑战奖VIP4	0	1000		0	0	2	0	14228	0	0	0
5730	修罗场挑战奖VIP4	0	1000		0	0	2	0	14229	0	0	0
5730	修罗场挑战奖VIP4	0	1000		0	0	2	0	14230	0	0	0
5731	修罗场成功奖VIP4	0	1000		0	0	2	0	14231	0	0	0
5731	修罗场成功奖VIP4	0	1000		0	0	2	0	14232	0	0	0
5731	修罗场成功奖VIP4	0	1000		0	0	2	0	14233	0	0	0
5732	修罗场挑战奖VIP5	0	1000		0	0	2	0	14234	0	0	0
5732	修罗场挑战奖VIP5	0	1000		0	0	2	0	14235	0	0	0
5732	修罗场挑战奖VIP5	0	1000		0	0	2	0	14236	0	0	0
5733	修罗场成功奖VIP5	0	1000		0	0	2	0	14237	0	0	0
5733	修罗场成功奖VIP5	0	1000		0	0	2	0	14238	0	0	0
5733	修罗场成功奖VIP5	0	1000		0	0	2	0	14239	0	0	0
5734	修罗场挑战奖VIP6	0	1000		0	0	2	0	14240	0	0	0
5734	修罗场挑战奖VIP6	0	1000		0	0	2	0	14241	0	0	0
5734	修罗场挑战奖VIP6	0	1000		0	0	2	0	14242	0	0	0
5735	修罗场成功奖VIP6	0	1000		0	0	2	0	14243	0	0	0
5735	修罗场成功奖VIP6	0	1000		0	0	2	0	14244	0	0	0
5735	修罗场成功奖VIP6	0	1000		0	0	2	0	14245	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14246	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14247	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14248	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14249	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14250	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14251	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14252	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14253	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14254	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14255	0	0	0
5736	国威武器时装大礼包	0	1000		0	0	2	0	14256	0	0	0
5737	绯甲虫高阶素材包	0	1000		0	0	3	0	14257	0	0	0
5738	吞龙高阶素材包	0	1000		0	0	3	0	14258	0	0	0
5739	炎轰龙高阶素材包	0	1000		0	0	3	0	14259	0	0	0
5740	爆锤龙高阶素材包	0	1000		0	0	3	0	14260	0	0	0
5741	狞龙高阶素材包	0	1000		0	0	3	0	14261	0	0	0
5742	舞雷龙高阶素材包	0	1000		0	0	3	0	14262	0	0	0
5743	金火龙高阶素材包	0	1000		0	0	3	0	14263	0	0	0
5744	黑铠龙高阶素材包	0	1000		0	0	3	0	14264	0	0	0
5745	迅龙高阶素材包	0	1000		0	0	3	0	14265	0	0	0
5746	银火龙高阶素材包	0	1000		0	0	3	0	14266	0	0	0
5747	黑角龙高阶素材包	0	1000		0	0	3	0	14267	0	0	0
5748	霸龙高阶素材包	0	1000		0	0	3	0	14268	0	0	0
5749	月中兔艾露时装	0	1000		0	0	2	0	14269	0	0	0
5749	月中兔艾露时装	0	1000		0	0	2	0	14270	0	0	0
5749	月中兔艾露时装	0	1000		0	0	2	0	14271	0	0	0
5750	测试技能珠素材	0	1000		0	0	3	0	14272	0	0	0
5751	测试技能珠素材	0	1000		0	0	3	0	14273	0	0	0
5752	测试技能珠素材	0	1000		0	0	3	0	14274	0	0	0
5753	梅城2圈奖励	0	1000		0	0	2	0	14275	0	0	0
5753	梅城2圈奖励	0	1000		0	0	2	0	14276	0	0	0
5753	梅城2圈奖励	0	1000		0	0	2	0	14277	0	0	0
5753	梅城2圈奖励	0	1000		0	0	2	0	14278	0	0	0
5753	梅城2圈奖励	0	1000		0	0	2	0	14279	0	0	0
5753	梅城2圈奖励	0	1000		0	0	2	0	14280	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14281	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14282	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14283	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14284	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14285	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14286	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14287	0	0	0
5754	梅城4圈奖励	0	1000		0	0	2	0	14288	0	0	0
5755	梅城6圈奖励	0	1000		0	0	2	0	14289	0	0	0
5755	梅城6圈奖励	0	1000		0	0	2	0	14290	0	0	0
5755	梅城6圈奖励	0	1000		0	0	2	0	14291	0	0	0
5755	梅城6圈奖励	0	1000		0	0	2	0	14292	0	0	0
5755	梅城6圈奖励	0	1000		0	0	2	0	14293	0	0	0
5755	梅城6圈奖励	0	1000		0	0	2	0	14294	0	0	0
5755	梅城6圈奖励	0	1000		0	0	2	0	14295	0	0	0
5756	梅城8圈奖励	0	1000		0	0	2	0	14296	0	0	0
5756	梅城8圈奖励	0	1000		0	0	2	0	14297	0	0	0
5756	梅城8圈奖励	0	1000		0	0	2	0	14298	0	0	0
5756	梅城8圈奖励	0	1000		0	0	2	0	14299	0	0	0
5756	梅城8圈奖励	0	1000		0	0	2	0	14300	0	0	0
5756	梅城8圈奖励	0	1000		0	0	2	0	14301	0	0	0
5757	梅城10圈奖励	0	1000		0	0	2	0	14302	0	0	0
5757	梅城10圈奖励	0	1000		0	0	2	0	14303	0	0	0
5757	梅城10圈奖励	0	1000		0	0	2	0	14304	0	0	0
5757	梅城10圈奖励	0	1000		0	0	2	0	14305	0	0	0
5757	梅城10圈奖励	0	1000		0	0	2	0	14306	0	0	0
5757	梅城10圈奖励	0	1000		0	0	2	0	14307	0	0	0
5758	红黄十三期猎团奖1	0	1000		0	0	2	0	14308	0	0	0
5758	红黄十三期猎团奖1	0	1000		0	0	2	0	14309	0	0	0
5758	红黄十三期猎团奖1	0	1000		0	0	2	0	14310	0	0	0
5758	红黄十三期猎团奖1	0	1000		0	0	2	0	14311	0	0	0
5759	红黄十三期猎团奖2	0	1000		0	0	2	0	14312	0	0	0
5759	红黄十三期猎团奖2	0	1000		0	0	2	0	14313	0	0	0
5759	红黄十三期猎团奖2	0	1000		0	0	2	0	14314	0	0	0
5759	红黄十三期猎团奖2	0	1000		0	0	2	0	14315	0	0	0
5760	红黄十三期猎团奖3	0	1000		0	0	2	0	14316	0	0	0
5760	红黄十三期猎团奖3	0	1000		0	0	2	0	14317	0	0	0
5760	红黄十三期猎团奖3	0	1000		0	0	2	0	14318	0	0	0
5760	红黄十三期猎团奖3	0	1000		0	0	2	0	14319	0	0	0
5761	红黄十三期猎团奖4	0	1000		0	0	2	0	14320	0	0	0
5761	红黄十三期猎团奖4	0	1000		0	0	2	0	14321	0	0	0
5761	红黄十三期猎团奖4	0	1000		0	0	2	0	14322	0	0	0
5761	红黄十三期猎团奖4	0	1000		0	0	2	0	14323	0	0	0
5762	红黄十三期猎团奖5	0	1000		0	0	2	0	14324	0	0	0
5762	红黄十三期猎团奖5	0	1000		0	0	2	0	14325	0	0	0
5762	红黄十三期猎团奖5	0	1000		0	0	2	0	14326	0	0	0
5762	红黄十三期猎团奖5	0	1000		0	0	2	0	14327	0	0	0
5763	红黄十三期猎团奖6	0	1000		0	0	2	0	14328	0	0	0
5763	红黄十三期猎团奖6	0	1000		0	0	2	0	14329	0	0	0
5763	红黄十三期猎团奖6	0	1000		0	0	2	0	14330	0	0	0
5763	红黄十三期猎团奖6	0	1000		0	0	2	0	14331	0	0	0
5764	红黄十三期猎团奖7	0	1000		0	0	2	0	14332	0	0	0
5764	红黄十三期猎团奖7	0	1000		0	0	2	0	14333	0	0	0
5764	红黄十三期猎团奖7	0	1000		0	0	2	0	14334	0	0	0
5764	红黄十三期猎团奖7	0	1000		0	0	2	0	14335	0	0	0
5765	红黄十三期猎团奖8	0	1000		0	0	2	0	14336	0	0	0
5765	红黄十三期猎团奖8	0	1000		0	0	2	0	14337	0	0	0
5765	红黄十三期猎团奖8	0	1000		0	0	2	0	14338	0	0	0
5765	红黄十三期猎团奖8	0	1000		0	0	2	0	14339	0	0	0
5766	红黄十三期猎团奖9	0	1000		0	0	2	0	14340	0	0	0
5766	红黄十三期猎团奖9	0	1000		0	0	2	0	14341	0	0	0
5766	红黄十三期猎团奖9	0	1000		0	0	2	0	14342	0	0	0
5766	红黄十三期猎团奖9	0	1000		0	0	2	0	14343	0	0	0
5767	红黄十三期个人奖1	0	1000		0	0	2	0	14344	0	0	0
5767	红黄十三期个人奖1	0	1000		0	0	2	0	14345	0	0	0
5767	红黄十三期个人奖1	0	1000		0	0	2	0	14346	0	0	0
5767	红黄十三期个人奖1	0	1000		0	0	2	0	14347	0	0	0
5767	红黄十三期个人奖1	0	1000		0	0	2	0	14348	0	0	0
5768	红黄十三期个人奖2	0	1000		0	0	2	0	14349	0	0	0
5768	红黄十三期个人奖2	0	1000		0	0	2	0	14350	0	0	0
5768	红黄十三期个人奖2	0	1000		0	0	2	0	14351	0	0	0
5768	红黄十三期个人奖2	0	1000		0	0	2	0	14352	0	0	0
5768	红黄十三期个人奖2	0	1000		0	0	2	0	14353	0	0	0
5769	红黄十三期个人奖3	0	1000		0	0	2	0	14354	0	0	0
5769	红黄十三期个人奖3	0	1000		0	0	2	0	14355	0	0	0
5769	红黄十三期个人奖3	0	1000		0	0	2	0	14356	0	0	0
5769	红黄十三期个人奖3	0	1000		0	0	2	0	14357	0	0	0
5769	红黄十三期个人奖3	0	1000		0	0	2	0	14358	0	0	0
5770	红黄十三期个人奖4	0	1000		0	0	2	0	14359	0	0	0
5770	红黄十三期个人奖4	0	1000		0	0	2	0	14360	0	0	0
5770	红黄十三期个人奖4	0	1000		0	0	2	0	14361	0	0	0
5770	红黄十三期个人奖4	0	1000		0	0	2	0	14362	0	0	0
5770	红黄十三期个人奖4	0	1000		0	0	2	0	14363	0	0	0
5771	红黄十三期个人奖5	0	1000		0	0	2	0	14364	0	0	0
5771	红黄十三期个人奖5	0	1000		0	0	2	0	14365	0	0	0
5771	红黄十三期个人奖5	0	1000		0	0	2	0	14366	0	0	0
5771	红黄十三期个人奖5	0	1000		0	0	2	0	14367	0	0	0
5771	红黄十三期个人奖5	0	1000		0	0	2	0	14368	0	0	0
5772	红黄十三期个人奖6	0	1000		0	0	2	0	14369	0	0	0
5772	红黄十三期个人奖6	0	1000		0	0	2	0	14370	0	0	0
5772	红黄十三期个人奖6	0	1000		0	0	2	0	14371	0	0	0
5772	红黄十三期个人奖6	0	1000		0	0	2	0	14372	0	0	0
5772	红黄十三期个人奖6	0	1000		0	0	2	0	14373	0	0	0
5773	红黄十三期个人奖7	0	1000		0	0	2	0	14374	0	0	0
5773	红黄十三期个人奖7	0	1000		0	0	2	0	14375	0	0	0
5773	红黄十三期个人奖7	0	1000		0	0	2	0	14376	0	0	0
5773	红黄十三期个人奖7	0	1000		0	0	2	0	14377	0	0	0
5773	红黄十三期个人奖7	0	1000		0	0	2	0	14378	0	0	0
5773	红黄十三期个人奖7	0	1000		0	0	2	0	14379	0	0	0
5773	红黄十三期个人奖7	0	1000		0	0	2	0	14380	0	0	0
5774	红黄十三期个人奖8	0	1000		0	0	2	0	14381	0	0	0
5774	红黄十三期个人奖8	0	1000		0	0	2	0	14382	0	0	0
5774	红黄十三期个人奖8	0	1000		0	0	2	0	14383	0	0	0
5774	红黄十三期个人奖8	0	1000		0	0	2	0	14384	0	0	0
5774	红黄十三期个人奖8	0	1000		0	0	2	0	14385	0	0	0
5774	红黄十三期个人奖8	0	1000		0	0	2	0	14386	0	0	0
5775	红黄十三期个人奖9	0	1000		0	0	2	0	14387	0	0	0
5775	红黄十三期个人奖9	0	1000		0	0	2	0	14388	0	0	0
5776	获胜全体	0	1000		0	0	2	0	14389	0	0	0
5776	获胜全体	0	1000		0	0	2	0	14390	0	0	0
5776	获胜全体	0	1000		0	0	2	0	14391	0	0	0
5777	失败全体	0	1000		0	0	2	0	14392	0	0	0
5777	失败全体	0	1000		0	0	2	0	14393	0	0	0
5777	失败全体	0	1000		0	0	2	0	14394	0	0	0
5778	全体前500	0	1000		0	0	2	0	14395	0	0	0
5778	全体前500	0	1000		0	0	2	0	14396	0	0	0
5778	全体前500	0	1000		0	0	2	0	14397	0	0	0
5779	全体前1000	0	1000		0	0	2	0	14398	0	0	0
5779	全体前1000	0	1000		0	0	2	0	14399	0	0	0
5780	全体猎团前10	0	1000		0	0	2	0	14400	0	0	0
5781	天地争锋·胜者敢斗奖	0	1000		0	0	2	0	14401	0	0	0
5781	天地争锋·胜者敢斗奖	0	1000		0	0	2	0	14402	0	0	0
5781	天地争锋·胜者敢斗奖	0	1000		0	0	2	0	14403	0	0	0
5781	天地争锋·胜者敢斗奖	0	1000		0	0	2	0	14404	0	0	0
5781	天地争锋·胜者敢斗奖	0	1000		0	0	2	0	14405	0	0	0
5782	福利活动奖1	0	1000		0	0	2	0	14406	0	0	0
5782	福利活动奖1	0	1000		0	0	2	0	14407	0	0	0
5782	福利活动奖1	0	1000		0	0	2	0	14408	0	0	0
5783	福利活动奖2	0	1000		0	0	2	0	14409	0	0	0
5783	福利活动奖2	0	1000		0	0	2	0	14410	0	0	0
5783	福利活动奖2	0	1000		0	0	2	0	14411	0	0	0
5783	福利活动奖2	0	1000		0	0	2	0	14412	0	0	0
5784	福利活动奖3	0	1000		0	0	2	0	14413	0	0	0
5784	福利活动奖3	0	1000		0	0	2	0	14414	0	0	0
5784	福利活动奖3	0	1000		0	0	2	0	14415	0	0	0
5784	福利活动奖3	0	1000		0	0	2	0	14416	0	0	0
5784	福利活动奖3	0	1000		0	0	2	0	14417	0	0	0
5785	福利活动奖4	0	1000		0	0	2	0	14418	0	0	0
5785	福利活动奖4	0	1000		0	0	2	0	14419	0	0	0
5785	福利活动奖4	0	1000		0	0	2	0	14420	0	0	0
5785	福利活动奖4	0	1000		0	0	2	0	14421	0	0	0
5786	覆面甲胄套装	0	1000		0	0	2	0	14422	0	0	0
5786	覆面甲胄套装	0	1000		0	0	2	0	14423	0	0	0
5786	覆面甲胄套装	0	1000		0	0	2	0	14424	0	0	0
5786	覆面甲胄套装	0	1000		0	0	2	0	14425	0	0	0
5786	覆面甲胄套装	0	1000		0	0	2	0	14426	0	0	0
5787	未来科技石板包	0	1000		0	0	2	0	14427	0	0	0
5787	未来科技石板包	0	1000		0	0	2	0	14428	0	0	0
5788	星盘礼.壹	0	1000		0	0	2	0	14429	0	0	0
5788	星盘礼.壹	0	1000		0	0	2	0	14430	0	0	0
5788	星盘礼.壹	0	1000		0	0	2	0	14431	0	0	0
5789	星盘礼.贰	0	1000		0	0	2	0	14432	0	0	0
5789	星盘礼.贰	0	1000		0	0	2	0	14433	0	0	0
5789	星盘礼.贰	0	1000		0	0	2	0	14434	0	0	0
5790	星盘礼.叁	0	1000		0	0	2	0	14435	0	0	0
5790	星盘礼.叁	0	1000		0	0	2	0	14436	0	0	0
5790	星盘礼.叁	0	1000		0	0	2	0	14437	0	0	0
5791	星盘礼.肆	0	1000		0	0	2	0	14438	0	0	0
5791	星盘礼.肆	0	1000		0	0	2	0	14439	0	0	0
5791	星盘礼.肆	0	1000		0	0	2	0	14440	0	0	0
5792	星盘礼.伍	0	1000		0	0	2	0	14441	0	0	0
5792	星盘礼.伍	0	1000		0	0	2	0	14442	0	0	0
5792	星盘礼.伍	0	1000		0	0	2	0	14443	0	0	0
5793	星盘礼.陆	0	1000		0	0	2	0	14444	0	0	0
5793	星盘礼.陆	0	1000		0	0	2	0	14445	0	0	0
5793	星盘礼.陆	0	1000		0	0	2	0	14446	0	0	0
5793	星盘礼.陆	0	1000		0	0	2	0	14447	0	0	0
