#TSV
#============Begin of sheet============
@Sheet=VIP保底奖励策略
VIP奖励索引ID	道具ID	道具名称	道具数量	相对概率	对应关卡	绑定类型
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		61	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		62	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		63	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		64	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		65	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		66	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		67	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		68	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		69	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		70	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		61	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		62	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		63	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		64	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		65	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		66	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		67	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		68	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		69	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		70	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		61	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		62	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		63	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		64	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		65	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		66	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		67	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		68	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		69	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		70	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140801	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140802	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140803	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
