#TSV
#============Begin of sheet============
@Sheet=DynamiteDamage
等级	关卡模式	难度	人对怪爆破伤系数	怪对人爆破伤系数
138	3	2	5859	186	102	72	1.2	0.727272727272727	1	5859	1.375	3906	1.14	1.14	1.14	1.14
138	3	3	7324.5	246	132	72	1.2	0.727272727272727	1	7324.5	1.375	4883	1.14	1.14	1.14	1.14
138	4	1	6086.4	156	91	49.5	1.2	0.727272727272727	1	6086.4	1.375	2536	1.14	1.14	1.14	1.14
138	4	2	9374.4	201.5	110.5	72	1.2	0.727272727272727	1	9374.4	1.375	3906	1.14	1.14	1.14	1.14
138	4	3	11719.2	266.5	231	72	1.2	0.727272727272727	1	11719.2	1.375	4883	1.14	1.14	1.14	1.14
138	5	1	2536	120	70	49.5	1.2	0.727272727272727	1	2536	1.375	2536	1.14	1.14	1.14	1.14
138	5	2	3906	155	85	72	1.2	0.727272727272727	1	3906	1.375	3906	1.14	1.14	1.14	1.14
138	5	3	4883	205	110	72	1.2	0.727272727272727	1	4883	1.375	4883	1.14	1.14	1.14	1.14
139	1	1	2536	120	70	49.5	1.2	0.727272727272727	1	2536	1.375	2536	1.14	1.14	1.14	1.14
139	1	2	3906	155	85	72	1.2	0.727272727272727	1	3906	1.375	3906	1.14	1.14	1.14	1.14
139	1	3	4883	205	110	72	1.2	0.727272727272727	1	4883	1.375	4883	1.14	1.14	1.14	1.14
139	2	1	3487	132	77	49.5	1.2	0.727272727272727	1	3487	1.375	2536	1.14	1.14	1.14	1.14
139	2	2	5370.75	170.5	93.5	72	1.2	0.727272727272727	1	5370.75	1.375	3906	1.14	1.14	1.14	1.14
139	2	3	6714.125	225.5	121	72	1.2	0.727272727272727	1	6714.125	1.375	4883	1.14	1.14	1.14	1.14
139	3	1	3804	144	84	49.5	1.2	0.727272727272727	1	3804	1.375	2536	1.14	1.14	1.14	1.14
139	3	2	5859	186	102	72	1.2	0.727272727272727	1	5859	1.375	3906	1.14	1.14	1.14	1.14
139	3	3	7324.5	246	132	72	1.2	0.727272727272727	1	7324.5	1.375	4883	1.14	1.14	1.14	1.14
139	4	1	6086.4	156	91	49.5	1.2	0.727272727272727	1	6086.4	1.375	2536	1.14	1.14	1.14	1.14
139	4	2	9374.4	201.5	110.5	72	1.2	0.727272727272727	1	9374.4	1.375	3906	1.14	1.14	1.14	1.14
139	4	3	11719.2	266.5	231	72	1.2	0.727272727272727	1	11719.2	1.375	4883	1.14	1.14	1.14	1.14
139	5	1	2536	120	70	49.5	1.2	0.727272727272727	1	2536	1.375	2536	1.14	1.14	1.14	1.14
139	5	2	3906	155	85	72	1.2	0.727272727272727	1	3906	1.375	3906	1.14	1.14	1.14	1.14
139	5	3	4883	205	110	72	1.2	0.727272727272727	1	4883	1.375	4883	1.14	1.14	1.14	1.14
140	1	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
140	1	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
140	1	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
140	2	1	3836.25	132	77	49.5	1.2	0.727272727272727	1	3836.25	1.375	2790	1.14	1.14	1.14	1.14
140	2	2	5908.375	170.5	93.5	72	1.2	0.727272727272727	1	5908.375	1.375	4297	1.14	1.14	1.14	1.14
140	2	3	7386.5	225.5	121	72	1.2	0.727272727272727	1	7386.5	1.375	5372	1.14	1.14	1.14	1.14
140	3	1	4185	144	84	49.5	1.2	0.727272727272727	1	4185	1.375	2790	1.14	1.14	1.14	1.14
140	3	2	6445.5	186	102	72	1.2	0.727272727272727	1	6445.5	1.375	4297	1.14	1.14	1.14	1.14
140	3	3	8058	246	132	72	1.2	0.727272727272727	1	8058	1.375	5372	1.14	1.14	1.14	1.14
140	4	1	6696	156	91	49.5	1.2	0.727272727272727	1	6696	1.375	2790	1.14	1.14	1.14	1.14
140	4	2	10312.8	201.5	110.5	72	1.2	0.727272727272727	1	10312.8	1.375	4297	1.14	1.14	1.14	1.14
140	4	3	12892.8	266.5	231	72	1.2	0.727272727272727	1	12892.8	1.375	5372	1.14	1.14	1.14	1.14
140	5	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
140	5	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
140	5	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
141	1	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
141	1	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
141	1	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
141	2	1	3836.25	132	77	49.5	1.2	0.727272727272727	1	3836.25	1.375	2790	1.14	1.14	1.14	1.14
141	2	2	5908.375	170.5	93.5	72	1.2	0.727272727272727	1	5908.375	1.375	4297	1.14	1.14	1.14	1.14
141	2	3	7386.5	225.5	121	72	1.2	0.727272727272727	1	7386.5	1.375	5372	1.14	1.14	1.14	1.14
141	3	1	4185	144	84	49.5	1.2	0.727272727272727	1	4185	1.375	2790	1.14	1.14	1.14	1.14
141	3	2	6445.5	186	102	72	1.2	0.727272727272727	1	6445.5	1.375	4297	1.14	1.14	1.14	1.14
141	3	3	8058	246	132	72	1.2	0.727272727272727	1	8058	1.375	5372	1.14	1.14	1.14	1.14
141	4	1	6696	156	91	49.5	1.2	0.727272727272727	1	6696	1.375	2790	1.14	1.14	1.14	1.14
141	4	2	10312.8	201.5	110.5	72	1.2	0.727272727272727	1	10312.8	1.375	4297	1.14	1.14	1.14	1.14
141	4	3	12892.8	266.5	231	72	1.2	0.727272727272727	1	12892.8	1.375	5372	1.14	1.14	1.14	1.14
141	5	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
141	5	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
141	5	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
142	1	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
142	1	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
142	1	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
142	2	1	3836.25	132	77	49.5	1.2	0.727272727272727	1	3836.25	1.375	2790	1.14	1.14	1.14	1.14
142	2	2	5908.375	170.5	93.5	72	1.2	0.727272727272727	1	5908.375	1.375	4297	1.14	1.14	1.14	1.14
142	2	3	7386.5	225.5	121	72	1.2	0.727272727272727	1	7386.5	1.375	5372	1.14	1.14	1.14	1.14
142	3	1	4185	144	84	49.5	1.2	0.727272727272727	1	4185	1.375	2790	1.14	1.14	1.14	1.14
142	3	2	6445.5	186	102	72	1.2	0.727272727272727	1	6445.5	1.375	4297	1.14	1.14	1.14	1.14
142	3	3	8058	246	132	72	1.2	0.727272727272727	1	8058	1.375	5372	1.14	1.14	1.14	1.14
142	4	1	6696	156	91	49.5	1.2	0.727272727272727	1	6696	1.375	2790	1.14	1.14	1.14	1.14
142	4	2	10312.8	201.5	110.5	72	1.2	0.727272727272727	1	10312.8	1.375	4297	1.14	1.14	1.14	1.14
142	4	3	12892.8	266.5	231	72	1.2	0.727272727272727	1	12892.8	1.375	5372	1.14	1.14	1.14	1.14
142	5	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
142	5	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
142	5	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
143	1	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
143	1	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
143	1	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
143	2	1	3836.25	132	77	49.5	1.2	0.727272727272727	1	3836.25	1.375	2790	1.14	1.14	1.14	1.14
143	2	2	5908.375	170.5	93.5	72	1.2	0.727272727272727	1	5908.375	1.375	4297	1.14	1.14	1.14	1.14
143	2	3	7386.5	225.5	121	72	1.2	0.727272727272727	1	7386.5	1.375	5372	1.14	1.14	1.14	1.14
143	3	1	4185	144	84	49.5	1.2	0.727272727272727	1	4185	1.375	2790	1.14	1.14	1.14	1.14
143	3	2	6445.5	186	102	72	1.2	0.727272727272727	1	6445.5	1.375	4297	1.14	1.14	1.14	1.14
143	3	3	8058	246	132	72	1.2	0.727272727272727	1	8058	1.375	5372	1.14	1.14	1.14	1.14
143	4	1	6696	156	91	49.5	1.2	0.727272727272727	1	6696	1.375	2790	1.14	1.14	1.14	1.14
143	4	2	10312.8	201.5	110.5	72	1.2	0.727272727272727	1	10312.8	1.375	4297	1.14	1.14	1.14	1.14
143	4	3	12892.8	266.5	231	72	1.2	0.727272727272727	1	12892.8	1.375	5372	1.14	1.14	1.14	1.14
143	5	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
143	5	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
143	5	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
144	1	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
144	1	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
144	1	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
144	2	1	3836.25	132	77	49.5	1.2	0.727272727272727	1	3836.25	1.375	2790	1.14	1.14	1.14	1.14
144	2	2	5908.375	170.5	93.5	72	1.2	0.727272727272727	1	5908.375	1.375	4297	1.14	1.14	1.14	1.14
144	2	3	7386.5	225.5	121	72	1.2	0.727272727272727	1	7386.5	1.375	5372	1.14	1.14	1.14	1.14
144	3	1	4185	144	84	49.5	1.2	0.727272727272727	1	4185	1.375	2790	1.14	1.14	1.14	1.14
144	3	2	6445.5	186	102	72	1.2	0.727272727272727	1	6445.5	1.375	4297	1.14	1.14	1.14	1.14
144	3	3	8058	246	132	72	1.2	0.727272727272727	1	8058	1.375	5372	1.14	1.14	1.14	1.14
144	4	1	6696	156	91	49.5	1.2	0.727272727272727	1	6696	1.375	2790	1.14	1.14	1.14	1.14
144	4	2	10312.8	201.5	110.5	72	1.2	0.727272727272727	1	10312.8	1.375	4297	1.14	1.14	1.14	1.14
144	4	3	12892.8	266.5	231	72	1.2	0.727272727272727	1	12892.8	1.375	5372	1.14	1.14	1.14	1.14
144	5	1	2790	120	70	49.5	1.2	0.727272727272727	1	2790	1.375	2790	1.14	1.14	1.14	1.14
144	5	2	4297	155	85	72	1.2	0.727272727272727	1	4297	1.375	4297	1.14	1.14	1.14	1.14
144	5	3	5372	205	110	72	1.2	0.727272727272727	1	5372	1.375	5372	1.14	1.14	1.14	1.14
145	1	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
145	1	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
145	1	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
145	2	1	4225.375	132	77	49.5	1.2	0.727272727272727	1	4225.375	1.375	3073	1.14	1.14	1.14	1.14
145	2	2	6506.5	170.5	93.5	72	1.2	0.727272727272727	1	6506.5	1.375	4732	1.14	1.14	1.14	1.14
145	2	3	8134.5	225.5	121	72	1.2	0.727272727272727	1	8134.5	1.375	5916	1.14	1.14	1.14	1.14
145	3	1	4609.5	144	84	49.5	1.2	0.727272727272727	1	4609.5	1.375	3073	1.14	1.14	1.14	1.14
145	3	2	7098	186	102	72	1.2	0.727272727272727	1	7098	1.375	4732	1.14	1.14	1.14	1.14
145	3	3	8874	246	132	72	1.2	0.727272727272727	1	8874	1.375	5916	1.14	1.14	1.14	1.14
145	4	1	7375.2	156	91	49.5	1.2	0.727272727272727	1	7375.2	1.375	3073	1.14	1.14	1.14	1.14
145	4	2	11356.8	201.5	110.5	72	1.2	0.727272727272727	1	11356.8	1.375	4732	1.14	1.14	1.14	1.14
145	4	3	14198.4	266.5	231	72	1.2	0.727272727272727	1	14198.4	1.375	5916	1.14	1.14	1.14	1.14
145	5	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
145	5	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
145	5	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
146	1	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
146	1	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
146	1	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
146	2	1	4225.375	132	77	49.5	1.2	0.727272727272727	1	4225.375	1.375	3073	1.14	1.14	1.14	1.14
146	2	2	6506.5	170.5	93.5	72	1.2	0.727272727272727	1	6506.5	1.375	4732	1.14	1.14	1.14	1.14
146	2	3	8134.5	225.5	121	72	1.2	0.727272727272727	1	8134.5	1.375	5916	1.14	1.14	1.14	1.14
146	3	1	4609.5	144	84	49.5	1.2	0.727272727272727	1	4609.5	1.375	3073	1.14	1.14	1.14	1.14
146	3	2	7098	186	102	72	1.2	0.727272727272727	1	7098	1.375	4732	1.14	1.14	1.14	1.14
146	3	3	8874	246	132	72	1.2	0.727272727272727	1	8874	1.375	5916	1.14	1.14	1.14	1.14
146	4	1	7375.2	156	91	49.5	1.2	0.727272727272727	1	7375.2	1.375	3073	1.14	1.14	1.14	1.14
146	4	2	11356.8	201.5	110.5	72	1.2	0.727272727272727	1	11356.8	1.375	4732	1.14	1.14	1.14	1.14
146	4	3	14198.4	266.5	231	72	1.2	0.727272727272727	1	14198.4	1.375	5916	1.14	1.14	1.14	1.14
146	5	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
146	5	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
146	5	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
147	1	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
147	1	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
147	1	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
147	2	1	4225.375	132	77	49.5	1.2	0.727272727272727	1	4225.375	1.375	3073	1.14	1.14	1.14	1.14
147	2	2	6506.5	170.5	93.5	72	1.2	0.727272727272727	1	6506.5	1.375	4732	1.14	1.14	1.14	1.14
147	2	3	8134.5	225.5	121	72	1.2	0.727272727272727	1	8134.5	1.375	5916	1.14	1.14	1.14	1.14
147	3	1	4609.5	144	84	49.5	1.2	0.727272727272727	1	4609.5	1.375	3073	1.14	1.14	1.14	1.14
147	3	2	7098	186	102	72	1.2	0.727272727272727	1	7098	1.375	4732	1.14	1.14	1.14	1.14
147	3	3	8874	246	132	72	1.2	0.727272727272727	1	8874	1.375	5916	1.14	1.14	1.14	1.14
147	4	1	7375.2	156	91	49.5	1.2	0.727272727272727	1	7375.2	1.375	3073	1.14	1.14	1.14	1.14
147	4	2	11356.8	201.5	110.5	72	1.2	0.727272727272727	1	11356.8	1.375	4732	1.14	1.14	1.14	1.14
147	4	3	14198.4	266.5	231	72	1.2	0.727272727272727	1	14198.4	1.375	5916	1.14	1.14	1.14	1.14
147	5	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
147	5	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
147	5	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
148	1	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
148	1	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
148	1	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
148	2	1	4225.375	132	77	49.5	1.2	0.727272727272727	1	4225.375	1.375	3073	1.14	1.14	1.14	1.14
148	2	2	6506.5	170.5	93.5	72	1.2	0.727272727272727	1	6506.5	1.375	4732	1.14	1.14	1.14	1.14
148	2	3	8134.5	225.5	121	72	1.2	0.727272727272727	1	8134.5	1.375	5916	1.14	1.14	1.14	1.14
148	3	1	4609.5	144	84	49.5	1.2	0.727272727272727	1	4609.5	1.375	3073	1.14	1.14	1.14	1.14
148	3	2	7098	186	102	72	1.2	0.727272727272727	1	7098	1.375	4732	1.14	1.14	1.14	1.14
148	3	3	8874	246	132	72	1.2	0.727272727272727	1	8874	1.375	5916	1.14	1.14	1.14	1.14
148	4	1	7375.2	156	91	49.5	1.2	0.727272727272727	1	7375.2	1.375	3073	1.14	1.14	1.14	1.14
148	4	2	11356.8	201.5	110.5	72	1.2	0.727272727272727	1	11356.8	1.375	4732	1.14	1.14	1.14	1.14
148	4	3	14198.4	266.5	231	72	1.2	0.727272727272727	1	14198.4	1.375	5916	1.14	1.14	1.14	1.14
148	5	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
148	5	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
148	5	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
149	1	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
149	1	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
149	1	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
149	2	1	4225.375	132	77	49.5	1.2	0.727272727272727	1	4225.375	1.375	3073	1.14	1.14	1.14	1.14
149	2	2	6506.5	170.5	93.5	72	1.2	0.727272727272727	1	6506.5	1.375	4732	1.14	1.14	1.14	1.14
149	2	3	8134.5	225.5	121	72	1.2	0.727272727272727	1	8134.5	1.375	5916	1.14	1.14	1.14	1.14
149	3	1	4609.5	144	84	49.5	1.2	0.727272727272727	1	4609.5	1.375	3073	1.14	1.14	1.14	1.14
149	3	2	7098	186	102	72	1.2	0.727272727272727	1	7098	1.375	4732	1.14	1.14	1.14	1.14
149	3	3	8874	246	132	72	1.2	0.727272727272727	1	8874	1.375	5916	1.14	1.14	1.14	1.14
149	4	1	7375.2	156	91	49.5	1.2	0.727272727272727	1	7375.2	1.375	3073	1.14	1.14	1.14	1.14
149	4	2	11356.8	201.5	110.5	72	1.2	0.727272727272727	1	11356.8	1.375	4732	1.14	1.14	1.14	1.14
149	4	3	14198.4	266.5	231	72	1.2	0.727272727272727	1	14198.4	1.375	5916	1.14	1.14	1.14	1.14
149	5	1	3073	120	70	49.5	1.2	0.727272727272727	1	3073	1.375	3073	1.14	1.14	1.14	1.14
149	5	2	4732	155	85	72	1.2	0.727272727272727	1	4732	1.375	4732	1.14	1.14	1.14	1.14
149	5	3	5916	205	110	72	1.2	0.727272727272727	1	5916	1.375	5916	1.14	1.14	1.14	1.14
150	1	1	2180.475	175	100	179	1	0.727272727272727	1	2180.475	1.375	2180.475	0.533333333333333	0.533333333333333	0.533333333333333	0.533333333333333
150	1	2	2180.475	175	100	179	1	0.727272727272727	1	2180.475	1.375	2180.475	0.533333333333333	0.533333333333333	0.533333333333333	0.533333333333333
150	1	3	2180.475	175	100	179	1	0.727272727272727	1	2180.475	1.375	2180.475	0.533333333333333	0.533333333333333	0.533333333333333	0.533333333333333
150	2	1	4651.625	132	77	49.5	1.2	0.727272727272727	1	4651.625	1.375	3383	1.14	1.14	1.14	1.14
150	2	2	7165.125	170.5	93.5	72	1.2	0.727272727272727	1	7165.125	1.375	5211	1.14	1.14	1.14	1.14
150	2	3	8956.75	225.5	121	72	1.2	0.727272727272727	1	8956.75	1.375	6514	1.14	1.14	1.14	1.14
150	3	1	5074.5	144	84	49.5	1.2	0.727272727272727	1	5074.5	1.375	3383	1.14	1.14	1.14	1.14
150	3	2	7816.5	186	102	72	1.2	0.727272727272727	1	7816.5	1.375	5211	1.14	1.14	1.14	1.14
150	3	3	9771	246	132	72	1.2	0.727272727272727	1	9771	1.375	6514	1.14	1.14	1.14	1.14
150	4	1	8119.2	156	91	49.5	1.2	0.727272727272727	1	8119.2	1.375	3383	1.14	1.14	1.14	1.14
150	4	2	12506.4	201.5	110.5	72	1.2	0.727272727272727	1	12506.4	1.375	5211	1.14	1.14	1.14	1.14
150	4	3	15633.6	266.5	231	72	1.2	0.727272727272727	1	15633.6	1.375	6514	1.14	1.14	1.14	1.14
150	5	1	3383	120	70	49.5	1.2	0.727272727272727	1	3383	1.375	3383	1.14	1.14	1.14	1.14
150	5	2	5211	155	85	72	1.2	0.727272727272727	1	5211	1.375	5211	1.14	1.14	1.14	1.14
150	5	3	6514	205	110	72	1.2	0.727272727272727	1	6514	1.375	6514	1.14	1.14	1.14	1.14
1	6	1	57	375	150	72	1.98	1.33333333333333	1	57	0.75	57	4	4	4	4
1	6	2	72	375	150	72	1.98	1.33333333333333	1	72	0.75	72	4	4	4	4
1	6	3	90	375	150	72	1.98	1.33333333333333	1	90	0.75	90	4	4	4	4
2	6	1	61	375	150	72	1.96	1.33333333333333	1	61	0.75	61	3.625	3.625	3.625	3.625
2	6	2	76	375	150	72	1.96	1.33333333333333	1	76	0.75	76	3.625	3.625	3.625	3.625
2	6	3	95	375	150	72	1.96	1.33333333333333	1	95	0.75	95	3.625	3.625	3.625	3.625
3	6	1	64	375	150	72	1.94	1.33333333333333	1	64	0.75	64	3.25	3.25	3.25	3.25
3	6	2	81	375	150	72	1.94	1.33333333333333	1	81	0.75	81	3.25	3.25	3.25	3.25
3	6	3	101	375	150	72	1.94	1.33333333333333	1	101	0.75	101	3.25	3.25	3.25	3.25
4	6	1	68	375	150	72	1.92	1.33333333333333	1	68	0.75	68	2.875	2.875	2.875	2.875
4	6	2	85	375	150	72	1.92	1.33333333333333	1	85	0.75	85	2.875	2.875	2.875	2.875
4	6	3	106	375	150	72	1.92	1.33333333333333	1	106	0.75	106	2.875	2.875	2.875	2.875
5	6	1	71	375	150	72	1.9	1.33333333333333	1	71	0.75	71	2.5	2.5	2.5	2.5
5	6	2	89	375	150	72	1.9	1.33333333333333	1	89	0.75	89	2.5	2.5	2.5	2.5
5	6	3	112	375	150	72	1.9	1.33333333333333	1	112	0.75	112	2.5	2.5	2.5	2.5
6	6	1	74	375	150	72	1.88	1.33333333333333	1	74	0.75	74	2.46	2.46	2.46	2.46
6	6	2	93	375	150	72	1.88	1.33333333333333	1	93	0.75	93	2.46	2.46	2.46	2.46
6	6	3	116	375	150	72	1.88	1.33333333333333	1	116	0.75	116	2.46	2.46	2.46	2.46
7	6	1	77	375	150	72	1.86	1.33333333333333	1	77	0.75	77	2.46	2.46	2.46	2.46
7	6	2	96	375	150	72	1.86	1.33333333333333	1	96	0.75	96	2.46	2.46	2.46	2.46
7	6	3	120	375	150	72	1.86	1.33333333333333	1	120	0.75	120	2.46	2.46	2.46	2.46
8	6	1	79	375	150	72	1.84	1.33333333333333	1	79	0.75	79	2.46	2.46	2.46	2.46
8	6	2	99	375	150	72	1.84	1.33333333333333	1	99	0.75	99	2.46	2.46	2.46	2.46
8	6	3	124	375	150	72	1.84	1.33333333333333	1	124	0.75	124	2.46	2.46	2.46	2.46
9	6	1	82	375	150	72	1.82	1.33333333333333	1	82	0.75	82	2.46	2.46	2.46	2.46
9	6	2	103	375	150	72	1.82	1.33333333333333	1	103	0.75	103	2.46	2.46	2.46	2.46
9	6	3	129	375	150	72	1.82	1.33333333333333	1	129	0.75	129	2.46	2.46	2.46	2.46
10	6	1	86	375	150	72	1.8	1.33333333333333	1	86	0.75	86	2.46	2.46	2.46	2.46
10	6	2	108	375	150	72	1.8	1.33333333333333	1	108	0.75	108	2.46	2.46	2.46	2.46
10	6	3	135	375	150	72	1.8	1	1	135	1	135	2.46	2.46	2.46	2.46
11	6	1	90	375	150	72	1.78	1.33333333333333	1	90	0.75	90	2.46	2.46	2.46	2.46
11	6	2	151	375	150	72	1.78	1.33333333333333	1	151	0.75	151	2.46	2.46	2.46	2.46
11	6	3	189	375	150	72	1.78	1	1	189	1	189	2.46	2.46	2.46	2.46
12	6	1	95	375	150	72	1.76	1.33333333333333	1	95	0.75	95	2.46	2.46	2.46	2.46
12	6	2	158	375	150	72	1.76	1.33333333333333	1	158	0.75	158	2.46	2.46	2.46	2.46
12	6	3	198	375	150	72	1.76	1	1	198	1	198	2.46	2.46	2.46	2.46
13	6	1	99	375	150	72	1.74	1.33333333333333	1	99	0.75	99	2.46	2.46	2.46	2.46
13	6	2	165	375	150	72	1.74	1.33333333333333	1	165	0.75	165	2.46	2.46	2.46	2.46
13	6	3	206	375	150	72	1.74	1	1	206	1	206	2.46	2.46	2.46	2.46
14	6	1	103	375	150	72	1.72	1.33333333333333	1	103	0.75	103	2.46	2.46	2.46	2.46
14	6	2	172	375	150	72	1.72	1.33333333333333	1	172	0.75	172	2.46	2.46	2.46	2.46
14	6	3	215	375	150	72	1.72	1	1	215	1	215	2.46	2.46	2.46	2.46
15	6	1	141	375	150	72	1.7	1.33333333333333	1	141	0.75	141	2.46	2.46	2.46	2.46
15	6	2	176	375	150	72	1.7	1.33333333333333	1	176	0.75	176	2.46	2.46	2.46	2.46
15	6	3	221	375	150	72	1.7	1	1	221	1	221	2.46	2.46	2.46	2.46
16	6	1	145	375	150	72	1.68	1.33333333333333	1	145	0.75	145	2.46	2.46	2.46	2.46
16	6	2	181	375	150	72	1.68	1.33333333333333	1	181	0.75	181	2.46	2.46	2.46	2.46
16	6	3	226	375	150	72	1.68	1	1	226	1	226	2.46	2.46	2.46	2.46
17	6	1	148	375	150	72	1.66	1.33333333333333	1	148	0.75	148	2.46	2.46	2.46	2.46
17	6	2	186	375	150	72	1.66	1.33333333333333	1	186	0.75	186	2.46	2.46	2.46	2.46
17	6	3	232	375	150	72	1.66	1	1	232	1	232	2.46	2.46	2.46	2.46
18	6	1	152	375	150	72	1.64	1.33333333333333	1	152	0.75	152	2.46	2.46	2.46	2.46
18	6	2	190	375	150	72	1.64	1.33333333333333	1	190	0.75	190	2.46	2.46	2.46	2.46
18	6	3	238	375	150	72	1.64	1	1	238	1	238	2.46	2.46	2.46	2.46
19	6	1	156	375	150	72	1.62	1.33333333333333	1	156	0.75	156	2.46	2.46	2.46	2.46
19	6	2	195	375	150	72	1.62	1.33333333333333	1	195	0.75	195	2.46	2.46	2.46	2.46
19	6	3	244	375	150	72	1.62	1	1	244	1	244	2.46	2.46	2.46	2.46
20	6	1	158	375	150	72	1.6	1	1	158	1	158	2.46	2.46	2.46	2.46
