#TSV
#============Begin of sheet============
@Sheet=技能珠
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	物品过期Tag	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	性别需求	需求地区ID	需求LevelMode	需求关卡ID	物品使用次数	CD时间	共享CD组	CD下线是否保留	使用目标	动作技能	物品使用功能1名称	物品使用功能1参数1	物品使用功能1参数2	物品使用功能1参数3	物品使用功能2名称	物品使用功能2参数1	物品使用功能2参数2	物品使用功能2参数3	物品使用功能3名称	物品使用功能3参数1	物品使用功能3参数2	物品使用功能3参数3	物品使用功能4名称	物品使用功能4参数1	物品使用功能4参数2	物品使用功能4参数3	对应技能1ID	点数1	对应技能2ID	点数2	对应技能3ID	点数3	对应技能4ID	点数4	可否被偷窃	共享携带上限组ID	物品伤害信息	排序参数	镶嵌需求孔数	镶嵌需求装备等级Min	镶嵌需求装备等级Max	商城索引ID	素材分类_1	素材价值_1	素材分类_2	素材价值_2	素材分类_3	素材价值_3	素材分类_4	素材价值_4	素材分类_5	素材价值_5	素材分类_6	素材价值_6	素材分类_7	素材价值_7	素材分类_8	素材价值_8	素材分类_9	素材价值_9	素材分类_10	素材价值_10	副本中使用次数	随机狩猎奖励点	解绑道具	解绑道具数量
29111	捕获珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29111			3		999																									
29112	强韧珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29112			1		999																									
29113	强韧珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29113			2		999																									
29114	强韧珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29114			3		999																									
29115	底力珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：底力+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  沙狸兽的特等皮×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	23	-1	0	0	0	0	0	29115			1	1	999																									
29116	底力珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：底力+3，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  烈焰的厚龙鳞×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	23	-1	0	0	0	0	0	29116			2	1	999																									
29117	底力珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	5	23	-2	0	0	0	0	0	29117			3		999																									
29118	特攻珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：特殊攻击+1，攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  完整的昏睡袋×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	1	-1	0	0	0	0	0	29118			1	1	999																									
29119	特攻珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：特殊攻击+3，攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×2  黄速龙王的特上皮×1  高级技能珠素材券×10</FONT><BR>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	1	-1	0	0	0	0	0	29119			2	1	999																									
29120	特攻珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：特殊攻击+5，攻击-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	1	-2	0	0	0	0	0	29120			3	1	999																									
29121	雷光珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：雷属性攻击+1，冰属性攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  珍珠色的艳皮×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	17	-1	0	0	0	0	0	29121			1	1	999																									
29122	雷光珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：雷属性攻击+3，冰属性攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  高压的电气袋×2  高级技能珠素材券×10</FONT><BR>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	17	-1	0	0	0	0	0	29122			2	1	999																									
29123	雷光珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：雷属性攻击+5，冰属性攻击-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	17	-2	0	0	0	0	0	29123			3	1	999																									
29124	防音珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：听觉保护+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×2  岩龙的刚翼×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	1	23	-1	0	0	0	0	0	29124			1	1	999																									
29125	防音珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29125			2		999																									
29126	防音珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：听觉保护+4，加护-2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  雌火龙的厚鳞×2  高级技能珠素材券×15</FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	4	23	-2	0	0	0	0	0	29126			3	1	999																									
29127	防风珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：风压抵抗+1，气息-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×2  青怪鸟的厚鳞×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	1	48	-1	0	0	0	0	0	29127			1	1	999																									
29128	防风珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：风压抵抗+3，气息-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  独耳黑狼鸟的钩爪×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	3	48	-1	0	0	0	0	0	29128			2	1	999																									
29129	防风珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：风压抵抗+5，气息-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	5	48	-2	0	0	0	0	0	29129			3	1	999																									
29130	耐寒珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐寒+2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  雪狮子的重骨×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	2	0	0	0	0	0	0	0	29130			1	1	999																									
29131	耐寒珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐寒+5</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  深蓝的刚鬃×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	5	0	0	0	0	0	0	0	29131			2	1	999																									
29132	耐寒珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29132			3		999																									
29133	根性珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：根性+1，药王-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  桃毛兽王的特等皮×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	1	124	-1	0	0	0	0	0	29133			1	1	999																									
29134	根性珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：根性+3，药王-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  毒鸟的紫石头×1  高级技能珠素材券×10</FONT><BR>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	3	124	-1	0	0	0	0	0	29134			2	1	999																									
29135	根性珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	5	124	-1	0	0	0	0	0	29135			3		999																									
29136	贯解珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29136			1		999																									
29137	贯解珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29137			2		999																									
29138	贯解珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29138			3		999																									
29139	流水珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：水属性攻击+1，雷属性攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  鬼狩蛛的重壳×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	15	-1	0	0	0	0	0	29139			1	1	999																									
29140	流水珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：水属性攻击+3，雷属性攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  盾蟹的小重壳×2  高级技能珠素材券×10</FONT><BR>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	15	-1	0	0	0	0	0	29140			2	1	999																									
29141	流水珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：水属性攻击+5，雷属性攻击-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	15	-2	0	0	0	0	0	29141			3	1	999																									
29142	逆境珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：逆境+1，回复速度-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  沙龙王的特等皮×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	1	11	-1	0	0	0	0	0	29142			1	1	999																									
29143	逆境珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：逆境+3，回复速度-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  冰雷鸟的特上皮×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	3	11	-1	0	0	0	0	0	29143			2	1	999																									
29144	逆境珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	5	11	-2	0	0	0	0	0	29144			3		999																									
29145	强走珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐力消耗+1，饥饿感-1</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	1	31	-1	0	0	0	0	0	29145			1	1	999																									
29146	强走珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐力消耗+3，饥饿感-1</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	3	31	-1	0	0	0	0	0	29146			2	1	999																									
29147	强走珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	-5	31	-2	0	0	0	0	0	29147			3	1	999																									
29148	加散珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：散弹增加+1，散弹强化-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：琉璃原珠×2  骇狩蛛的超浓液×1  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1	41	-1	0	0	0	0	0	29148			1	1	999																									
29149	加散珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	3	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	3	41	-1	0	0	0	0	0	29149			2		999																									
29150	加散珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	5	41	-2	0	0	0	0	0	29150			3		999																									
29151	速填珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29151			1		999																									
29152	速填珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29152			2		999																									
29153	速填珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29153			3		999																									
29154	耐震珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐震+1，睡眠抵抗-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  蓝速龙王的刚爪×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1	20	-1	0	0	0	0	0	29154			1	1	999																									
29155	耐震珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29155			2		999																									
29156	耐震珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29156			3		999																									
29157	回避珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：回避性能+1，体力-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  星龙的重腹甲×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	1	10	-1	0	0	0	0	0	29157			1	1	999																									
29158	回避珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：回避性能+3，体力-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  闪耀的眠液×1  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	3	10	-1	0	0	0	0	0	29158			2	1	999																									
29159	回避珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：回避性能+5，体力-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	5	10	-2	0	0	0	0	0	29159			3	1	999																									
29160	破龙珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：龙属性攻击+1，特殊攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  星龙的重壳×2  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	36	-1	0	0	0	0	0	29160			1	1	999																									
29161	破龙珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：龙属性攻击+3，特殊攻击-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：水光原珠×1  剑豪镰蟹的刚爪×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	36	-1	0	0	0	0	0	29161			2	1	999																									
29162	破龙珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：龙属性攻击+5，特殊攻击-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	36	-2	0	0	0	0	0	29162			3	1	999																									
29163	拉弓珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29163			1		999																									
