#TSV
#============Begin of sheet============
@Sheet=可选技能
技能ID	技能名称	技能组ID	是否未开放	类型ID	客户端分页ID	客户端分页名称	客户端分组ID	客户端分组名称	cost值	cost增量	被动技组	被动技能点数	被动技编号	是否默认激活	解锁赠送重置次数	需求银币	需求素材ID_1	需求素材数量_1	需求素材ID_2	需求素材数量_2	需求素材ID_3	需求素材数量_3	需求素材ID_4	需求素材数量_4	需求素材ID_5	需求素材数量_5	需求素材ID_6	需求素材数量_6	泛型素材类型_1	泛型素材点数_1	泛型素材类型_2	泛型素材点数_2	泛型素材类型_3	泛型素材点数_3	泛型素材类型_4	泛型素材点数_4	泛型素材类型_5	泛型素材点数_5	泛型素材类型_6	泛型素材点数_6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
11073	Ice Atk +1	11		1	1	Attack	3	Element	20	1	17	10	73	0	1	800													52	35											21474	4	10															
11074	Ice Atk +2	11		1	1	Attack	3	Element	40	1	17	15	74	0	1	1600	21465	1											154	27											21474	2	10															
11075	Ice Atk +3	11		1	1	Attack	3	Element	60	1	17	20	75	0	1	2400	21465	2											155	35											21474	2	10															
11077	Negate Paralysis	11		1	2	Defense	4	Special Skills	60	1	18	10	78	0	1	2400	21465	2											148	70											21474	4	10															
11079	Halve Stun	11		1	2	Defense	4	Special Skills	30	1	19	10	80	0	1	1200													55	40											21474	4	10															
11080	Negate Stun	11		1	2	Defense	4	Special Skills	60	1	19	15	81	0	1	2400	21465	2											160	70	5	140									21474	4	10	21474	14	10												
11082	Negate Sleep	11		1	2	Defense	4	Special Skills	50	1	20	10	84	0	1	2000	21465	2											152	70											21474	4	10															
11084	Halve Poison	11		1	2	Defense	4	Special Skills	20	1	21	10	86	0	1	800													52	35											21474	4	10															
11085	Negate Poison	11		1	2	Defense	4	Special Skills	40	1	21	15	87	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
11089	Concentrate	11		1	1	Attack	2	Enhancement Skills	40	1	22	10	91	0	1	1600	21465	1											157	55											21474	3	10															
11098	Partbreaker	11		1	1	Attack	2	Enhancement Skills	50	1	25	10	100	0	1	2000	21465	5											157	90											21474	5	10															
11099	Destruction God	11		1	1	Attack	2	Enhancement Skills	80	1	25	15	101	0	1	3000	21465	8											160	150	5	300									21474	8	10	21474	30	10												
11100	Adrenaline +1	11		1	3	Status	2	Enhancement Skills	50	1	26	10	102	0	1	1600	21465	2											156	70											21474	4	10															
11104	Mind's Eye	11		1	1	Attack	4	Special Skills	60	1	27	10	106	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
11106	Weakness Exploit	11		1	1	Attack	4	Special Skills	60	1	29	10	108	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
11110	Halve Hunger	11		1	3	Status	4	Special Skills	15	1	31	10	112	0	1	600													55	35											21474	4	10															
11111	Negate Hunger	11		1	3	Status	4	Special Skills	30	1	31	20	113	0	1	1200													151	50	5	100									21474	3	10	21474	10	10												
11113	Constitution +1	11		1	2	Defense	2	Enhancement Skills	20	1	32	10	115	0	1	800													55	35											21474	4	10															
11114	Constitution +2	11		1	2	Defense	2	Enhancement Skills	40	1	32	15	116	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
11115	Constitution +3	11		1	2	Defense	2	Enhancement Skills	60	1	32	20	117	0	1	2400	21465	5											156	90											21474	5	10															
11118	Butterfly Form	11		1	3	Status	2	Enhancement Skills	60	1	33	10	120	0	1	2400	21465	2											134	70											21474	4	10															
11127	Status Atk +1	11		1	1	Attack	2	Enhancement Skills	50	1	36	10	129	0	1	2000	21465	2											159	35											21474	2	10															
11134	Trap Master	11		1	3	Status	4	Special Skills	30	1	38	10	136	0	1	1200													56	20											21474	2	10															
11138	Tremor Res	11		1	2	Defense	4	Special Skills	50	1	42	10	140	0	1	2000	21465	2											158	70											21474	4	10															
11139	See Through +1	11		1	2	Defense	4	Special Skills	30	1	43	10	141	0	1	1200													55	40											21474	4	10															
11140	See Through +2	11		1	2	Defense	4	Special Skills	60	1	43	15	142	0	1	2400	21465	5											155	45											21474	3	10															
11141	Attract	11		1	1	Attack	4	Special Skills	40	1	44	10	143	0	1	2000	21465	1											127	55											21474	3	10															
11145	Sneak	11		1	3	Status	4	Special Skills	60	1	48	10	147	0	1	2400	21465	2											159	35											21474	2	10															
11147	Earplugs	11		1	2	Defense	4	Special Skills	60	1	49	10	149	0	1	2400	21465	5											163	45	5	180									21474	3	10	21474	18	10												
11149	Guard +1	11		1	2	Defense	2	Enhancement Skills	40	1	50	10	151	0	1	1600	21465	2											151	70	5	140									21474	4	10	21474	14	10												
11155	Stam Recov +1	11		1	3	Status	2	Enhancement Skills	40	1	53	10	157	0	1	1600	21465	1											148	55											21474	3	10															
11160	Evade Dist +1	11		1	2	Defense	2	Enhancement Skills	60	1	54	10	162	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
11162	Evasion +1	11		1	2	Defense	2	Enhancement Skills	60	1	55	10	164	0	1	2400	21465	5											156	90											21474	5	10															
11165	Guts	11		1	2	Defense	4	Special Skills	40	1	56	10	167	0	1	1600	21465	1											130	55											21474	3	10															
11166	Challenger +1	11		1	1	Attack	4	Special Skills	35	1	57	10	168	0	1	1000													51	40											21474	4	10															
11167	Challenger +2	11		1	1	Attack	4	Special Skills	70	1	57	15	997	0	1	2000	21465	2											160	70	5	140									21474	4	10	21474	14	10												
11168	Anti-bacterial	11		1	2	Defense	4	Special Skills	30	1	58	10	169	0	1	1200													51	40											21474	4	10															
11169	Fortify	11		1	3	Status	4	Special Skills	60	1	59	10	170	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
11170	Negate Mud/Snow	11		1	2	Defense	4	Special Skills	40	1	60	10	171	0	1	1600													55	45											21474	5	10															
11171	Windproof (Lo)	11		1	2	Defense	4	Special Skills	30	1	61	10	172	0	1	1200													144	50											21474	3	10															
11172	Windproof (Hi)	11		1	2	Defense	4	Special Skills	50	1	61	15	173	0	1	2000	21465	2											161	70	5	140									21474	4	10	21474	14	10												
11174	Marathon Runner +1	11		1	3	Status	2	Enhancement Skills	40	1	62	10	175	0	1	1600	21465	1											156	55											21474	3	10															
11179	Violent Strike	11		1	1	Attack	2	Enhancement Skills	30	1	65	10	180	0	1	1200													161	50	5	100									21474	3	10	21474	10	10												
11180	Wide-Range +1	11		1	3	Status	4	Special Skills	20	1	66	10	181	0	1	800													55	35											21474	4	10															
11181	Wide-Range +2	11		1	3	Status	4	Special Skills	30	1	66	15	182	0	1	1200													132	50											21474	3	10															
11182	Wide-Range +3	11		1	3	Status	4	Special Skills	40	1	66	20	183	0	1	1600	21465	1											146	55											21474	3	10															
11185	Assassin Tech +1	11		1	1	Attack	2	Enhancement Skills	40	1	68	10	186	0	1	1600	21465	1											157	55											21474	3	10															
11186	Assassin Tech +2	11		1	1	Attack	2	Enhancement Skills	60	1	68	15	187	0	1	2400	21465	5											158	90											21474	5	10															
11187	Sharp	11		1	1	Attack	2	Enhancement Skills	60	1	69	10	188	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
11192	Wilderness Survival	11		1	3	Status	4	Special Skills	10	1	71	10	213	0	1	400													52	35											21474	4	10															
11196	Flying Wyvern Killer	11		1	1	Attack	4	Special Skills	40	1	75	10	217	0	1	1600	21465	1											155	27											21474	2	10															
11197	Bird Wyvern Killer	11		1	1	Attack	4	Special Skills	40	1	76	10	218	0	1	1600	21465	1											153	55											21474	3	10															
11198	Carapacean Killer	11		1	1	Attack	4	Special Skills	40	1	77	10	219	0	1	1600	21465	1											152	55											21474	3	10															
11199	Elder Dragon Killer	11		1	1	Attack	4	Special Skills	40	1	78	10	220	0	1	1600	21465	1											145	55											21474	3	10															
11200	Piscine Wyvern Killer	11		1	1	Attack	4	Special Skills	40	1	79	10	221	0	1	1600	21465	1											126	55											21474	3	10															
11201	Fanged Beast Killer	11		1	1	Attack	4	Special Skills	40	1	80	10	222	0	1	1600	21465	1											136	55											21474	3	10															
11204	KO	11		1	1	Attack	2	Enhancement Skills	50	1	83	10	225	0	1	2000	21465	1											150	60											21474	3	10															
11205	Tripping Power	11		1	1	Attack	2	Enhancement Skills	40	1	84	10	226	0	1	1600	21465	2											160	70	5	140									21474	4	10	21474	14	10												
11206	Heat Cancel	11		1	3	Status	2	Enhancement Skills	30	1	85	10	227	0	1	1200													54	40											21474	4	10															
11207	Cold Res	11		1	3	Status	2	Enhancement Skills	20	1	86	10	228	0	1	800													51	35											21474	4	10															
11234	Gourmand	11		1	3	Status	4	Special Skills	10	1	110	10	234	0	1	400													51	35											21474	4	10															
11235	Unscathed	11		1	1	Attack	2	Enhancement Skills	70	1	111	10	235	0	1	2800	21465	5											159	45											21474	3	10															
11237	Water Res +1	11		1	2	Defense	3	Element	20	1	113	10	237	0	1	800													54	35											21474	4	10															
11238	Water Res +2	11		1	2	Defense	3	Element	40	1	113	15	238	0	1	1600													52	45											21474	5	10															
11241	Fire Res +1	11		1	2	Defense	3	Element	20	1	114	10	241	0	1	800													55	35											21474	4	10															
11242	Fire Res +2	11		1	2	Defense	3	Element	40	1	114	15	242	0	1	1600													55	45											21474	5	10															
11245	Thunder Res +1	11		1	2	Defense	3	Element	20	1	115	10	245	0	1	800													55	35											21474	4	10															
11246	Thunder Res +2	11		1	2	Defense	3	Element	40	1	115	15	246	0	1	1600													57	45											21474	5	10															
11249	Dragon Res +1	11		1	2	Defense	3	Element	20	1	116	10	249	0	1	800													53	35											21474	4	10															
11250	Dragon Res +2	11		1	2	Defense	3	Element	40	1	116	15	250	0	1	1600													56	22											21474	3	10															
11253	Ice Res +1	11		1	2	Defense	3	Element	20	1	117	10	253	0	1	800													55	35											21474	4	10															
11254	Ice Res +2	11		1	2	Defense	3	Element	40	1	117	15	254	0	1	1600													55	45											21474	5	10															
11258	Speed Sharpening	11		1	1	Attack	4	Special Skills	30	1	119	10	258	0	1	1200													55	40											21474	4	10															
11259	High Speed Sharpening	11		1	1	Attack	4	Special Skills	70	1	119	15	259	0	1	2800	21465	6											163	50	5	200									21474	3	10	21474	20	10												
11261	Stun Lock	11		1	1	Attack	2	Enhancement Skills	50	1	120	10	261	0	1	2000	21465	1											156	60											21474	3	10															
11264	Recovery Up	11		1	2	Defense	4	Special Skills	20	1	123	10	264	0	1	800													55	35											21474	4	10															
11265	Recovery Up Large	11		1	2	Defense	4	Special Skills	30	1	123	15	265	0	1	1200													104	50											21474	3	10															
11267	Herbal Daren	11		1	3	Status	4	Special Skills	10	1	124	10	267	0	1	400													55	35											21474	4	10															
11289	Negate Bleeding	11		1	2	Defense	4	Special Skills	50	1	135	10	290	0	1	2000	21465	1											142	60											21474	3	10															
12001	Attack Up (S)	12		1	1	Attack	1	Basic Skills	20	1	1	10	1	0	1	800													52	35											21474	4	10															
12002	Attack Up (M)	12		1	1	Attack	1	Basic Skills	40	1	1	15	2	0	1	1600													55	45											21474	5	10															
12003	Attack Up (L)	12		1	1	Attack	1	Basic Skills	60	1	1	20	3	0	1	2400	21465	2											158	70											21474	4	10															
12004	Attack Up (XL)	12		1	1	Attack	1	Basic Skills	80	1	1	25	4	0	1	3200	21465	5											163	45	5	180									21474	3	10	21474	18	10												
12005	Attack Up (XXL)	12		1	1	Attack	1	Basic Skills	100	1	1	30	5	0	1	4000	21465	10											160	200	5	400									21474	10	10	21474	40	10												
12010	Defense Up (S)	12		1	2	Defense	1	Basic Skills	10	1	2	10	10	0	1	400													51	35											21474	4	10															
12011	Defense Up (M)	12		1	2	Defense	1	Basic Skills	20	1	2	15	11	0	1	800													53	35											21474	4	10															
12012	Defense Up (L)	12		1	2	Defense	1	Basic Skills	30	1	2	20	12	0	1	1200													129	50											21474	3	10															
12013	Defense Up (XL)	12		1	2	Defense	1	Basic Skills	40	1	2	25	13	0	1	1600													56	22											21474	3	10															
12014	Defense Up (XXL)	12		1	2	Defense	1	Basic Skills	50	1	2	30	14	0	1	2000	21465	2											151	70	5	140									21474	4	10	21474	14	10												
12019	Critical Eye +1	12		1	1	Attack	2	Enhancement Skills	20	1	3	10	19	0	1	800													52	35											21474	4	10															
12020	Critical Eye +2	12		1	1	Attack	2	Enhancement Skills	30	1	3	15	20	0	1	1200													53	40											21474	4	10															
12021	Critical Eye +3	12		1	1	Attack	2	Enhancement Skills	40	1	3	20	21	0	1	1600	21465	1											128	55											21474	3	10															
12022	Critical Eye +4	12		1	1	Attack	2	Enhancement Skills	50	1	3	25	22	0	1	2000	21465	2											157	70											21474	4	10															
12023	Critical Eye +5	12		1	1	Attack	2	Enhancement Skills	60	1	3	30	23	0	1	2400	21465	5											157	90											21474	5	10															
12029	Speed Eating	12		1	3	Status	2	Enhancement Skills	30	1	5	10	29	0	1	400													55	40											21474	4	10															
12034	Detect	12		1	3	Status	4	Special Skills	20	1	7	10	34	0	1	800													56	17											21474	2	10															
12037	Perception	12		1	3	Status	4	Special Skills	60	1	9	10	37	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
12038	Health +1	12		1	2	Defense	1	Basic Skills	15	1	10	10	38	0	1	600													51	35											21474	4	10															
12039	Health +2	12		1	2	Defense	1	Basic Skills	30	1	10	15	39	0	1	1200													55	40											21474	4	10															
12040	Health +3	12		1	2	Defense	1	Basic Skills	45	1	10	20	40	0	1	1800	21465	1											138	60											21474	3	10															
12041	Health +4	12		1	2	Defense	1	Basic Skills	60	1	10	25	41	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
12042	Health +5	12		1	2	Defense	1	Basic Skills	75	1	10	30	42	0	1	3000	21465	5											160	90	5	180									21474	5	10	21474	18	10												
12047	Rec Speed +1	12		1	2	Defense	2	Enhancement Skills	10	1	11	10	47	0	1	400													55	35											21474	4	10															
12048	Rec Speed +2	12		1	2	Defense	2	Enhancement Skills	20	1	11	15	48	0	1	800													51	35											21474	4	10															
12049	Rec Speed +3	12		1	2	Defense	2	Enhancement Skills	30	1	11	20	49	0	1	1200													158	50											21474	3	10															
12057	Water Atk +1	12		1	1	Attack	3	Element	20	1	13	10	57	0	1	800													52	35											21474	4	10															
12058	Water Atk +2	12		1	1	Attack	3	Element	40	1	13	15	58	0	1	1600	21465	1											124	55											21474	3	10															
12059	Water Atk +3	12		1	1	Attack	3	Element	60	1	13	20	59	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
12061	Fire Atk +1	12		1	1	Attack	3	Element	20	1	14	10	61	0	1	800													55	35											21474	4	10															
12062	Fire Atk +2	12		1	1	Attack	3	Element	40	1	14	15	62	0	1	1600	21465	1											147	55											21474	3	10															
12063	Fire Atk +3	12		1	1	Attack	3	Element	60	1	14	20	63	0	1	2400	21465	2											156	70											21474	4	10															
12065	Thunder Atk +1	12		1	1	Attack	3	Element	20	1	15	10	65	0	1	800													57	35											21474	4	10															
12066	Thunder Atk +2	12		1	1	Attack	3	Element	40	1	15	15	66	0	1	1600	21465	1											143	55											21474	3	10															
12067	Thunder Atk +3	12		1	1	Attack	3	Element	60	1	15	20	67	0	1	2400	21465	2											143	70											21474	4	10															
12069	Dragon Atk +1	12		1	1	Attack	3	Element	20	1	16	10	69	0	1	800													56	17											21474	2	10															
12070	Dragon Atk +2	12		1	1	Attack	3	Element	40	1	16	15	70	0	1	1600	21465	1											134	55											21474	3	10															
12071	Dragon Atk +3	12		1	1	Attack	3	Element	60	1	16	20	71	0	1	2400	21465	2											147	70											21474	4	10															
12073	Ice Atk +1	12		1	1	Attack	3	Element	20	1	17	10	73	0	1	800													52	35											21474	4	10															
12074	Ice Atk +2	12		1	1	Attack	3	Element	40	1	17	15	74	0	1	1600	21465	1											154	27											21474	2	10															
12075	Ice Atk +3	12		1	1	Attack	3	Element	60	1	17	20	75	0	1	2400	21465	2											155	35											21474	2	10															
12077	Negate Paralysis	12		1	2	Defense	4	Special Skills	60	1	18	10	78	0	1	2400	21465	2											148	70											21474	4	10															
12079	Halve Stun	12		1	2	Defense	4	Special Skills	30	1	19	10	80	0	1	1200													55	40											21474	4	10															
12080	Negate Stun	12		1	2	Defense	4	Special Skills	60	1	19	15	81	0	1	2400	21465	2											160	70	5	140									21474	4	10	21474	14	10												
12082	Negate Sleep	12		1	2	Defense	4	Special Skills	50	1	20	10	84	0	1	2000	21465	2											152	70											21474	4	10															
12084	Halve Poison	12		1	2	Defense	4	Special Skills	20	1	21	10	86	0	1	800													52	35											21474	4	10															
12085	Negate Poison	12		1	2	Defense	4	Special Skills	40	1	21	15	87	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
12089	Concentrate	12		1	1	Attack	2	Enhancement Skills	40	1	22	10	91	0	1	1600	21465	1											157	55											21474	3	10															
12091	Divine Blessing	12		1	2	Defense	2	Enhancement Skills	40	1	23	10	93	0	1	1600	21465	1											135	55											21474	3	10															
12098	Partbreaker	12		1	1	Attack	2	Enhancement Skills	50	1	25	10	100	0	1	2000	21465	5											157	90											21474	5	10															
12099	Destruction God	12		1	1	Attack	2	Enhancement Skills	80	1	25	15	101	0	1	3000	21465	8											160	150	5	300									21474	8	10	21474	30	10												
12100	Adrenaline +1	12		1	3	Status	2	Enhancement Skills	50	1	26	10	102	0	1	1600	21465	2											156	70											21474	4	10															
12104	Mind's Eye	12		1	1	Attack	4	Special Skills	60	1	27	10	106	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
12106	Weakness Exploit	12		1	1	Attack	4	Special Skills	60	1	29	10	108	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
12110	Halve Hunger	12		1	3	Status	4	Special Skills	15	1	31	10	112	0	1	600													55	35											21474	4	10															
12111	Negate Hunger	12		1	3	Status	4	Special Skills	30	1	31	20	113	0	1	1200													151	50	5	100									21474	3	10	21474	10	10												
12113	Constitution +1	12		1	2	Defense	2	Enhancement Skills	20	1	32	10	115	0	1	800													55	35											21474	4	10															
12114	Constitution +2	12		1	2	Defense	2	Enhancement Skills	40	1	32	15	116	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
12115	Constitution +3	12		1	2	Defense	2	Enhancement Skills	60	1	32	20	117	0	1	2400	21465	5											156	90											21474	5	10															
12118	Butterfly Form	12		1	3	Status	2	Enhancement Skills	60	1	33	10	120	0	1	2400	21465	2											134	70											21474	4	10															
12127	Status Atk +1	12		1	1	Attack	2	Enhancement Skills	50	1	36	10	129	0	1	2000	21465	2											159	35											21474	2	10															
12134	Trap Master	12		1	3	Status	4	Special Skills	30	1	38	10	136	0	1	1200													56	20											21474	2	10															
12139	See Through +1	12		1	2	Defense	4	Special Skills	30	1	43	10	141	0	1	1200													55	40											21474	4	10															
12140	See Through +2	12		1	2	Defense	4	Special Skills	60	1	43	15	142	0	1	2400	21465	5											155	45											21474	3	10															
12141	Attract	12		1	1	Attack	4	Special Skills	40	1	44	10	143	0	1	2000	21465	1											127	55											21474	3	10															
12145	Sneak	12		1	3	Status	4	Special Skills	60	1	48	10	147	0	1	2400	21465	2											159	35											21474	2	10															
12149	Guard +1	12		1	2	Defense	2	Enhancement Skills	40	1	50	10	151	0	1	1600	21465	2											151	70	5	140									21474	4	10	21474	14	10												
12152	Guard Boost	12		1	2	Defense	2	Enhancement Skills	50	1	51	10	154	0	1	2000	21465	2											151	70	5	140									21474	4	10	21474	14	10												
12155	Stam Recov +1	12		1	3	Status	2	Enhancement Skills	40	1	53	10	157	0	1	1600	21465	1											148	55											21474	3	10															
12160	Evade Dist +1	12		1	2	Defense	2	Enhancement Skills	60	1	54	10	162	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
12162	Evasion +1	12		1	2	Defense	2	Enhancement Skills	60	1	55	10	164	0	1	2400	21465	5											156	90											21474	5	10															
12165	Guts	12		1	2	Defense	4	Special Skills	40	1	56	10	167	0	1	1600	21465	1											130	55											21474	3	10															
12166	Challenger +1	12		1	1	Attack	4	Special Skills	35	1	57	10	168	0	1	1000													51	40											21474	4	10															
12167	Challenger +2	12		1	1	Attack	4	Special Skills	70	1	57	15	997	0	1	2000	21465	2											160	70	5	140									21474	4	10	21474	14	10												
12168	Anti-bacterial	12		1	2	Defense	4	Special Skills	30	1	58	10	169	0	1	1200													51	40											21474	4	10															
12169	Fortify	12		1	3	Status	4	Special Skills	60	1	59	10	170	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
12174	Marathon Runner +1	12		1	3	Status	2	Enhancement Skills	40	1	62	10	175	0	1	1600	21465	1											156	55											21474	3	10															
12179	Violent Strike	12		1	1	Attack	2	Enhancement Skills	30	1	65	10	180	0	1	1200													161	50	5	100									21474	3	10	21474	10	10												
12180	Wide-Range +1	12		1	3	Status	4	Special Skills	20	1	66	10	181	0	1	800													55	35											21474	4	10															
12181	Wide-Range +2	12		1	3	Status	4	Special Skills	30	1	66	15	182	0	1	1200													132	50											21474	3	10															
12182	Wide-Range +3	12		1	3	Status	4	Special Skills	40	1	66	20	183	0	1	1600	21465	1											146	55											21474	3	10															
12185	Assassin Tech +1	12		1	1	Attack	2	Enhancement Skills	40	1	68	10	186	0	1	1600	21465	1											157	55											21474	3	10															
12186	Assassin Tech +2	12		1	1	Attack	2	Enhancement Skills	60	1	68	15	187	0	1	2400	21465	5											158	90											21474	5	10															
12187	Sharp	12		1	1	Attack	2	Enhancement Skills	60	1	69	10	188	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
12192	Wilderness Survival	12		1	3	Status	4	Special Skills	10	1	71	10	213	0	1	400													52	35											21474	4	10															
12196	Flying Wyvern Killer	12		1	1	Attack	4	Special Skills	40	1	75	10	217	0	1	1600	21465	1											155	27											21474	2	10															
12197	Bird Wyvern Killer	12		1	1	Attack	4	Special Skills	40	1	76	10	218	0	1	1600	21465	1											153	55											21474	3	10															
12198	Carapacean Killer	12		1	1	Attack	4	Special Skills	40	1	77	10	219	0	1	1600	21465	1											152	55											21474	3	10															
12199	Elder Dragon Killer	12		1	1	Attack	4	Special Skills	40	1	78	10	220	0	1	1600	21465	1											145	55											21474	3	10															
12200	Piscine Wyvern Killer	12		1	1	Attack	4	Special Skills	40	1	79	10	221	0	1	1600	21465	1											126	55											21474	3	10															
12201	Fanged Beast Killer	12		1	1	Attack	4	Special Skills	40	1	80	10	222	0	1	1600	21465	1											136	55											21474	3	10															
12204	KO	12		1	1	Attack	2	Enhancement Skills	50	1	83	10	225	0	1	2000	21465	1											150	60											21474	3	10															
12205	Tripping Power	12		1	1	Attack	2	Enhancement Skills	40	1	84	10	226	0	1	1600	21465	2											160	70	5	140									21474	4	10	21474	14	10												
12206	Heat Cancel	12		1	3	Status	2	Enhancement Skills	30	1	85	10	227	0	1	1200													54	40											21474	4	10															
12207	Cold Res	12		1	3	Status	2	Enhancement Skills	20	1	86	10	228	0	1	800													51	35											21474	4	10															
12234	Gourmand	12		1	3	Status	4	Special Skills	10	1	110	10	234	0	1	400													51	35											21474	4	10															
12235	Unscathed	12		1	1	Attack	2	Enhancement Skills	70	1	111	10	235	0	1	2800	21465	5											159	45											21474	3	10															
12237	Water Res +1	12		1	2	Defense	3	Element	20	1	113	10	237	0	1	800													54	35											21474	4	10															
12238	Water Res +2	12		1	2	Defense	3	Element	40	1	113	15	238	0	1	1600													52	45											21474	5	10															
12241	Fire Res +1	12		1	2	Defense	3	Element	20	1	114	10	241	0	1	800													55	35											21474	4	10															
12242	Fire Res +2	12		1	2	Defense	3	Element	40	1	114	15	242	0	1	1600													55	45											21474	5	10															
12245	Thunder Res +1	12		1	2	Defense	3	Element	20	1	115	10	245	0	1	800													55	35											21474	4	10															
12246	Thunder Res +2	12		1	2	Defense	3	Element	40	1	115	15	246	0	1	1600													57	45											21474	5	10															
12249	Dragon Res +1	12		1	2	Defense	3	Element	20	1	116	10	249	0	1	800													53	35											21474	4	10															
12250	Dragon Res +2	12		1	2	Defense	3	Element	40	1	116	15	250	0	1	1600													56	22											21474	3	10															
12253	Ice Res +1	12		1	2	Defense	3	Element	20	1	117	10	253	0	1	800													55	35											21474	4	10															
12254	Ice Res +2	12		1	2	Defense	3	Element	40	1	117	15	254	0	1	1600													55	45											21474	5	10															
12258	Speed Sharpening	12		1	1	Attack	4	Special Skills	30	1	119	10	258	0	1	1200													55	40											21474	4	10															
12259	High Speed Sharpening	12		1	1	Attack	4	Special Skills	70	1	119	15	259	0	1	2800	21465	6											163	50	5	200									21474	3	10	21474	20	10												
12261	Stun Lock	12		1	1	Attack	2	Enhancement Skills	50	1	120	10	261	0	1	2000	21465	1											156	60											21474	3	10															
12264	Recovery Up	12		1	2	Defense	4	Special Skills	20	1	123	10	264	0	1	800													55	35											21474	4	10															
12265	Recovery Up Large	12		1	2	Defense	4	Special Skills	30	1	123	15	265	0	1	1200													104	50											21474	3	10															
12267	Herbal Daren	12		1	3	Status	4	Special Skills	10	1	124	10	267	0	1	400													55	35											21474	4	10															
12289	Negate Bleeding	12		1	2	Defense	4	Special Skills	50	1	135	10	290	0	1	2000	21465	1											142	60											21474	3	10															
13001	Attack Up (S)	13		1	1	Attack	1	Basic Skills	20	1	1	10	1	0	1	800													52	35											21474	4	10															
13002	Attack Up (M)	13		1	1	Attack	1	Basic Skills	40	1	1	15	2	0	1	1600													55	45											21474	5	10															
13003	Attack Up (L)	13		1	1	Attack	1	Basic Skills	60	1	1	20	3	0	1	2400	21465	2											158	70											21474	4	10															
13004	Attack Up (XL)	13		1	1	Attack	1	Basic Skills	80	1	1	25	4	0	1	3200	21465	5											163	45	5	180									21474	3	10	21474	18	10												
13005	Attack Up (XXL)	13		1	1	Attack	1	Basic Skills	100	1	1	30	5	0	1	4000	21465	10											160	200	5	400									21474	10	10	21474	40	10												
13010	Defense Up (S)	13		1	2	Defense	1	Basic Skills	10	1	2	10	10	0	1	400													51	35											21474	4	10															
13011	Defense Up (M)	13		1	2	Defense	1	Basic Skills	20	1	2	15	11	0	1	800													53	35											21474	4	10															
13012	Defense Up (L)	13		1	2	Defense	1	Basic Skills	30	1	2	20	12	0	1	1200													129	50											21474	3	10															
13013	Defense Up (XL)	13		1	2	Defense	1	Basic Skills	40	1	2	25	13	0	1	1600													56	22											21474	3	10															
13014	Defense Up (XXL)	13		1	2	Defense	1	Basic Skills	50	1	2	30	14	0	1	2000	21465	2											151	70	5	140									21474	4	10	21474	14	10												
13019	Critical Eye +1	13		1	1	Attack	2	Enhancement Skills	20	1	3	10	19	0	1	800													52	35											21474	4	10															
13020	Critical Eye +2	13		1	1	Attack	2	Enhancement Skills	30	1	3	15	20	0	1	1200													53	40											21474	4	10															
13021	Critical Eye +3	13		1	1	Attack	2	Enhancement Skills	40	1	3	20	21	0	1	1600	21465	1											128	55											21474	3	10															
13022	Critical Eye +4	13		1	1	Attack	2	Enhancement Skills	50	1	3	25	22	0	1	2000	21465	2											157	70											21474	4	10															
13023	Critical Eye +5	13		1	1	Attack	2	Enhancement Skills	60	1	3	30	23	0	1	2400	21465	5											157	90											21474	5	10															
13029	Speed Eating	13		1	3	Status	2	Enhancement Skills	30	1	5	10	29	0	1	400													55	40											21474	4	10															
13034	Detect	13		1	3	Status	4	Special Skills	20	1	7	10	34	0	1	800													56	17											21474	2	10															
13037	Perception	13		1	3	Status	4	Special Skills	60	1	9	10	37	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
13047	Rec Speed +1	13		1	2	Defense	2	Enhancement Skills	10	1	11	10	47	0	1	400													55	35											21474	4	10															
13048	Rec Speed +2	13		1	2	Defense	2	Enhancement Skills	20	1	11	15	48	0	1	800													51	35											21474	4	10															
